candidate_id,profile_completeness_score,days_on_platform,days_since_active,open_to_work_flag,profile_views_received_30d,applications_submitted_30d,recruiter_response_rate,avg_response_time_hours,num_assessments_taken,assessment_score_mean,assessment_score_max,assessment_score_jd_relevant_mean,connection_count,endorsements_received,notice_period_days,expected_salary_min_lpa,expected_salary_max_lpa,expected_salary_mid_lpa,expected_salary_width_lpa,preferred_work_mode_ord,willing_to_relocate,has_github,github_activity_score,search_appearance_30d,saved_by_recruiters_30d,interview_completion_rate,has_offer_history,offer_acceptance_rate,verified_email,verified_phone,linkedin_connected,availability_tilt_score,num_career_entries,avg_tenure_months,min_tenure_months,max_tenure_months,tenure_stdev_months,avg_company_size_ord,service_firm_months,service_firm_month_fraction,pure_services_career_flag,current_industry_is_tech,current_industry_is_services,title_chasing_jump_count,title_chasing_flag,computed_career_span_years,years_experience_consistency_gap,recent_llm_only_experience_flag,has_pre_llm_ml_background,pure_research_flag,management_pivot_18mo_plus_flag,wrong_domain_flag,num_skills,avg_skill_proficiency,max_skill_proficiency,total_skill_endorsements,high_proficiency_low_duration_count,has_python_skill,python_proficiency,python_duration_months,num_education_entries,highest_education_tier_ord,has_relevant_degree_field,num_certifications,has_relevant_certification,years_of_experience,experience_band_fit,location_tier,current_company_size_ord,current_title_seniority_level,marketing_nontech_title_flag,title_skill_mismatch_flag,retrieval_embeddings_narrative_hits,retrieval_embeddings_skills_hits,retrieval_embeddings_inflation_gap,vector_db_hybrid_search_narrative_hits,vector_db_hybrid_search_skills_hits,vector_db_hybrid_search_inflation_gap,evaluation_ranking_metrics_narrative_hits,evaluation_ranking_metrics_skills_hits,evaluation_ranking_metrics_inflation_gap,llm_finetuning_narrative_hits,llm_finetuning_skills_hits,llm_finetuning_inflation_gap,learning_to_rank_models_narrative_hits,learning_to_rank_models_skills_hits,learning_to_rank_models_inflation_gap,distributed_inference_narrative_hits,distributed_inference_skills_hits,distributed_inference_inflation_gap,open_source_validation_narrative_hits,open_source_validation_skills_hits,open_source_validation_inflation_gap,nlp_ir_domain_narrative_hits,nlp_ir_domain_skills_hits,nlp_ir_domain_inflation_gap,cv_speech_robotics_domain_narrative_hits,cv_speech_robotics_domain_skills_hits,cv_speech_robotics_domain_inflation_gap,production_deployment_narrative_hits,production_deployment_skills_hits,production_deployment_inflation_gap,research_only_narrative_hits,research_only_skills_hits,research_only_inflation_gap,pre_llm_ml_background_narrative_hits,pre_llm_ml_background_skills_hits,pre_llm_ml_background_inflation_gap,llm_only_recent_narrative_hits,llm_only_recent_skills_hits,llm_only_recent_inflation_gap,code_quality_signals_narrative_hits,code_quality_signals_skills_hits,code_quality_signals_inflation_gap,hr_recruiting_marketplace_domain_narrative_hits,hr_recruiting_marketplace_domain_skills_hits,hr_recruiting_marketplace_domain_inflation_gap,marketing_nontech_titles_narrative_hits,marketing_nontech_titles_skills_hits,marketing_nontech_titles_inflation_gap,management_architect_titles_narrative_hits,management_architect_titles_skills_hits,management_architect_titles_inflation_gap,title_chasing_seniority_words_narrative_hits,title_chasing_seniority_words_skills_hits,title_chasing_seniority_words_inflation_gap,closed_source_only_flag
CAND_0062410,69.1,1299,7,0,13,9,0.31,74.4,0,0.0,0.0,0.0,16,23,90,12.1,27.1,19.6,15.000000000000002,3,0,0,-1,170,7,0.82,1,0.68,1,1,1,5,2,26.0,6,46,20.0,6.0,6,0.11538461538461539,0,0,0,1,0,4.271047227926078,0.12895277207392208,0,0,0,1,0,15,2.066666666666667,3,63,0,0,0,0,1,1,0,0,0,4.4,0.8800000000000001,3,5,5,0,0,1,2,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CAND_0015493,90.1,44,33,1,141,11,0.3,117.7,5,64.5,86.2,0.0,347,135,30,24.1,49.4,36.75,25.299999999999997,0,0,1,65.5,668,40,0.61,1,0.73,1,0,1,7,3,25.0,16,32,6.683312551921141,4.0,0,0.0,0,1,0,0,0,6.217659137577002,0.18234086242299874,0,0,0,0,0,16,2.25,3,208,0,0,0,0,2,2,1,0,0,6.4,1.0,0,5,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAND_0062826,75.3,1279,10,0,35,8,0.62,265.5,0,0.0,0.0,0.0,325,42,120,5.0,27.1,16.05,22.1,0,0,0,-1,116,0,0.69,1,0.75,1,0,1,6,5,25.6,8,33,9.090654541890808,5.4,87,0.6796875,0,0,1,0,0,10.532511978097194,0.26748802190280685,0,0,0,0,0,16,2.1875,3,69,1,0,0,0,1,3,1,0,0,10.8,0.82,-1,7,2,1,0,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1
CAND_0073055,77.8,344,55,1,33,6,0.68,114.3,1,39.3,39.3,0.0,103,35,90,30.8,25.0,27.9,0.0,0,0,1,13.6,490,8,0.5,0,-1,1,1,0,5,2,43.0,36,50,7.0,6.0,36,0.4186046511627907,0,0,0,0,0,7.063655030800821,0.13634496919917893,0,0,0,0,0,12,2.0,3,204,0,0,0,0,2,3,1,1,0,7.2,1.0,0,5,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAND_0077091,79.3,410,59,0,150,14,0.63,74.1,0,0.0,0.0,0.0,374,57,60,29.1,36.9,33.0,7.799999999999997,2,1,0,-1,412,18,0.6,0,-1,1,1,0,6,2,21.0,15,27,6.0,6.0,15,0.35714285714285715,0,0,1,0,0,3.5318275154004106,0.06817248459958947,0,0,0,0,0,12,2.3333333333333335,3,266,0,0,0,0,2,2,1,2,0,3.6,0.72,-1,7,2,0,0,0,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAND_0060566,50.3,907,111,0,35,11,0.62,168.0,0,0.0,0.0,0.0,142,10,120,20.4,32.6,26.5,12.200000000000003,0,1,0,-1,262,14,0.45,0,-1,0,1,1,5,4,18.75,14,21,2.7726341266023544,4.75,40,0.5333333333333333,0,0,0,0,0,6.507871321013004,0.107871321013004,0,0,0,0,0,14,1.8571428571428572,3,130,0,0,0,0,2,3,1,0,0,6.4,1.0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAND_0037511,52.2,500,203,1,48,4,0.45,204.9,0,0.0,0.0,0.0,250,48,60,11.7,19.3,15.5,7.600000000000001,1,0,0,-1,128,10,0.67,0,-1,1,1,0,5,2,23.0,10,36,13.0,6.0,0,0.0,0,0,0,0,0,3.7973990417522243,0.1026009582477756,0,0,0,0,0,20,2.15,3,119,2,0,0,0,1,1,1,0,0,3.9,0.78,2,7,2,0,0,1,2,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAND_0008375,75.4,1428,27,0,58,5,0.22,199.1,0,0.0,0.0,0.0,306,16,60,15.0,18.2,16.6,3.1999999999999993,3,0,0,-1,67,1,0.79,0,-1,1,1,0,6,1,22.0,22,22,0.0,7.0,22,1.0,1,0,1,0,0,1.8069815195071868,0.09301848049281314,0,0,0,0,0,18,2.3333333333333335,3,67,1,0,0,0,1,1,0,0,0,1.9,0.38,1,7,2,0,0,1,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAND_0037329,55.1,322,117,1,151,8,0.52,4.9,4,55.7,76.9,49.1,647,11,120,12.1,30.5,21.3,18.4,3,0,0,-1,418,27,0.93,1,0.65,0,0,0,4,2,44.0,37,51,7.0,7.0,0,0.0,0,0,0,0,0,7.227926078028747,0.17207392197125326,0,0,0,0,0,10,2.6,3,228,0,0,0,0,2,4,1,0,0,7.4,1.0,-1,7,3,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
CAND_0076453,73.3,205,129,0,119,0,0.73,122.7,2,45.45,50.9,50.9,241,6,30,22.9,23.7,23.299999999999997,0.8000000000000007,2,1,1,52.7,445,20,0.97,0,-1,1,1,0,6,2,18.5,16,21,2.5,7.0,21,0.5675675675675675,0,1,0,0,0,3.1211498973305956,0.07885010266940462,0,0,0,0,1,17,2.2941176470588234,3,233,0,0,0,0,1,3,0,2,1,3.2,0.64,-1,7,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAND_0012444,54.5,510,18,0,40,11,0.71,92.4,3,57.6,81.1,0.0,582,13,90,20.2,38.9,29.549999999999997,18.7,0,0,0,-1,222,12,0.77,1,0.84,1,1,0,6,1,25.0,25,25,0.0,7.0,25,1.0,1,0,1,0,0,2.0533880903490758,0.04661190965092432,0,0,0,0,0,16,2.1875,3,224,0,0,0,0,1,3,0,0,0,2.1,0.42000000000000004,-1,7,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAND_0059942,74.7,1193,209,1,50,3,0.22,66.7,0,0.0,0.0,0.0,446,6,90,16.8,17.3,17.05,0.5,2,0,1,31.6,45,6,0.56,0,-1,1,1,1,4,5,28.0,12,40,9.359487165438072,4.8,40,0.2857142857142857,0,0,0,0,0,11.663244353182751,0.1367556468172495,0,0,0,0,0,18,2.2222222222222223,3,68,3,0,0,0,1,1,1,2,1,11.8,0.72,-1,7,2,0,0,1,5,4,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAND_0016956,68.1,569,37,1,78,9,0.52,44.1,0,0.0,0.0,0.0,298,17,90,17.9,10.8,14.35,0.0,0,0,0,-1,26,6,0.82,1,0.35,1,1,0,4,4,28.25,14,51,13.91716565971678,3.5,21,0.18584070796460178,0,0,0,0,0,9.401779603011637,0.19822039698836313,0,0,0,0,0,12,2.0,3,46,2,0,0,0,1,1,0,0,0,9.6,0.9400000000000001,-1,4,5,1,0,1,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
CAND_0047280,74.2,1324,14,1,25,4,0.32,132.5,0,0.0,0.0,0.0,529,16,30,3.2,27.9,15.549999999999999,24.7,2,1,0,-1,28,3,0.8,1,0.45,0,0,0,8,3,20.666666666666668,13,30,7.039570693980958,6.333333333333333,49,0.7903225806451613,0,0,1,0,0,5.174537987679671,0.025462012320328853,0,0,0,0,0,19,2.210526315789474,3,98,1,0,0,0,2,1,0,1,1,5.2,1.0,2,7,2,0,0,1,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
CAND_0010108,84.5,456,77,0,77,6,0.71,232.0,0,0.0,0.0,0.0,240,45,120,14.3,12.5,13.4,0.0,0,0,0,-1,64,0,0.81,0,-1,1,0,0,5,5,28.4,9,51,14.178857499812882,5.6,69,0.4859154929577465,0,1,0,0,0,11.885010266940451,0.11498973305954863,0,0,0,1,0,15,2.2,3,61,1,0,0,0,1,2,1,0,0,12.0,0.7,1,2,5,0,0,1,3,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1
CAND_0002856,62.0,301,128,0,71,8,0.41,150.1,2,38.95,40.1,0.0,888,47,30,22.3,47.3,34.8,24.999999999999996,1,1,1,51.5,336,0,0.88,1,0.39,0,0,1,5,2,41.0,33,49,8.0,5.0,0,0.0,0,1,0,0,0,6.7734428473648185,0.12655715263518186,0,0,0,0,1,11,2.0,3,155,0,0,0,0,2,2,1,2,0,6.9,1.0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAND_0080609,60.5,143,182,0,46,1,0.74,37.4,1,61.1,61.1,0.0,567,29,60,9.9,8.3,9.100000000000001,0.0,1,0,1,45.1,83,3,0.81,1,0.58,1,1,0,6,5,35.6,12,49,14.650597257449949,4.2,69,0.38764044943820225,0,0,1,0,0,14.639288158795345,0.26071184120465496,0,0,0,0,0,17,2.235294117647059,3,78,0,0,0,0,2,1,1,1,1,14.9,0.4099999999999999,-1,7,2,1,0,1,3,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
CAND_0008799,69.8,453,135,1,59,2,0.33,79.0,0,0.0,0.0,0.0,410,10,90,18.0,7.5,12.75,0.0,2,0,1,29.8,47,6,0.45,0,-1,1,1,0,4,3,42.333333333333336,37,52,6.847546194724712,3.3333333333333335,0,0.0,0,0,0,0,0,10.48870636550308,0.21129363449691851,0,0,0,0,0,14,2.357142857142857,3,49,1,0,0,0,2,4,1,1,1,10.7,0.8300000000000001,1,3,2,0,0,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAND_0075469,81.1,1190,103,1,66,5,0.72,202.2,0,0.0,0.0,0.0,527,29,60,15.1,19.2,17.15,4.1,0,0,0,-1,30,5,0.4,0,-1,1,0,1,6,2,32.0,20,44,12.0,2.0,0,0.0,0,1,0,0,0,5.295003422313484,0.10499657768651627,0,0,0,0,0,20,2.35,3,63,2,0,0,0,1,4,1,0,0,5.4,1.0,2,1,2,0,0,1,5,4,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAND_0031829,85.0,953,10,1,20,8,0.73,173.6,0,0.0,0.0,0.0,123,19,30,18.1,42.1,30.1,24.0,2,0,1,5.2,124,19,0.96,0,-1,1,1,1,9,3,25.333333333333332,9,52,19.014614262602215,5.0,52,0.6842105263157895,0,0,0,0,0,6.324435318275154,0.17556468172484596,0,0,0,0,0,16,1.875,3,258,0,0,0,0,2,2,1,2,1,6.5,1.0,-1,5,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAND_0084584,72.9,1139,51,0,35,9,0.12,72.8,0,0.0,0.0,0.0,510,48,60,6.3,13.2,9.75,6.8999999999999995,0,0,1,44.2,49,12,0.88,0,-1,1,1,1,5,3,25.333333333333332,6,50,18.354533197248273,5.666666666666667,50,0.6578947368421053,0,0,0,0,0,6.324435318275154,0.07556468172484632,0,0,0,1,0,17,2.176470588235294,3,54,1,0,0,0,1,2,0,0,0,6.4,1.0,2,7,5,0,0,1,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0
CAND_0031143,67.3,795,20,0,124,9,0.84,13.2,2,79.65,84.7,0.0,1255,56,120,24.8,40.1,32.45,15.3,1,0,1,76.0,374,25,0.86,0,-1,1,0,1,6,3,21.666666666666668,7,45,16.679994670929073,6.333333333333333,45,0.6923076923076923,0,1,0,0,0,5.377138945927447,0.12286105407255299,0,1,0,0,0,12,2.3333333333333335,3,235,0,1,3,47,1,1,0,0,0,5.5,1.0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAND_0007090,40.3,398,3,1,94,10,0.15,164.1,2,62.7,65.8,0.0,756,54,60,21.9,40.7,31.3,18.800000000000004,3,1,0,-1,461,15,0.92,0,-1,1,1,1,6,2,38.0,34,42,4.0,6.5,0,0.0,0,1,0,0,0,6.242299794661191,0.15770020533880924,0,0,0,0,1,11,1.9090909090909092,3,79,0,0,0,0,1,3,0,0,0,6.4,1.0,2,7,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
