candidate_id,relevance_grade
CAND_0008425,4
CAND_0040416,0
CAND_0083715,0
CAND_0018649,0
CAND_0078604,0
CAND_0047215,0
CAND_0002920,0
CAND_0002704,1
CAND_0034169,0
CAND_0097429,0
CAND_0068916,0
CAND_0051686,0
CAND_0056182,0
CAND_0089148,0
CAND_0022431,0
CAND_0093590,0
CAND_0036521,0
CAND_0088131,0
CAND_0046910,0
CAND_0073774,0
CAND_0019302,0
CAND_0016663,0
CAND_0099025,0
CAND_0078165,0
CAND_0065286,0
CAND_0097079,0
CAND_0095545,0
CAND_0044247,0
CAND_0091810,0
CAND_0029310,0
CAND_0046914,0
CAND_0074668,0
CAND_0017185,0
CAND_0083164,1
CAND_0004001,0
CAND_0050635,0
CAND_0011576,0
CAND_0058287,1
CAND_0017786,0
CAND_0014785,0
CAND_0033749,1
CAND_0033179,1
CAND_0076831,2
CAND_0071821,1
CAND_0090339,0
CAND_0013090,0
CAND_0021178,0
CAND_0061535,0
CAND_0029294,0
CAND_0033333,0
CAND_0092153,0
CAND_0073781,1
CAND_0083942,0
CAND_0069771,1
CAND_0099499,0
CAND_0067494,0
CAND_0002077,0
CAND_0016657,1
CAND_0046552,0
CAND_0048760,0
CAND_0029188,0
CAND_0033211,0
CAND_0037484,0
CAND_0031764,0
CAND_0016509,0
CAND_0025044,0
CAND_0072983,0
CAND_0036947,0
CAND_0007653,0
CAND_0010332,0
CAND_0026691,0
CAND_0013636,0
CAND_0047532,0
CAND_0098410,1
CAND_0070195,0
CAND_0042501,0
CAND_0012308,1
CAND_0029991,0
CAND_0039042,0
CAND_0008482,0
CAND_0048778,0
CAND_0051219,1
CAND_0060624,0
CAND_0052209,0
CAND_0024645,0
CAND_0077988,0
CAND_0057796,0
CAND_0010800,0
CAND_0013890,0
CAND_0011085,0
CAND_0082288,0
CAND_0080440,0
CAND_0005558,0
CAND_0047675,0
CAND_0025615,0
CAND_0011293,0
CAND_0074988,0
CAND_0032358,0
CAND_0049155,0
CAND_0030880,0
CAND_0058337,0
CAND_0004006,0
CAND_0044720,0
CAND_0080086,0
CAND_0064052,0
CAND_0061710,0
CAND_0021723,0
CAND_0002638,0
CAND_0088379,0
CAND_0058517,0
CAND_0044555,0
CAND_0020820,1
CAND_0099670,0
CAND_0025102,0
CAND_0011168,0
CAND_0011735,0
CAND_0016360,0
CAND_0084819,2
CAND_0066536,0
CAND_0091908,0
CAND_0089804,0
CAND_0063232,0
CAND_0082752,0
CAND_0099308,0
CAND_0052155,0
CAND_0079162,0
CAND_0024068,0
CAND_0052982,0
CAND_0088393,0
CAND_0072938,0
CAND_0045398,0
CAND_0077009,0
CAND_0097323,0
CAND_0026737,0
CAND_0045403,0
CAND_0071142,0
CAND_0063306,0
CAND_0067820,1
CAND_0067163,0
CAND_0089198,0
CAND_0014580,0
CAND_0089076,0
CAND_0097904,0
CAND_0089888,0
CAND_0014054,0
CAND_0039221,0
CAND_0019222,0
CAND_0092804,0
CAND_0023530,0
CAND_0017726,0
CAND_0032485,0
CAND_0043591,0
CAND_0031127,0
CAND_0028875,0
CAND_0038035,0
CAND_0001537,0
CAND_0057512,0
CAND_0098863,0
CAND_0084251,0
CAND_0058923,0
CAND_0045420,0
CAND_0051651,0
CAND_0059737,0
CAND_0046542,0
CAND_0019880,1
CAND_0011209,0
CAND_0070719,0
CAND_0058604,0
CAND_0065838,0
CAND_0021488,0
CAND_0087611,0
CAND_0000839,0
CAND_0091924,0
CAND_0090584,1
CAND_0081539,0
CAND_0000937,0
CAND_0092861,0
CAND_0070998,1
CAND_0019678,1
CAND_0028658,0
CAND_0005971,0
CAND_0032919,0
CAND_0027044,0
CAND_0071880,1
CAND_0043558,0
CAND_0004402,1
CAND_0028830,0
CAND_0026331,0
CAND_0047431,0
CAND_0086673,0
CAND_0015869,0
CAND_0010739,0
CAND_0074541,0
CAND_0047655,0
CAND_0048533,0
CAND_0023756,0
CAND_0093121,0
CAND_0080665,0
CAND_0036847,0
CAND_0034177,1
CAND_0030026,0
CAND_0056024,0
CAND_0065963,0
CAND_0065530,0
CAND_0050324,0
CAND_0098144,0
CAND_0041570,0
CAND_0094762,0
CAND_0067023,0
CAND_0072549,0
CAND_0013826,0
CAND_0008070,0
CAND_0090933,0
CAND_0080208,0
CAND_0085645,0
CAND_0089405,0
CAND_0062622,0
CAND_0060221,0
CAND_0074569,0
CAND_0095658,0
CAND_0092271,0
CAND_0021885,0
CAND_0053182,0
CAND_0036107,0
CAND_0028295,0
CAND_0022789,0
CAND_0038131,0
CAND_0034538,0
CAND_0018659,0
CAND_0023800,0
CAND_0007325,0
CAND_0073428,0
CAND_0037154,0
CAND_0081932,1
CAND_0073164,0
CAND_0082282,0
CAND_0027128,0
CAND_0037576,0
CAND_0031390,0
CAND_0054370,0
CAND_0054339,0
CAND_0085195,0
CAND_0025665,0
CAND_0056496,0
CAND_0027866,0
CAND_0022434,0
CAND_0055220,0
CAND_0020083,0
CAND_0033636,0
CAND_0067828,1
CAND_0031982,1
CAND_0015065,1
CAND_0042129,0
CAND_0033130,0
CAND_0045609,0
CAND_0007309,0
CAND_0035315,1
CAND_0023654,0
CAND_0086210,0
CAND_0062772,1
CAND_0051441,0
CAND_0028643,0
CAND_0056610,0
CAND_0082824,0
CAND_0004940,0
CAND_0073265,0
CAND_0055133,0
CAND_0002190,0
CAND_0058146,1
CAND_0074052,0
CAND_0092953,0
CAND_0071336,0
CAND_0075457,0
CAND_0033501,0
CAND_0066555,0
CAND_0088763,0
CAND_0036973,1
CAND_0034550,0
CAND_0065492,0
CAND_0034167,0
CAND_0055556,0
CAND_0060802,0
CAND_0032388,0
CAND_0064884,0
CAND_0013491,0
CAND_0074416,0
CAND_0066035,1
CAND_0011924,0
CAND_0047767,0
CAND_0008645,0
CAND_0084813,0
CAND_0039920,0
CAND_0075829,0
CAND_0022526,0
CAND_0077798,1
CAND_0054721,0
CAND_0006052,0
CAND_0023423,1
CAND_0025552,0
CAND_0056158,0
CAND_0078233,0
CAND_0004184,0
CAND_0059422,0
CAND_0011952,0
CAND_0098722,0
CAND_0047466,0
CAND_0051466,1
CAND_0035206,0
CAND_0041895,0
CAND_0000361,0
CAND_0075742,0
CAND_0085744,0
CAND_0087330,0
CAND_0014209,0
CAND_0030733,0
CAND_0065677,0
CAND_0056069,0
CAND_0049495,0
CAND_0024773,0
CAND_0085907,0
CAND_0078042,1
CAND_0013481,0
CAND_0078484,0
CAND_0015750,0
CAND_0005895,0
CAND_0093246,0
CAND_0088821,0
CAND_0047757,0
CAND_0053262,0
CAND_0072017,0
CAND_0050901,0
CAND_0082489,1
CAND_0081814,0
CAND_0010794,0
CAND_0088267,0
CAND_0037527,0
CAND_0081787,0
CAND_0021038,0
CAND_0064011,0
CAND_0019783,0
CAND_0088965,0
CAND_0091890,1
CAND_0078478,0
CAND_0041000,0
CAND_0025971,0
CAND_0049688,1
CAND_0012363,0
CAND_0087529,1
CAND_0054386,0
CAND_0015726,0
CAND_0048719,0
CAND_0011141,0
CAND_0082307,0
CAND_0051352,0
CAND_0008218,0
CAND_0076458,0
CAND_0011120,0
CAND_0082956,0
CAND_0087494,1
CAND_0067237,0
CAND_0083186,0
CAND_0004946,0
CAND_0050016,0
CAND_0042502,0
CAND_0017219,0
CAND_0036024,0
CAND_0047682,0
CAND_0058506,0
CAND_0078262,1
CAND_0083283,0
CAND_0007116,0
CAND_0069181,0
CAND_0090152,0
CAND_0005280,0
CAND_0038818,0
CAND_0093684,0
CAND_0016863,0
CAND_0020764,0
CAND_0022727,0
CAND_0042192,0
CAND_0016823,0
CAND_0007485,0
CAND_0086578,0
CAND_0009610,0
CAND_0084442,0
CAND_0077289,0
CAND_0027097,0
CAND_0003914,0
CAND_0070596,0
CAND_0035847,0
CAND_0086147,0
CAND_0013939,0
CAND_0031952,0
CAND_0053111,0
CAND_0064638,0
CAND_0066324,0
CAND_0001238,0
CAND_0043800,0
CAND_0026570,0
CAND_0082660,0
CAND_0088694,0
CAND_0002246,0
CAND_0089470,1
CAND_0027740,0
CAND_0019589,0
CAND_0067315,0
CAND_0039208,0
CAND_0077196,0
CAND_0040922,0
CAND_0070792,0
CAND_0022528,0
CAND_0036220,1
CAND_0054679,0
CAND_0092706,1
CAND_0094997,0
CAND_0010206,0
CAND_0026892,0
CAND_0052485,0
CAND_0080186,0
CAND_0039134,0
CAND_0060886,1
CAND_0098846,4
CAND_0049710,0
CAND_0058762,0
CAND_0095184,1
CAND_0047639,0
CAND_0039617,0
CAND_0012437,0
CAND_0025336,0
CAND_0052367,0
CAND_0058152,1
CAND_0077956,0
CAND_0087934,0
CAND_0081556,0
CAND_0048503,0
CAND_0041239,0
CAND_0019650,1
CAND_0024656,0
CAND_0044141,0
CAND_0024925,0
CAND_0021998,0
CAND_0097059,0
CAND_0021392,0
CAND_0091383,0
CAND_0046008,0
CAND_0089755,0
CAND_0052027,1
CAND_0047773,0
CAND_0028779,0
CAND_0093050,0
CAND_0025754,0
CAND_0025939,1
CAND_0026937,0
CAND_0095408,0
CAND_0029020,0
CAND_0065232,0
CAND_0023317,0
CAND_0042378,0
CAND_0065087,0
CAND_0035864,0
CAND_0072896,0
CAND_0006090,0
CAND_0069942,0
CAND_0043381,1
CAND_0002006,0
CAND_0018593,0
CAND_0012799,0
CAND_0032547,0
CAND_0033326,0
CAND_0039838,2
CAND_0086963,0
CAND_0046020,1
CAND_0006934,0
CAND_0054156,0
CAND_0018499,5
CAND_0014563,0
CAND_0065911,0
CAND_0057715,0
CAND_0015328,0
CAND_0022127,1
CAND_0020960,0
CAND_0027898,0
CAND_0017448,0
CAND_0054866,0
CAND_0022008,0
CAND_0099977,0
CAND_0053870,0
CAND_0043450,1
CAND_0011899,0
CAND_0083180,0
CAND_0070078,0
CAND_0090239,0
CAND_0071047,0
CAND_0010151,0
CAND_0056815,0
CAND_0050121,0
CAND_0054453,0
CAND_0037132,0
CAND_0025124,0
CAND_0029100,1
CAND_0032554,0
CAND_0005216,0
CAND_0097869,0
CAND_0094085,0
CAND_0077797,0
CAND_0050310,0
CAND_0026748,0
CAND_0073861,0
CAND_0063436,0
CAND_0060251,0
CAND_0001151,1
CAND_0039003,0
CAND_0054644,0
CAND_0024327,0
CAND_0080383,1
CAND_0017519,0
CAND_0018701,1
CAND_0002711,0
CAND_0060232,0
CAND_0051997,0
CAND_0091045,0
CAND_0063376,0
CAND_0087140,0
CAND_0075930,0
CAND_0015895,0
CAND_0066599,0
CAND_0014948,0
CAND_0077875,0
CAND_0068831,0
CAND_0021391,0
CAND_0081579,0
CAND_0021997,0
CAND_0020602,0
CAND_0051962,0
CAND_0033554,0
CAND_0095580,0
CAND_0009078,0
CAND_0009629,0
CAND_0089663,0
CAND_0087412,0
CAND_0070303,0
CAND_0041185,0
CAND_0076314,0
CAND_0029275,0
CAND_0089306,0
CAND_0049237,0
CAND_0006108,0
CAND_0029886,0
CAND_0081231,0
CAND_0091439,0
CAND_0027542,0
CAND_0029439,1
CAND_0074907,0
CAND_0005585,0
CAND_0022415,1
CAND_0017960,2
CAND_0072410,0
CAND_0074425,0
CAND_0056106,0
CAND_0012324,0
CAND_0031010,0
CAND_0013952,0
CAND_0026460,0
CAND_0085857,0
CAND_0040434,0
CAND_0091277,0
CAND_0085520,0
CAND_0043052,0
CAND_0049667,0
CAND_0068022,0
CAND_0008049,1
CAND_0014041,0
CAND_0092716,0
CAND_0001586,0
CAND_0085701,0
CAND_0005197,0
CAND_0012154,0
CAND_0087003,0
CAND_0038460,0
CAND_0084765,0
CAND_0003644,0
CAND_0056931,0
CAND_0081256,0
CAND_0072218,1
CAND_0002950,0
CAND_0045055,0
CAND_0063657,0
CAND_0085191,0
CAND_0037566,4
CAND_0045481,0
CAND_0099411,0
CAND_0085346,0
CAND_0029054,0
CAND_0067349,0
CAND_0017062,0
CAND_0098009,0
CAND_0079331,0
CAND_0082344,0
CAND_0055617,0
CAND_0072039,0
CAND_0070872,0
CAND_0064181,0
CAND_0064215,0
CAND_0004569,0
CAND_0085121,0
CAND_0096163,0
CAND_0094718,0
CAND_0098770,0
CAND_0039087,0
CAND_0014809,0
CAND_0011364,0
CAND_0074538,0
CAND_0018612,0
CAND_0051003,1
CAND_0080362,0
CAND_0045080,0
CAND_0045222,0
CAND_0060157,0
CAND_0064117,0
CAND_0061168,0
CAND_0077505,0
CAND_0075793,0
CAND_0081515,0
CAND_0048936,0
CAND_0001608,1
CAND_0011687,4
CAND_0093089,0
CAND_0030821,0
CAND_0096414,0
CAND_0043304,0
CAND_0035278,0
CAND_0068040,0
CAND_0065127,0
CAND_0067183,1
CAND_0005465,0
CAND_0024467,0
CAND_0023515,0
CAND_0068283,0
CAND_0020845,1
CAND_0044101,0
CAND_0072791,0
CAND_0023954,0
CAND_0026716,1
CAND_0000760,0
CAND_0016096,0
CAND_0029636,0
CAND_0006060,0
CAND_0087844,0
CAND_0026333,0
CAND_0045134,0
CAND_0063471,0
CAND_0002451,0
CAND_0057616,0
CAND_0033562,0
CAND_0086297,0
CAND_0071523,0
CAND_0094257,0
CAND_0093776,0
CAND_0018604,0
CAND_0059492,0
CAND_0048426,0
CAND_0038944,0
CAND_0005976,0
CAND_0031703,0
CAND_0067514,0
CAND_0017648,1
CAND_0030332,0
CAND_0079895,0
CAND_0048737,0
CAND_0020954,0
CAND_0001082,0
CAND_0073941,0
CAND_0010025,0
CAND_0010449,0
CAND_0098321,0
CAND_0042067,0
CAND_0073469,0
CAND_0009636,0
CAND_0093185,1
CAND_0000411,0
CAND_0056254,0
CAND_0058387,0
CAND_0081730,1
CAND_0017075,0
CAND_0048076,0
CAND_0094672,0
CAND_0037160,1
CAND_0065835,0
CAND_0090602,0
CAND_0066757,0
CAND_0084939,0
CAND_0067719,0
CAND_0084403,0
CAND_0018002,0
CAND_0047848,0
CAND_0082262,1
CAND_0007011,0
CAND_0010892,0
CAND_0043382,0
CAND_0091145,0
CAND_0078318,0
CAND_0008992,0
CAND_0023874,0
CAND_0027023,0
CAND_0094081,0
CAND_0064270,2
CAND_0072758,0
CAND_0058945,0
CAND_0063619,0
CAND_0032073,0
CAND_0050395,0
CAND_0025180,0
CAND_0049947,0
CAND_0053123,0
CAND_0071358,0
CAND_0044855,2
CAND_0032914,0
CAND_0015218,0
CAND_0006299,0
CAND_0053772,0
CAND_0078810,1
CAND_0000075,0
CAND_0084849,0
CAND_0094585,0
CAND_0050238,0
CAND_0038463,0
CAND_0055766,0
CAND_0041913,0
CAND_0089462,0
CAND_0023359,0
CAND_0046199,0
CAND_0082196,0
CAND_0081889,0
CAND_0094691,0
CAND_0001591,0
CAND_0013278,0
CAND_0086726,0
CAND_0020570,0
CAND_0098636,0
CAND_0073159,0
CAND_0040701,0
CAND_0091238,0
CAND_0055661,0
CAND_0055609,0
CAND_0063250,0
CAND_0054647,0
CAND_0021956,0
CAND_0086701,0
CAND_0000875,0
CAND_0075604,0
CAND_0010777,0
CAND_0061969,0
CAND_0003030,0
CAND_0037040,0
CAND_0016302,0
CAND_0043283,0
CAND_0031763,0
CAND_0071321,1
CAND_0007009,3
CAND_0085376,0
CAND_0072929,0
CAND_0037124,0
CAND_0041370,0
CAND_0033590,0
CAND_0039002,0
CAND_0040231,1
CAND_0037295,0
CAND_0084379,0
CAND_0028281,0
CAND_0055831,0
CAND_0046400,0
CAND_0086760,0
CAND_0055719,0
CAND_0049391,0
CAND_0035565,0
CAND_0020427,0
CAND_0014311,0
CAND_0005904,0
CAND_0047677,0
CAND_0011140,1
CAND_0072014,0
CAND_0050216,0
CAND_0056116,0
CAND_0036303,0
CAND_0094832,0
CAND_0012272,0
CAND_0095680,0
CAND_0058932,0
CAND_0080051,1
CAND_0061404,0
CAND_0021768,0
CAND_0051759,0
CAND_0004236,0
CAND_0071714,0
CAND_0056289,0
CAND_0044083,0
CAND_0016881,0
CAND_0012730,0
CAND_0002830,0
CAND_0043010,0
CAND_0022303,1
CAND_0048115,0
CAND_0039023,0
CAND_0078787,0
CAND_0047091,0
CAND_0085031,0
CAND_0028971,0
CAND_0062420,0
CAND_0052801,0
CAND_0052769,0
CAND_0018330,0
CAND_0038821,0
CAND_0044892,0
CAND_0003214,0
CAND_0012325,0
CAND_0076136,0
CAND_0076905,0
CAND_0035587,0
CAND_0073933,0
CAND_0061475,0
CAND_0012133,0
CAND_0049466,0
CAND_0002551,0
CAND_0022136,1
CAND_0089086,0
CAND_0063217,0
CAND_0094670,0
CAND_0015320,0
CAND_0035369,0
CAND_0069362,0
CAND_0077331,0
CAND_0023458,1
CAND_0006659,0
CAND_0056890,0
CAND_0000664,0
CAND_0085913,0
CAND_0033311,1
CAND_0016475,0
CAND_0008362,0
CAND_0087192,0
CAND_0032179,1
CAND_0063379,0
CAND_0035607,0
CAND_0049365,0
CAND_0059648,0
CAND_0067947,0
CAND_0005706,0
CAND_0001088,0
CAND_0075140,0
CAND_0021255,0
CAND_0072803,1
CAND_0026908,0
CAND_0085948,0
CAND_0052905,0
CAND_0093440,0
CAND_0033816,0
CAND_0068520,0
CAND_0036402,0
CAND_0076412,1
CAND_0087876,0
CAND_0014866,0
CAND_0068003,0
CAND_0013472,0
CAND_0001210,0
CAND_0088369,0
CAND_0025920,0
CAND_0049561,0
CAND_0091709,0
CAND_0073267,0
CAND_0022941,0
CAND_0082138,0
CAND_0067596,0
CAND_0029509,0
CAND_0001940,0
CAND_0029847,0
CAND_0081122,0
CAND_0086352,0
CAND_0073645,0
CAND_0002488,0
CAND_0060792,0
CAND_0096391,0
CAND_0028816,0
CAND_0039919,0
CAND_0077664,0
CAND_0048031,0
CAND_0095103,0
CAND_0026458,0
CAND_0081576,0
CAND_0045831,0
CAND_0023411,0
CAND_0039123,0
CAND_0050876,3
CAND_0012256,0
CAND_0001980,0
CAND_0054204,0
CAND_0087157,0
CAND_0018005,0
CAND_0032555,0
CAND_0081959,0
CAND_0091243,0
CAND_0079676,0
CAND_0097182,0
CAND_0042639,0
CAND_0079596,0
CAND_0068872,0
CAND_0008661,0
CAND_0061352,1
CAND_0006181,0
CAND_0018213,0
CAND_0096125,0
CAND_0032095,0
CAND_0085291,0
CAND_0043805,0
CAND_0078002,3
CAND_0057134,1
CAND_0040436,0
CAND_0009505,0
CAND_0015488,0
CAND_0079757,0
CAND_0047037,0
CAND_0084515,0
CAND_0094356,0
CAND_0056380,0
CAND_0029710,0
CAND_0055379,0
CAND_0019056,0
CAND_0072121,0
CAND_0054870,1
CAND_0029442,0
CAND_0008677,1
CAND_0035195,0
CAND_0093828,0
CAND_0072600,0
CAND_0044478,0
CAND_0097905,0
CAND_0096943,0
CAND_0048342,0
CAND_0024620,2
CAND_0041354,0
CAND_0084649,0
CAND_0077047,0
CAND_0078813,0
CAND_0044064,0
CAND_0042526,0
CAND_0036184,1
CAND_0030882,0
CAND_0079230,0
CAND_0031407,0
CAND_0012624,0
CAND_0024839,0
CAND_0092003,0
CAND_0046621,0
CAND_0081193,0
CAND_0002601,0
CAND_0090716,0
CAND_0041255,0
CAND_0076152,0
CAND_0071941,0
CAND_0075142,0
CAND_0044043,0
CAND_0018384,0
CAND_0053001,1
CAND_0008285,0
CAND_0042380,0
CAND_0053768,0
CAND_0022931,0
CAND_0050425,0
CAND_0002356,0
CAND_0030031,2
CAND_0045708,0
CAND_0005311,0
CAND_0084840,0
CAND_0071202,0
CAND_0010269,0
CAND_0003383,0
CAND_0012352,0
CAND_0091151,0
CAND_0041402,1
CAND_0032382,0
CAND_0024756,0
CAND_0015083,0
CAND_0089290,0
CAND_0097960,0
CAND_0016801,0
CAND_0031577,1
CAND_0022540,0
CAND_0054331,0
CAND_0080691,0
CAND_0040174,0
CAND_0044733,0
CAND_0093700,0
CAND_0085901,0
CAND_0004972,1
CAND_0065861,0
CAND_0079031,0
CAND_0057294,0
CAND_0056085,0
CAND_0081602,0
CAND_0059072,0
CAND_0096120,0
CAND_0046525,3
CAND_0079327,0
CAND_0025352,0
CAND_0099688,0
CAND_0082958,0
CAND_0008355,0
CAND_0022055,0
CAND_0031789,0
CAND_0057000,0
CAND_0067401,1
CAND_0009203,0
CAND_0055093,0
CAND_0054849,0
CAND_0098337,0
CAND_0072811,0
CAND_0023418,0
CAND_0077373,0
CAND_0064020,1
CAND_0060223,0
CAND_0079459,0
CAND_0000200,1
CAND_0067453,0
CAND_0021066,0
CAND_0019120,0
CAND_0021295,0
CAND_0091764,0
CAND_0089228,0
CAND_0018613,1
CAND_0026707,0
CAND_0060795,0
CAND_0095443,0
CAND_0013613,2
CAND_0081261,0
CAND_0045313,0
CAND_0002508,0
CAND_0018961,1
CAND_0030039,0
CAND_0030693,0
CAND_0085763,0
CAND_0027120,0
CAND_0035987,0
CAND_0026340,0
CAND_0087555,0
CAND_0049861,0
CAND_0085629,1
CAND_0017670,0
CAND_0011188,0
CAND_0048211,0
CAND_0007564,0
CAND_0095741,0
CAND_0033062,0
CAND_0023535,0
CAND_0083638,0
CAND_0031320,0
CAND_0053103,0
CAND_0002295,0
CAND_0040099,0
CAND_0092350,0
CAND_0099759,0
CAND_0064521,0
CAND_0030376,0
CAND_0089871,0
CAND_0090229,0
CAND_0016254,0
CAND_0002987,0
CAND_0077094,0
CAND_0037081,0
CAND_0011987,0
CAND_0085727,0
CAND_0016099,0
CAND_0000322,0
CAND_0032268,0
CAND_0081969,0
CAND_0088996,0
CAND_0021671,0
CAND_0001347,0
CAND_0009509,0
CAND_0021463,0
CAND_0084452,0
CAND_0086966,0
CAND_0014087,0
CAND_0092647,0
CAND_0017961,0
CAND_0018313,0
CAND_0060621,0
CAND_0042359,0
CAND_0021155,0
CAND_0054791,0
CAND_0036785,0
CAND_0072937,1
CAND_0015176,0
CAND_0077643,0
CAND_0088031,0
CAND_0001085,0
CAND_0091254,1
CAND_0031153,0
CAND_0005772,0
CAND_0032471,0
CAND_0071126,0
CAND_0015362,0
CAND_0067041,1
CAND_0002881,0
CAND_0013322,0
CAND_0041977,0
CAND_0086585,0
CAND_0056789,0
CAND_0074735,2
CAND_0000187,0
CAND_0088994,0
CAND_0096355,0
CAND_0057720,0
CAND_0000541,0
CAND_0006010,0
CAND_0004770,0
CAND_0053565,0
CAND_0061040,0
CAND_0003313,0
CAND_0054220,0
CAND_0064959,0
CAND_0062562,1
CAND_0029571,0
CAND_0081778,1
CAND_0073246,0
CAND_0063768,0
CAND_0016440,0
CAND_0047059,0
CAND_0077869,0
CAND_0058545,0
CAND_0097213,0
CAND_0013112,1
CAND_0095569,0
CAND_0054197,0
CAND_0061590,0
CAND_0048183,0
CAND_0086969,0
CAND_0068843,0
CAND_0081353,0
CAND_0083726,0
CAND_0040924,0
CAND_0069696,0
CAND_0030671,0
CAND_0010031,0
CAND_0045246,0
CAND_0020903,0
CAND_0018992,0
CAND_0070683,0
CAND_0001871,0
CAND_0087766,1
CAND_0005496,0
CAND_0036013,0
CAND_0007858,0
CAND_0074629,0
CAND_0091745,0
CAND_0094056,1
CAND_0066503,0
CAND_0078711,0
CAND_0028981,0
CAND_0074258,0
CAND_0026942,0
CAND_0098628,1
CAND_0097460,0
CAND_0025577,0
CAND_0058684,0
CAND_0051350,0
CAND_0005257,0
CAND_0034339,0
CAND_0010948,0
CAND_0002037,1
CAND_0083685,0
CAND_0039711,0
CAND_0061686,0
CAND_0094525,0
CAND_0058687,0
CAND_0020662,0
CAND_0023650,1
CAND_0068756,0
CAND_0004831,0
CAND_0038540,0
CAND_0091527,0
CAND_0066957,0
CAND_0022751,0
CAND_0027096,0
CAND_0015794,0
CAND_0018652,0
CAND_0079310,0
CAND_0076163,1
CAND_0057696,1
CAND_0043924,0
CAND_0068434,0
CAND_0010720,0
CAND_0048774,0
CAND_0025890,0
CAND_0055139,1
CAND_0012863,0
CAND_0022542,0
CAND_0006399,0
CAND_0071427,0
CAND_0048379,0
CAND_0094770,0
CAND_0069135,0
CAND_0081136,0
CAND_0086143,0
CAND_0042322,0
CAND_0067856,0
CAND_0081459,0
CAND_0015108,0
CAND_0064458,1
CAND_0064613,0
CAND_0086801,0
CAND_0054357,0
CAND_0015336,0
CAND_0013665,1
CAND_0049014,0
CAND_0019311,0
CAND_0034112,0
CAND_0097099,0
CAND_0045812,0
CAND_0062971,0
CAND_0009184,0
CAND_0080683,0
CAND_0052646,0
CAND_0088337,0
CAND_0065768,0
CAND_0012837,1
CAND_0040822,0
CAND_0049801,0
CAND_0041972,0
CAND_0017207,0
CAND_0023256,0
CAND_0092226,0
CAND_0036584,0
CAND_0091879,0
CAND_0080084,0
CAND_0010442,0
CAND_0022885,0
CAND_0001661,1
CAND_0094767,0
CAND_0041902,0
CAND_0062958,0
CAND_0040622,0
CAND_0010235,0
CAND_0044395,0
CAND_0012123,0
CAND_0008685,0
CAND_0089471,0
CAND_0007665,0
CAND_0074040,0
CAND_0001837,0
CAND_0095858,0
CAND_0031765,0
CAND_0071455,0
CAND_0061102,0
CAND_0058315,0
CAND_0038237,0
CAND_0011323,0
CAND_0072967,0
CAND_0045530,0
CAND_0030597,0
CAND_0023350,0
CAND_0075256,0
CAND_0008134,0
CAND_0098780,1
CAND_0004886,0
CAND_0056954,0
CAND_0018263,0
CAND_0005903,0
CAND_0093800,0
CAND_0099931,0
CAND_0086364,0
CAND_0079783,0
CAND_0060072,2
CAND_0013755,1
CAND_0076805,0
CAND_0064267,0
CAND_0003634,0
CAND_0059295,0
CAND_0012432,0
CAND_0048286,0
CAND_0062762,0
