candidate_id,rank,cross_encoder_score,honeypot_flag,honeypot_reasons
CAND_0059520,139,0.326916,False,
CAND_0088602,140,0.325092,False,
CAND_0083307,141,0.322739,False,
CAND_0022852,142,0.322099,False,
CAND_0072032,143,0.321673,False,
CAND_0059017,144,0.316581,False,
CAND_0065139,145,0.315420,False,
CAND_0099581,146,0.314787,False,
CAND_0040887,147,0.314577,False,
CAND_0005260,148,0.314471,False,
CAND_0022415,149,0.312580,False,
CAND_0002793,150,0.311427,False,
CAND_0031593,151,0.299208,False,
CAND_0054546,152,0.298696,False,
CAND_0087744,153,0.295942,False,
CAND_0052498,154,0.292595,False,
CAND_0034849,155,0.291182,False,
CAND_0043125,156,0.289271,False,
CAND_0044829,157,0.285472,False,
CAND_0065396,158,0.284278,False,
CAND_0091254,159,0.278944,False,
CAND_0076995,160,0.276300,False,
CAND_0029220,161,0.275909,False,
CAND_0091229,162,0.275909,False,
CAND_0040677,163,0.268366,False,
CAND_0081489,164,0.267791,False,
CAND_0061175,165,0.266835,False,
CAND_0014715,166,0.265499,False,
CAND_0084681,167,0.263599,False,
CAND_0020494,168,0.254602,False,
CAND_0037566,169,0.249082,False,
CAND_0014063,170,0.248534,False,
CAND_0077498,171,0.247987,False,
CAND_0020708,172,0.243822,False,
CAND_0067322,173,0.243103,False,
CAND_0032019,174,0.239883,False,
CAND_0014683,175,0.239527,False,
CAND_0089546,176,0.238107,False,
CAND_0043829,177,0.237222,False,
CAND_0022232,178,0.236340,False,
CAND_0049896,179,0.233881,False,
CAND_0059440,180,0.233706,False,
CAND_0044503,181,0.231614,False,
CAND_0096801,182,0.231093,False,
CAND_0018722,183,0.230746,False,
CAND_0080794,184,0.230573,False,
CAND_0068892,185,0.227641,False,
CAND_0041918,186,0.226784,False,
CAND_0043676,187,0.226784,False,
CAND_0051003,188,0.226784,False,
CAND_0068513,189,0.224055,False,
CAND_0058791,190,0.223208,False,
CAND_0002344,191,0.221519,False,
CAND_0065195,192,0.221351,False,
CAND_0028793,193,0.219672,False,
CAND_0006833,194,0.218336,False,
CAND_0005649,195,0.218169,False,
CAND_0032271,196,0.217504,False,
CAND_0081480,197,0.217504,False,
CAND_0056584,198,0.217338,False,
CAND_0021491,199,0.215846,False,
CAND_0023458,200,0.214691,False,
CAND_0093474,201,0.214691,False,
CAND_0025923,202,0.214034,False,
CAND_0082913,203,0.210929,False,
CAND_0072660,204,0.209631,False,
CAND_0092706,205,0.209631,False,
CAND_0052400,206,0.208824,False,
CAND_0041233,207,0.204025,False,
CAND_0087702,208,0.202443,False,
CAND_0086028,209,0.200714,False,
CAND_0046132,210,0.199620,False,
CAND_0079688,211,0.198685,False,
CAND_0058146,212,0.198530,False,
CAND_0078606,213,0.197444,False,
CAND_0009837,214,0.195287,False,
CAND_0002270,215,0.193452,False,
CAND_0074416,216,0.192539,False,
CAND_0015097,217,0.191933,False,
CAND_0041083,218,0.191026,False,
CAND_0025640,219,0.190573,False,
CAND_0070485,220,0.189821,False,
CAND_0076587,221,0.188922,False,
CAND_0085108,222,0.188324,False,
CAND_0095884,223,0.187579,False,
CAND_0031528,224,0.187430,False,
CAND_0067643,225,0.187281,False,
CAND_0094685,226,0.187281,False,
CAND_0030953,227,0.185209,False,
CAND_0091348,228,0.185062,False,
CAND_0088878,229,0.184620,False,
CAND_0081086,230,0.184473,False,
CAND_0089211,231,0.181844,False,
CAND_0072232,232,0.181263,False,
CAND_0029714,233,0.180251,False,
CAND_0089829,234,0.180251,False,
CAND_0058300,235,0.179963,False,
CAND_0076904,236,0.179387,False,
CAND_0052328,237,0.177526,False,
CAND_0078002,238,0.176530,False,
CAND_0083879,239,0.175679,False,
CAND_0069638,240,0.175538,False,
CAND_0086151,241,0.175114,False,
CAND_0086292,242,0.174973,False,
CAND_0060257,243,0.174692,False,
CAND_0053472,244,0.174270,False,
CAND_0030193,245,0.173428,False,
CAND_0074024,246,0.173288,False,
CAND_0054377,247,0.173148,False,
CAND_0054747,248,0.173009,False,
CAND_0094292,249,0.172590,False,
CAND_0012957,250,0.172450,False,
CAND_0074317,251,0.171338,False,
CAND_0076930,252,0.170923,False,
CAND_0051310,253,0.170508,False,
CAND_0066798,254,0.170232,False,
CAND_0052082,255,0.170094,False,
CAND_0035764,256,0.169956,False,
CAND_0052560,257,0.169819,False,
CAND_0012988,258,0.169543,False,
CAND_0000031,259,0.168720,False,
CAND_0008297,260,0.168720,False,
CAND_0082838,261,0.168583,False,
CAND_0002112,262,0.168446,False,
CAND_0070206,263,0.168309,False,
CAND_0022979,264,0.167900,False,
CAND_0054271,265,0.167900,False,
CAND_0062413,266,0.167900,False,
CAND_0073450,267,0.167900,False,
CAND_0022720,268,0.166947,False,
CAND_0005191,269,0.166134,False,
CAND_0067091,270,0.166134,False,
CAND_0063379,271,0.165863,False,
CAND_0024549,272,0.165593,False,
CAND_0051630,273,0.165593,False,
CAND_0046459,274,0.164920,False,
CAND_0059084,275,0.164114,False,
CAND_0094400,276,0.163713,False,
CAND_0075481,277,0.163579,False,
CAND_0001819,278,0.163445,False,
CAND_0014440,279,0.163312,False,
CAND_0030550,280,0.161585,False,
CAND_0092664,281,0.161320,False,
CAND_0095271,282,0.161320,False,
CAND_0019200,283,0.161188,False,
CAND_0062291,284,0.160661,False,
CAND_0095858,285,0.160266,False,
CAND_0081709,286,0.159610,False,
CAND_0023800,287,0.159348,False,
CAND_0078508,288,0.158826,False,
CAND_0050146,289,0.158565,False,
CAND_0036863,290,0.157914,False,
CAND_0043050,291,0.156878,False,
CAND_0064331,292,0.156878,False,
CAND_0017960,293,0.154312,False,
CAND_0070202,294,0.154185,False,
CAND_0066035,295,0.153930,False,
CAND_0095042,296,0.153803,False,
CAND_0035037,297,0.153422,False,
CAND_0055542,298,0.152284,False,
CAND_0015065,299,0.151655,False,
CAND_0073418,300,0.151028,False,
CAND_0048509,301,0.150778,False,
CAND_0044890,302,0.148541,False,
CAND_0023541,303,0.148170,False,
CAND_0064458,304,0.147432,False,
CAND_0076035,305,0.147065,False,
CAND_0079764,306,0.147065,False,
CAND_0015967,307,0.146575,False,
CAND_0071409,308,0.146575,False,
CAND_0005311,309,0.146453,False,
CAND_0073556,310,0.145601,False,
CAND_0093883,311,0.145601,False,
CAND_0007861,312,0.144994,False,
CAND_0048166,313,0.144269,False,
CAND_0027663,314,0.143788,False,
CAND_0067041,315,0.142351,False,
CAND_0073883,316,0.142351,False,
CAND_0023645,317,0.142232,False,
CAND_0088526,318,0.140926,False,
CAND_0089823,319,0.140808,False,
CAND_0041614,320,0.140336,False,
CAND_0046872,321,0.139866,False,
CAND_0087364,322,0.139631,False,
CAND_0046621,323,0.139279,False,
CAND_0012888,324,0.139045,False,
CAND_0075439,325,0.139045,False,
CAND_0029426,326,0.138578,False,
CAND_0014126,327,0.138229,False,
CAND_0042388,328,0.138229,False,
CAND_0031068,329,0.137996,False,
CAND_0074907,330,0.137996,False,
CAND_0050765,331,0.136954,False,
CAND_0041696,332,0.136724,False,
CAND_0088441,333,0.136724,False,
CAND_0007164,334,0.136608,False,
CAND_0041919,335,0.136493,False,
CAND_0004555,336,0.136263,False,
CAND_0073620,337,0.136148,False,
CAND_0027090,338,0.136033,False,
CAND_0076295,339,0.135461,False,
CAND_0071342,340,0.135346,False,
CAND_0041594,341,0.135232,False,
CAND_0073470,342,0.134890,False,
CAND_0036973,343,0.134776,False,
CAND_0040079,344,0.134435,False,
CAND_0047682,345,0.134208,False,
CAND_0026641,346,0.134094,False,
CAND_0077552,347,0.134094,False,
CAND_0069718,348,0.133641,False,
CAND_0071115,349,0.133415,False,
CAND_0041669,350,0.133190,False,
CAND_0093283,351,0.132290,False,
CAND_0051545,352,0.131396,False,
CAND_0094776,353,0.131396,False,
CAND_0050216,354,0.131285,False,
CAND_0043958,355,0.131173,False,
CAND_0027893,356,0.131062,False,
CAND_0041348,357,0.130618,False,
CAND_0089772,358,0.129954,False,
CAND_0044000,359,0.129513,False,
CAND_0074225,360,0.128854,False,
CAND_0079284,361,0.128854,False,
CAND_0099268,362,0.128088,False,
CAND_0073626,363,0.127761,False,
CAND_0016753,364,0.126893,False,
CAND_0071913,365,0.126785,False,
CAND_0001930,366,0.126569,False,
CAND_0051284,367,0.126353,False,
CAND_0064463,368,0.126353,False,
CAND_0044716,369,0.125601,False,
CAND_0066302,370,0.125601,False,
CAND_0041625,371,0.125279,False,
CAND_0071834,372,0.125172,False,
CAND_0071747,373,0.124745,False,
CAND_0091909,374,0.124745,False,
CAND_0094922,375,0.124639,False,
CAND_0075715,376,0.124532,False,
CAND_0010770,377,0.124107,False,
CAND_0005904,378,0.124001,False,
CAND_0082086,379,0.124001,False,
CAND_0043233,380,0.123683,False,
CAND_0028527,381,0.123471,False,
CAND_0081686,382,0.123366,False,
CAND_0015643,383,0.123049,False,
CAND_0044483,384,0.122944,False,
CAND_0057162,385,0.122733,False,
CAND_0008943,386,0.122523,False,
CAND_0068081,387,0.122523,False,
CAND_0004628,388,0.122104,False,
CAND_0081786,389,0.121895,False,
CAND_0019280,390,0.121686,False,
CAND_0040092,391,0.121686,False,
CAND_0064967,392,0.121686,False,
CAND_0089470,393,0.121581,False,
CAND_0006299,394,0.121269,False,
CAND_0025882,395,0.120957,False,
CAND_0028647,396,0.120853,False,
CAND_0084819,397,0.120853,False,
CAND_0078492,398,0.120646,False,
CAND_0035315,399,0.120542,False,
CAND_0000969,400,0.120335,False,
CAND_0013314,401,0.120232,False,
CAND_0097554,402,0.119923,False,
CAND_0008295,403,0.119819,False,
CAND_0064130,404,0.119717,False,
CAND_0079084,405,0.119717,False,
CAND_0050040,406,0.119408,False,
CAND_0007052,407,0.119305,False,
CAND_0051615,408,0.119203,False,
CAND_0004799,409,0.118589,False,
CAND_0007009,410,0.118589,False,
CAND_0097077,411,0.118589,False,
CAND_0029294,412,0.118385,False,
CAND_0029449,413,0.118385,False,
CAND_0097037,414,0.118181,False,
CAND_0000422,415,0.117775,False,
CAND_0015581,416,0.117775,False,
CAND_0016268,417,0.117775,False,
CAND_0015760,418,0.117572,False,
CAND_0004673,419,0.117370,False,
CAND_0013416,420,0.117167,False,
CAND_0032807,421,0.117167,False,
CAND_0003635,422,0.116966,False,
CAND_0054318,423,0.115761,False,
CAND_0087006,424,0.115761,False,
CAND_0035292,425,0.115162,False,
CAND_0068777,426,0.115162,False,
CAND_0037944,427,0.114963,False,
CAND_0013613,428,0.114566,False,
CAND_0001600,429,0.114369,False,
CAND_0067717,430,0.114369,False,
CAND_0091342,431,0.114369,False,
CAND_0095253,432,0.114369,False,
CAND_0057889,433,0.114171,False,
CAND_0040200,434,0.113580,False,
CAND_0063695,435,0.113580,False,
CAND_0094918,436,0.112991,False,
CAND_0036173,437,0.112210,False,
CAND_0084391,438,0.112210,False,
CAND_0072441,439,0.112016,False,
CAND_0014369,440,0.111241,False,
CAND_0090300,441,0.111241,False,
CAND_0061265,442,0.111048,False,
CAND_0089498,443,0.111048,False,
CAND_0071432,444,0.110856,False,
CAND_0033179,445,0.109897,False,
CAND_0002638,446,0.109706,False,
CAND_0089012,447,0.109325,False,
CAND_0054471,448,0.109135,False,
CAND_0071821,449,0.108945,False,
CAND_0091039,450,0.108945,False,
CAND_0026532,451,0.108756,False,
CAND_0057901,452,0.107625,False,
CAND_0032955,453,0.107437,False,
CAND_0077664,454,0.107250,False,
CAND_0014360,455,0.107063,False,
CAND_0053905,456,0.106691,False,
CAND_0008202,457,0.106505,False,
CAND_0085640,458,0.106505,False,
CAND_0000165,459,0.106319,False,
CAND_0072121,460,0.106133,False,
CAND_0088438,461,0.106133,False,
CAND_0086018,462,0.105948,False,
CAND_0093840,463,0.105763,False,
CAND_0073253,464,0.105579,False,
CAND_0017834,465,0.105395,False,
CAND_0057919,466,0.105211,False,
CAND_0076167,467,0.105027,False,
CAND_0046313,468,0.104843,False,
CAND_0049541,469,0.104660,False,
CAND_0035879,470,0.104295,False,
CAND_0018613,471,0.104112,False,
CAND_0068543,472,0.104112,False,
CAND_0029050,473,0.103930,False,
CAND_0026549,474,0.103749,False,
CAND_0000212,475,0.102484,False,
CAND_0068111,476,0.102484,False,
CAND_0030503,477,0.102305,False,
CAND_0040433,478,0.102125,False,
CAND_0066713,479,0.101947,False,
CAND_0015057,480,0.101768,False,
CAND_0035276,481,0.101589,False,
CAND_0038658,482,0.101233,False,
CAND_0073204,483,0.101056,False,
CAND_0001645,484,0.100879,False,
CAND_0079064,485,0.100879,False,
CAND_0069776,486,0.100525,False,
CAND_0004006,487,0.100348,False,
CAND_0076526,488,0.099821,False,
CAND_0071334,489,0.099645,False,
CAND_0032791,490,0.099295,False,
CAND_0050592,491,0.099295,False,
CAND_0033501,492,0.099121,False,
CAND_0041379,493,0.098947,False,
CAND_0017557,494,0.098773,False,
CAND_0012798,495,0.098599,False,
CAND_0061655,496,0.098599,False,
CAND_0087282,497,0.098599,False,
CAND_0092167,498,0.098599,False,
CAND_0014743,499,0.097562,False,
CAND_0058327,500,0.097562,False,
CAND_0042056,501,0.097390,False,
CAND_0031143,502,0.097219,False,
CAND_0066075,503,0.096877,False,
CAND_0021903,504,0.096706,False,
CAND_0076870,505,0.096706,False,
CAND_0006354,506,0.096535,False,
CAND_0098758,507,0.096365,False,
CAND_0064893,508,0.096025,False,
CAND_0065671,509,0.096025,False,
CAND_0016671,510,0.095856,False,
CAND_0053908,511,0.095856,False,
CAND_0016175,512,0.095687,False,
CAND_0099347,513,0.095518,False,
CAND_0013921,514,0.095349,False,
CAND_0018477,515,0.095181,False,
CAND_0062815,516,0.095181,False,
CAND_0052027,517,0.095013,False,
CAND_0076319,518,0.095013,False,
CAND_0059795,519,0.094845,False,
CAND_0078810,520,0.094845,False,
CAND_0095060,521,0.094845,False,
CAND_0052131,522,0.094678,False,
CAND_0070673,523,0.094343,False,
CAND_0082973,524,0.094343,False,
CAND_0053605,525,0.094177,False,
CAND_0076826,526,0.094010,False,
CAND_0064959,527,0.093512,False,
CAND_0067989,528,0.093512,False,
CAND_0004344,529,0.093347,False,
CAND_0099805,530,0.093182,False,
CAND_0078452,531,0.093017,False,
CAND_0012722,532,0.092852,False,
CAND_0026410,533,0.092852,False,
CAND_0068596,534,0.092852,False,
CAND_0008407,535,0.092524,False,
CAND_0022547,536,0.092524,False,
CAND_0076598,537,0.092524,False,
CAND_0077067,538,0.092360,False,
CAND_0046020,539,0.092196,False,
CAND_0070333,540,0.092196,False,
CAND_0045900,541,0.091707,False,
CAND_0053934,542,0.091707,False,
CAND_0055960,543,0.091707,False,
CAND_0037511,544,0.091544,False,
CAND_0041610,545,0.091544,False,
CAND_0007179,546,0.091382,False,
CAND_0094165,547,0.091382,False,
CAND_0058945,548,0.091058,False,
CAND_0078283,549,0.091058,False,
CAND_0028288,550,0.090735,False,
CAND_0054795,551,0.090735,False,
CAND_0069431,552,0.090735,False,
CAND_0008451,553,0.090414,False,
CAND_0018354,554,0.090414,False,
CAND_0000739,555,0.090253,False,
CAND_0060303,556,0.090253,False,
CAND_0052782,557,0.090093,False,
CAND_0077413,558,0.089933,False,
CAND_0007008,559,0.089773,False,
CAND_0051466,560,0.089773,False,
CAND_0064532,561,0.089773,False,
CAND_0032515,562,0.088978,False,
CAND_0039419,563,0.088978,False,
CAND_0040506,564,0.088978,False,
CAND_0065878,565,0.088978,False,
CAND_0019583,566,0.088662,False,
CAND_0060844,567,0.088347,False,
CAND_0049771,568,0.088190,False,
CAND_0098433,569,0.088190,False,
CAND_0099269,570,0.088190,False,
CAND_0009198,571,0.087408,False,
CAND_0028710,572,0.087252,False,
CAND_0067866,573,0.087252,False,
CAND_0040159,574,0.087097,False,
CAND_0069248,575,0.087097,False,
CAND_0063585,576,0.086632,False,
CAND_0066791,577,0.086632,False,
CAND_0063117,578,0.086323,False,
CAND_0068872,579,0.086323,False,
CAND_0085833,580,0.086323,False,
CAND_0023874,581,0.086016,False,
CAND_0009678,582,0.085862,False,
CAND_0011738,583,0.085709,False,
CAND_0033784,584,0.085709,False,
CAND_0089889,585,0.085556,False,
CAND_0033787,586,0.085404,False,
CAND_0035036,587,0.085404,False,
CAND_0077285,588,0.085404,False,
CAND_0002830,589,0.085251,False,
CAND_0007567,590,0.085251,False,
CAND_0044202,591,0.085251,False,
CAND_0070084,592,0.085099,False,
CAND_0015132,593,0.084795,False,
CAND_0001940,594,0.084493,False,
CAND_0023179,595,0.084493,False,
CAND_0032216,596,0.084493,False,
CAND_0068724,597,0.084493,False,
CAND_0089552,598,0.084342,False,
CAND_0029272,599,0.084191,False,
CAND_0088335,600,0.084191,False,
CAND_0014648,601,0.083890,False,
CAND_0058116,602,0.083890,False,
CAND_0033842,603,0.083740,False,
CAND_0062421,604,0.083740,False,
CAND_0026713,605,0.083591,False,
CAND_0002190,606,0.083441,False,
CAND_0040764,607,0.083441,False,
CAND_0018070,608,0.082994,False,
CAND_0029135,609,0.082697,False,
CAND_0093912,610,0.082549,False,
CAND_0056137,611,0.082402,False,
CAND_0094445,612,0.082402,False,
CAND_0074866,613,0.081960,False,
CAND_0095358,614,0.081960,False,
CAND_0098714,615,0.081960,False,
CAND_0099499,616,0.081813,False,
CAND_0084161,617,0.081666,False,
CAND_0033352,618,0.081520,False,
CAND_0033311,619,0.081228,False,
CAND_0095199,620,0.081228,False,
CAND_0003278,621,0.081082,False,
CAND_0010283,622,0.080937,False,
CAND_0053004,623,0.080937,False,
CAND_0016755,624,0.080792,False,
CAND_0022026,625,0.080792,False,
CAND_0042100,626,0.080502,False,
CAND_0089405,627,0.080502,False,
CAND_0089495,628,0.080502,False,
CAND_0044395,629,0.080357,False,
CAND_0028816,630,0.080069,False,
CAND_0015078,631,0.079926,False,
CAND_0020992,632,0.079926,False,
CAND_0053772,633,0.079926,False,
CAND_0057806,634,0.079926,False,
CAND_0083790,635,0.079926,False,
CAND_0054339,636,0.079782,False,
CAND_0063541,637,0.079639,False,
CAND_0040830,638,0.079210,False,
CAND_0047460,639,0.078784,False,
CAND_0011229,640,0.078642,False,
CAND_0024156,641,0.078642,False,
CAND_0062304,642,0.078501,False,
CAND_0090385,643,0.078501,False,
CAND_0017548,644,0.078219,False,
CAND_0092124,645,0.078078,False,
CAND_0040117,646,0.077797,False,
CAND_0060802,647,0.077797,False,
CAND_0022358,648,0.077518,False,
CAND_0069907,649,0.077518,False,
CAND_0013549,650,0.077378,False,
CAND_0008622,651,0.077100,False,
CAND_0017180,652,0.077100,False,
CAND_0096131,653,0.077100,False,
CAND_0001610,654,0.076961,False,
CAND_0051759,655,0.076822,False,
CAND_0079885,656,0.076822,False,
CAND_0088534,657,0.076684,False,
CAND_0039716,658,0.076546,False,
CAND_0056704,659,0.076546,False,
CAND_0033864,660,0.076132,False,
CAND_0043641,661,0.075995,False,
CAND_0065325,662,0.075995,False,
CAND_0052937,663,0.075858,False,
CAND_0012610,664,0.075721,False,
CAND_0017215,665,0.075721,False,
CAND_0048907,666,0.075721,False,
CAND_0052600,667,0.075721,False,
CAND_0014195,668,0.075585,False,
CAND_0041680,669,0.075448,False,
CAND_0082559,670,0.075448,False,
CAND_0086908,671,0.075176,False,
CAND_0089788,672,0.075176,False,
CAND_0045439,673,0.075041,False,
CAND_0069582,674,0.074770,False,
CAND_0082407,675,0.074635,False,
CAND_0042029,676,0.074500,False,
CAND_0042564,677,0.074500,False,
CAND_0065445,678,0.074500,False,
CAND_0054328,679,0.074366,False,
CAND_0075731,680,0.074366,False,
CAND_0075747,681,0.074366,False,
CAND_0087316,682,0.074366,False,
CAND_0006357,683,0.074231,False,
CAND_0003609,684,0.073963,False,
CAND_0053103,685,0.073963,False,
CAND_0062772,686,0.073963,False,
CAND_0071440,687,0.073963,False,
CAND_0005683,688,0.073830,False,
CAND_0082910,689,0.073830,False,
CAND_0057202,690,0.073696,False,
CAND_0058517,691,0.073696,False,
CAND_0066884,692,0.073696,False,
CAND_0070458,693,0.073696,False,
CAND_0029437,694,0.073563,False,
CAND_0031029,695,0.073563,False,
CAND_0071544,696,0.073563,False,
CAND_0007207,697,0.073430,False,
CAND_0001405,698,0.073297,False,
CAND_0036107,699,0.073297,False,
CAND_0070225,700,0.073297,False,
CAND_0018234,701,0.073165,False,
CAND_0047655,702,0.073165,False,
CAND_0007999,703,0.073032,False,
CAND_0064452,704,0.073032,False,
CAND_0014439,705,0.072900,False,
CAND_0032203,706,0.072900,False,
CAND_0069773,707,0.072900,False,
CAND_0091890,708,0.072768,False,
CAND_0013111,709,0.072637,False,
CAND_0022856,710,0.072505,False,
CAND_0034735,711,0.072505,False,
CAND_0038009,712,0.072505,False,
CAND_0046955,713,0.072505,False,
CAND_0036099,714,0.072374,False,
CAND_0047907,715,0.072374,False,
CAND_0003222,716,0.072243,False,
CAND_0034374,717,0.072243,False,
CAND_0008458,718,0.072112,False,
CAND_0020140,719,0.072112,False,
CAND_0001319,720,0.071982,False,
CAND_0005610,721,0.071851,False,
CAND_0029188,722,0.071851,False,
CAND_0044213,723,0.071721,False,
CAND_0031027,724,0.071591,False,
CAND_0046216,725,0.071591,False,
CAND_0086593,726,0.071461,False,
CAND_0096612,727,0.071461,False,
CAND_0001056,728,0.071332,False,
CAND_0019210,729,0.071332,False,
CAND_0007498,730,0.071203,False,
CAND_0084260,731,0.071203,False,
CAND_0089595,732,0.071203,False,
CAND_0080344,733,0.071074,False,
CAND_0000845,734,0.070945,False,
CAND_0022671,735,0.070945,False,
CAND_0086080,736,0.070945,False,
CAND_0017583,737,0.070560,False,
CAND_0020497,738,0.070560,False,
CAND_0067979,739,0.070560,False,
CAND_0022289,740,0.070432,False,
CAND_0057907,741,0.070432,False,
CAND_0073781,742,0.070304,False,
CAND_0020482,743,0.070176,False,
CAND_0074440,744,0.070176,False,
CAND_0039227,745,0.070049,False,
CAND_0048064,746,0.070049,False,
CAND_0089888,747,0.070049,False,
CAND_0013113,748,0.069922,False,
CAND_0018660,749,0.069668,False,
CAND_0029329,750,0.069668,False,
CAND_0060538,751,0.069668,False,
CAND_0046526,752,0.069542,False,
CAND_0054394,753,0.069542,False,
CAND_0096589,754,0.069542,False,
CAND_0021706,755,0.069415,False,
CAND_0054480,756,0.069415,False,
CAND_0015108,757,0.069289,False,
CAND_0058412,758,0.069289,False,
CAND_0061891,759,0.069289,False,
CAND_0082262,760,0.069289,False,
CAND_0088614,761,0.069164,False,
CAND_0000021,762,0.069038,False,
CAND_0023932,763,0.069038,False,
CAND_0028065,764,0.069038,False,
CAND_0035023,765,0.069038,False,
CAND_0017726,766,0.068912,False,
CAND_0045464,767,0.068912,False,
CAND_0036898,768,0.068787,False,
CAND_0085329,769,0.068787,False,
CAND_0086460,770,0.068787,False,
CAND_0020903,771,0.068537,False,
CAND_0024506,772,0.068537,False,
CAND_0096906,773,0.068537,False,
