final_rank,candidate_id,honeypot_flag
310,CAND_0094685,
311,CAND_0089211,
312,CAND_0072232,
313,CAND_0069638,
314,CAND_0062413,
315,CAND_0046459,
316,CAND_0076035,
317,CAND_0073556,
318,CAND_0050765,
319,CAND_0069718,
320,CAND_0043958,
321,CAND_0008943,
322,CAND_0025882,
323,CAND_0008295,
324,CAND_0090300,
325,CAND_0033179,
326,CAND_0046313,
327,CAND_0052027,
328,CAND_0067866,
329,CAND_0032216,
330,CAND_0029135,
331,CAND_0044213,
332,CAND_0074731,
333,CAND_0018013,
334,CAND_0049540,
335,CAND_0070930,
336,CAND_0033987,
337,CAND_0072547,
338,CAND_0006538,
339,CAND_0016659,
340,CAND_0074098,
341,CAND_0056176,
342,CAND_0080534,
343,CAND_0086154,
344,CAND_0038206,
345,CAND_0003841,
346,CAND_0051692,
347,CAND_0035321,
348,CAND_0054859,
349,CAND_0054173,
350,CAND_0037160,
351,CAND_0013702,
352,CAND_0001651,
353,CAND_0010149,
354,CAND_0016964,
355,CAND_0085706,
356,CAND_0004972,
357,CAND_0047542,
358,CAND_0048306,
359,CAND_0019143,
360,CAND_0012837,
361,CAND_0006553,
362,CAND_0053001,
363,CAND_0040521,
364,CAND_0077031,
365,CAND_0017093,
366,CAND_0071939,
367,CAND_0033445,
368,CAND_0097896,
369,CAND_0009516,
370,CAND_0082913,
371,CAND_0044890,
372,CAND_0007861,
373,CAND_0000422,
374,CAND_0099269,
375,CAND_0044091,
376,CAND_0072218,
377,CAND_0094728,
378,CAND_0046278,
379,CAND_0071880,
380,CAND_0043860,
381,CAND_0008517,
382,CAND_0039410,
383,CAND_0064664,
384,CAND_0082291,
385,CAND_0018080,
386,CAND_0003900,
387,CAND_0005509,
388,CAND_0003575,
389,CAND_0072020,
390,CAND_0088665,
391,CAND_0079415,
392,CAND_0061177,
393,CAND_0085767,
394,CAND_0036484,
395,CAND_0024630,
396,CAND_0074325,
397,CAND_0018888,
398,CAND_0019288,
399,CAND_0043312,
400,CAND_0011643,
401,CAND_0022274,
402,CAND_0016170,
403,CAND_0013122,
404,CAND_0029439,
405,CAND_0016267,
406,CAND_0024878,
407,CAND_0002793,
408,CAND_0077498,
409,CAND_0068513,
410,CAND_0002344,
411,CAND_0092706,
412,CAND_0041233,
413,CAND_0076587,
414,CAND_0035764,
415,CAND_0054271,
416,CAND_0067091,
417,CAND_0001819,
418,CAND_0078508,
419,CAND_0015065,
420,CAND_0077552,
421,CAND_0041348,
422,CAND_0071747,
423,CAND_0028527,
424,CAND_0028647,
425,CAND_0016268,
426,CAND_0015760,
427,CAND_0088438,
428,CAND_0035879,
429,CAND_0018613,
430,CAND_0015057,
431,CAND_0014743,
432,CAND_0066075,
433,CAND_0095060,
434,CAND_0055960,
435,CAND_0094165,
436,CAND_0007008,
437,CAND_0051466,
438,CAND_0066791,
439,CAND_0015132,
440,CAND_0033311,
441,CAND_0010283,
442,CAND_0089495,
443,CAND_0080344,
444,CAND_0039227,
445,CAND_0046526,
446,CAND_0082262,
447,CAND_0052744,
448,CAND_0041402,
449,CAND_0044696,
450,CAND_0008918,
451,CAND_0065561,
452,CAND_0011327,
453,CAND_0055624,
454,CAND_0088378,
455,CAND_0043381,
456,CAND_0061696,
457,CAND_0076472,
458,CAND_0010655,
459,CAND_0088385,
460,CAND_0090584,
461,CAND_0033303,
462,CAND_0015543,
463,CAND_0066623,
464,CAND_0072768,
465,CAND_0002037,
466,CAND_0085643,
467,CAND_0025335,
468,CAND_0025109,
469,CAND_0067183,
470,CAND_0057992,
471,CAND_0002426,
472,CAND_0051240,
473,CAND_0016432,
474,CAND_0049340,
475,CAND_0018454,
476,CAND_0081321,
477,CAND_0032317,
478,CAND_0064020,
479,CAND_0027723,
480,CAND_0040102,
481,CAND_0002957,
482,CAND_0012308,
483,CAND_0068187,
484,CAND_0036604,
485,CAND_0081563,
486,CAND_0011140,
487,CAND_0069771,
488,CAND_0006332,
489,CAND_0044135,
490,CAND_0022127,
491,CAND_0071511,
492,CAND_0076453,
493,CAND_0019504,
494,CAND_0041964,
495,CAND_0058287,
496,CAND_0036416,
497,CAND_0096209,
498,CAND_0029336,
499,CAND_0062096,
500,CAND_0005808,
501,CAND_0021357,
502,CAND_0020344,
503,CAND_0003557,
504,CAND_0072489,
505,CAND_0018653,
506,CAND_0038949,
507,CAND_0085616,
508,CAND_0047310,
509,CAND_0048375,
510,CAND_0046010,
511,CAND_0003290,
512,CAND_0097555,
513,CAND_0080051,
514,CAND_0002559,
515,CAND_0026426,
516,CAND_0018731,
517,CAND_0093916,
518,CAND_0001337,
519,CAND_0036491,
520,CAND_0090155,
521,CAND_0067820,
522,CAND_0052201,
523,CAND_0084148,
524,CAND_0030227,
525,CAND_0086062,
526,CAND_0023093,
527,CAND_0071981,
528,CAND_0036121,
529,CAND_0061352,
530,CAND_0003813,
531,CAND_0077798,
532,CAND_0098628,
533,CAND_0057494,
534,CAND_0004108,
535,CAND_0094023,
536,CAND_0021827,
537,CAND_0076412,
538,CAND_0003100,
539,CAND_0060835,
540,CAND_0075491,
541,CAND_0098780,
542,CAND_0022852,
543,CAND_0065139,
544,CAND_0091229,
545,CAND_0056584,
546,CAND_0079688,
547,CAND_0058146,
548,CAND_0066798,
549,CAND_0030550,
550,CAND_0064331,
551,CAND_0088441,
552,CAND_0036973,
553,CAND_0051545,
554,CAND_0008202,
555,CAND_0031143,
556,CAND_0070333,
557,CAND_0033842,
558,CAND_0087120,
559,CAND_0049688,
560,CAND_0026362,
561,CAND_0028422,
562,CAND_0004534,
563,CAND_0018925,
564,CAND_0046108,
565,CAND_0051507,
566,CAND_0042690,
567,CAND_0068985,
568,CAND_0064888,
569,CAND_0085557,
570,CAND_0058152,
571,CAND_0002610,
572,CAND_0014894,
573,CAND_0097075,
574,CAND_0012909,
575,CAND_0073314,
576,CAND_0057696,
577,CAND_0081817,
578,CAND_0023184,
579,CAND_0076265,
580,CAND_0037117,
581,CAND_0013112,
582,CAND_0085265,
583,CAND_0029362,
584,CAND_0087766,
585,CAND_0045027,
586,CAND_0053174,
587,CAND_0078262,
588,CAND_0012459,
589,CAND_0046079,
590,CAND_0048660,
591,CAND_0008618,
592,CAND_0049615,
593,CAND_0079050,
594,CAND_0085887,
595,CAND_0052428,
596,CAND_0052827,
597,CAND_0029100,
598,CAND_0033911,
599,CAND_0052431,
600,CAND_0040820,
601,CAND_0048360,
602,CAND_0002704,
603,CAND_0019845,
604,CAND_0010000,
605,CAND_0079176,
606,CAND_0067643,
607,CAND_0070206,
608,CAND_0064458,
609,CAND_0027663,
610,CAND_0029449,
611,CAND_0042564,
612,CAND_0087316,
613,CAND_0073781,
614,CAND_0022870,
615,CAND_0001608,
616,CAND_0001218,
617,CAND_0069386,
618,CAND_0005477,
619,CAND_0093185,
620,CAND_0063925,
621,CAND_0072948,
622,CAND_0032690,
623,CAND_0060715,
624,CAND_0094197,
625,CAND_0014438,
626,CAND_0087494,
627,CAND_0031982,
628,CAND_0043693,
629,CAND_0040616,
630,CAND_0042700,
631,CAND_0003599,
632,CAND_0035553,
633,CAND_0046703,
634,CAND_0098410,
635,CAND_0093530,
636,CAND_0043525,
637,CAND_0043089,
638,CAND_0091428,
639,CAND_0095373,
640,CAND_0061479,
641,CAND_0001708,
642,CAND_0088655,
643,CAND_0025302,
644,CAND_0054870,
645,CAND_0028228,
646,CAND_0002389,
647,CAND_0060886,
648,CAND_0009236,
649,CAND_0070653,
650,CAND_0040677,
651,CAND_0088878,
652,CAND_0053472,
653,CAND_0054377,
654,CAND_0008297,
655,CAND_0048509,
656,CAND_0041614,
657,CAND_0040092,
658,CAND_0032955,
659,CAND_0012798,
660,CAND_0026410,
661,CAND_0060303,
662,CAND_0049771,
663,CAND_0084161,
664,CAND_0095213,
665,CAND_0057134,
666,CAND_0087783,
667,CAND_0095567,
668,CAND_0091580,
669,CAND_0062707,
670,CAND_0047492,
671,CAND_0059024,
672,CAND_0082618,
673,CAND_0046924,
674,CAND_0003506,
675,CAND_0072721,
676,CAND_0052195,
677,CAND_0050291,
678,CAND_0072937,
679,CAND_0089947,
680,CAND_0056309,
681,CAND_0065805,
682,CAND_0055139,
683,CAND_0000666,
684,CAND_0085222,
685,CAND_0065514,
686,CAND_0060055,
687,CAND_0085851,
688,CAND_0096206,
689,CAND_0090234,
690,CAND_0019159,
691,CAND_0060243,
692,CAND_0064116,
693,CAND_0092170,
694,CAND_0076959,
695,CAND_0095261,
696,CAND_0052735,
697,CAND_0043450,
698,CAND_0074160,
699,CAND_0076906,
700,CAND_0079199,
701,CAND_0048534,
702,CAND_0001151,
703,CAND_0019961,
704,CAND_0033649,
705,CAND_0057529,
706,CAND_0002995,
707,CAND_0056811,
708,CAND_0026640,
709,CAND_0028413,
710,CAND_0073804,
711,CAND_0087778,
712,CAND_0067828,
713,CAND_0072754,
714,CAND_0060215,
715,CAND_0015493,
716,CAND_0058938,
717,CAND_0029768,
718,CAND_0066031,
719,CAND_0032179,
720,CAND_0003082,
721,CAND_0041772,
722,CAND_0046793,
723,CAND_0017722,
724,CAND_0033630,
725,CAND_0044378,
726,CAND_0093682,
727,CAND_0037290,
728,CAND_0072688,
729,CAND_0009162,
730,CAND_0016657,
731,CAND_0012632,
732,CAND_0061156,
733,CAND_0039308,
734,CAND_0072032,
735,CAND_0095884,
736,CAND_0064130,
737,CAND_0068777,
738,CAND_0067717,
739,CAND_0036173,
740,CAND_0006354,
741,CAND_0094445,
742,CAND_0003609,
743,CAND_0070225,
744,CAND_0001302,
745,CAND_0066309,
746,CAND_0039498,
747,CAND_0077003,
748,CAND_0097256,
749,CAND_0000981,
750,CAND_0011923,
751,CAND_0086790,
752,CAND_0075502,
753,CAND_0026993,
754,CAND_0058463,
755,CAND_0087529,
756,CAND_0050707,
757,CAND_0005488,
758,CAND_0083490,
759,CAND_0038278,
760,CAND_0063097,
761,CAND_0093587,
762,CAND_0059604,
763,CAND_0046095,
764,CAND_0025939,
765,CAND_0008456,
766,CAND_0006821,
767,CAND_0081778,
768,CAND_0015698,
769,CAND_0078514,
770,CAND_0008327,
771,CAND_0025663,
772,CAND_0019678,
773,CAND_0033749,
774,CAND_0067633,
775,CAND_0031603,
776,CAND_0008049,
777,CAND_0091284,
778,CAND_0013256,
779,CAND_0022136,
780,CAND_0077060,
781,CAND_0011135,
782,CAND_0045613,
783,CAND_0099751,
784,CAND_0077784,
785,CAND_0076625,
786,CAND_0074765,
787,CAND_0002979,
788,CAND_0028023,
789,CAND_0024990,
790,CAND_0062562,
791,CAND_0067379,
792,CAND_0079550,
793,CAND_0040946,
794,CAND_0093401,
795,CAND_0014683,
796,CAND_0059440,
797,CAND_0068892,
798,CAND_0041918,
799,CAND_0032271,
800,CAND_0005191,
801,CAND_0095042,
802,CAND_0023541,
803,CAND_0004555,
804,CAND_0041594,
805,CAND_0099347,
806,CAND_0069248,
807,CAND_0007567,
808,CAND_0096131,
809,CAND_0021442,
810,CAND_0070544,
811,CAND_0063622,
812,CAND_0065052,
813,CAND_0081932,
814,CAND_0095184,
815,CAND_0008583,
816,CAND_0030783,
817,CAND_0013440,
818,CAND_0064275,
819,CAND_0061402,
820,CAND_0000112,
821,CAND_0022523,
822,CAND_0043936,
823,CAND_0011487,
824,CAND_0036570,
825,CAND_0017090,
826,CAND_0082882,
827,CAND_0009844,
828,CAND_0071224,
829,CAND_0072332,
830,CAND_0077296,
831,CAND_0036220,
832,CAND_0018240,
833,CAND_0026716,
834,CAND_0028263,
835,CAND_0058061,
836,CAND_0081251,
837,CAND_0090690,
838,CAND_0001086,
839,CAND_0029117,
840,CAND_0001661,
841,CAND_0064088,
842,CAND_0056210,
843,CAND_0039522,
844,CAND_0023219,
845,CAND_0057927,
846,CAND_0062584,
847,CAND_0080372,
848,CAND_0046543,
849,CAND_0026208,
850,CAND_0003706,
851,CAND_0027153,
852,CAND_0044850,
853,CAND_0023876,
854,CAND_0001729,
855,CAND_0074647,
856,CAND_0070453,
857,CAND_0070332,
858,CAND_0095674,
859,CAND_0004135,
860,CAND_0014576,
861,CAND_0045041,
862,CAND_0054703,
863,CAND_0029790,
864,CAND_0079616,
865,CAND_0022938,
866,CAND_0019650,
867,CAND_0084943,
868,CAND_0028430,
869,CAND_0022659,
870,CAND_0009200,
871,CAND_0018961,
872,CAND_0080597,
873,CAND_0052498,
874,CAND_0034849,
875,CAND_0086028,
876,CAND_0029714,
877,CAND_0089829,
878,CAND_0089470,
879,CAND_0071821,
880,CAND_0054059,
881,CAND_0003314,
882,CAND_0067403,
883,CAND_0020049,
884,CAND_0006209,
885,CAND_0082847,
886,CAND_0018701,
887,CAND_0065927,
888,CAND_0032133,
889,CAND_0072734,
890,CAND_0077837,
891,CAND_0069810,
892,CAND_0055668,
893,CAND_0003130,
894,CAND_0007428,
895,CAND_0081730,
896,CAND_0094463,
897,CAND_0093029,
898,CAND_0018553,
899,CAND_0048904,
900,CAND_0011263,
901,CAND_0030813,
902,CAND_0084545,
903,CAND_0033549,
904,CAND_0066194,
905,CAND_0050742,
906,CAND_0031366,
907,CAND_0094123,
908,CAND_0013755,
909,CAND_0001808,
910,CAND_0056563,
911,CAND_0086786,
912,CAND_0091920,
913,CAND_0080383,
914,CAND_0085629,
915,CAND_0023650,
916,CAND_0064445,
917,CAND_0037029,
918,CAND_0062658,
919,CAND_0052712,
920,CAND_0080315,
921,CAND_0072803,
922,CAND_0059017,
923,CAND_0044829,
924,CAND_0091254,
925,CAND_0074024,
926,CAND_0012988,
927,CAND_0081709,
928,CAND_0000969,
929,CAND_0042056,
930,CAND_0078810,
931,CAND_0062772,
932,CAND_0013111,
933,CAND_0089444,
934,CAND_0096655,
935,CAND_0012586,
936,CAND_0071131,
937,CAND_0026913,
938,CAND_0070514,
939,CAND_0021163,
940,CAND_0049831,
941,CAND_0031842,
942,CAND_0071205,
943,CAND_0089381,
944,CAND_0095207,
945,CAND_0007916,
946,CAND_0061683,
947,CAND_0032887,
948,CAND_0016728,
949,CAND_0093855,
950,CAND_0023423,
951,CAND_0025391,
952,CAND_0086164,
953,CAND_0036023,
954,CAND_0008677,
955,CAND_0082793,
956,CAND_0092692,
957,CAND_0023215,
958,CAND_0084752,
959,CAND_0019110,
960,CAND_0095711,
961,CAND_0070242,
962,CAND_0014909,
963,CAND_0040231,
964,CAND_0020820,
965,CAND_0004679,
966,CAND_0006928,
967,CAND_0062966,
968,CAND_0011759,
969,CAND_0060472,
970,CAND_0050398,
971,CAND_0026090,
972,CAND_0005212,
973,CAND_0040386,
974,CAND_0020542,
975,CAND_0098624,
976,CAND_0031476,
977,CAND_0090093,
978,CAND_0022303,
979,CAND_0079460,
980,CAND_0017965,
981,CAND_0070998,
982,CAND_0083164,
983,CAND_0001475,
984,CAND_0097991,
985,CAND_0087841,
986,CAND_0045887,
987,CAND_0031577,
988,CAND_0066179,
989,CAND_0003145,
990,CAND_0007655,
991,CAND_0029614,
992,CAND_0088089,
993,CAND_0021490,
994,CAND_0060814,
995,CAND_0014005,
996,CAND_0021973,
997,CAND_0033713,
998,CAND_0008933,
999,CAND_0024004,
1000,CAND_0098074,
1001,CAND_0035579,
1002,CAND_0074537,
1003,CAND_0040689,
1004,CAND_0094766,
1005,CAND_0072362,
1006,CAND_0021410,
1007,CAND_0070625,
1008,CAND_0070389,
1009,CAND_0043119,
1010,CAND_0075360,
1011,CAND_0087030,
1012,CAND_0066104,
1013,CAND_0046542,
1014,CAND_0054237,
1015,CAND_0024123,
1016,CAND_0035864,
1017,CAND_0089464,
1018,CAND_0086801,
1019,CAND_0079946,
1020,CAND_0043499,
1021,CAND_0072229,
1022,CAND_0013545,
1023,CAND_0023301,
1024,CAND_0075836,
1025,CAND_0087796,
1026,CAND_0009184,
1027,CAND_0022297,
1028,CAND_0040776,
1029,CAND_0071635,
1030,CAND_0030034,
1031,CAND_0067201,
1032,CAND_0075175,
1033,CAND_0090419,
1034,CAND_0022023,
1035,CAND_0041083,
1036,CAND_0094292,
1037,CAND_0050146,
1038,CAND_0046621,
1039,CAND_0075715,
1040,CAND_0097037,
1041,CAND_0071432,
1042,CAND_0045475,
1043,CAND_0017147,
1044,CAND_0031306,
1045,CAND_0043637,
1046,CAND_0038821,
1047,CAND_0094079,
1048,CAND_0073385,
1049,CAND_0090933,
1050,CAND_0011925,
1051,CAND_0072811,
1052,CAND_0002567,
1053,CAND_0092410,
1054,CAND_0022940,
1055,CAND_0008218,
1056,CAND_0095538,
1057,CAND_0069643,
1058,CAND_0022413,
1059,CAND_0068393,
1060,CAND_0057871,
1061,CAND_0001025,
1062,CAND_0017234,
1063,CAND_0085078,
1064,CAND_0093776,
1065,CAND_0058178,
1066,CAND_0091814,
1067,CAND_0009722,
1068,CAND_0042421,
1069,CAND_0066610,
1070,CAND_0033662,
1071,CAND_0015786,
1072,CAND_0074921,
1073,CAND_0049867,
1074,CAND_0058958,
1075,CAND_0072181,
1076,CAND_0088864,
1077,CAND_0022589,
1078,CAND_0088653,
1079,CAND_0020617,
1080,CAND_0014133,
1081,CAND_0001762,
1082,CAND_0094891,
1083,CAND_0011924,
1084,CAND_0033775,
1085,CAND_0096797,
1086,CAND_0001638,
1087,CAND_0037329,
1088,CAND_0033650,
1089,CAND_0008486,
1090,CAND_0026677,
1091,CAND_0011707,
1092,CAND_0052257,
1093,CAND_0016475,
1094,CAND_0050022,
1095,CAND_0046356,
1096,CAND_0063313,
1097,CAND_0086224,
1098,CAND_0044804,
1099,CAND_0092041,
1100,CAND_0006255,
1101,CAND_0046259,
1102,CAND_0039920,
1103,CAND_0094718,
1104,CAND_0098690,
1105,CAND_0065182,
1106,CAND_0050827,
1107,CAND_0064259,
1108,CAND_0060387,
1109,CAND_0007185,
1110,CAND_0044463,
1111,CAND_0055107,
1112,CAND_0063645,
1113,CAND_0003420,
1114,CAND_0011054,
1115,CAND_0047521,
1116,CAND_0033394,
1117,CAND_0009471,
1118,CAND_0068195,
1119,CAND_0066479,
1120,CAND_0077908,
1121,CAND_0000854,
1122,CAND_0057720,
1123,CAND_0046469,
1124,CAND_0013952,
1125,CAND_0016253,
1126,CAND_0027218,
1127,CAND_0029220,
1128,CAND_0080794,
1129,CAND_0006833,
1130,CAND_0086292,
1131,CAND_0005311,
1132,CAND_0013314,
1133,CAND_0084391,
1134,CAND_0091039,
1135,CAND_0082973,
1136,CAND_0068596,
1137,CAND_0051759,
1138,CAND_0069582,
1139,CAND_0066884,
1140,CAND_0047907,
1141,CAND_0001056,
1142,CAND_0026942,
1143,CAND_0079830,
1144,CAND_0069232,
1145,CAND_0077956,
1146,CAND_0013220,
1147,CAND_0073527,
1148,CAND_0085744,
1149,CAND_0083217,
1150,CAND_0098226,
1151,CAND_0031221,
1152,CAND_0035887,
1153,CAND_0050530,
1154,CAND_0095505,
1155,CAND_0008891,
1156,CAND_0076956,
1157,CAND_0036008,
1158,CAND_0072928,
1159,CAND_0092872,
1160,CAND_0013097,
1161,CAND_0036134,
1162,CAND_0033143,
1163,CAND_0041441,
1164,CAND_0013625,
1165,CAND_0035122,
1166,CAND_0034767,
1167,CAND_0010593,
1168,CAND_0067852,
1169,CAND_0064687,
1170,CAND_0065501,
1171,CAND_0014296,
1172,CAND_0077343,
1173,CAND_0035516,
1174,CAND_0034645,
1175,CAND_0056194,
1176,CAND_0056372,
1177,CAND_0035391,
1178,CAND_0059224,
1179,CAND_0052065,
1180,CAND_0064969,
1181,CAND_0071684,
1182,CAND_0082752,
1183,CAND_0027260,
1184,CAND_0099630,
1185,CAND_0039831,
1186,CAND_0021545,
1187,CAND_0069540,
1188,CAND_0016229,
1189,CAND_0019362,
1190,CAND_0008849,
1191,CAND_0045286,
1192,CAND_0044974,
1193,CAND_0087589,
1194,CAND_0097008,
1195,CAND_0027043,
1196,CAND_0030042,
1197,CAND_0091439,
1198,CAND_0010442,
1199,CAND_0066613,
1200,CAND_0041517,
1201,CAND_0016691,
1202,CAND_0017337,
1203,CAND_0046991,
1204,CAND_0039029,
1205,CAND_0008602,
1206,CAND_0079838,
1207,CAND_0014332,
1208,CAND_0007675,
1209,CAND_0068012,
1210,CAND_0025738,
1211,CAND_0048266,
1212,CAND_0027986,
1213,CAND_0027872,
1214,CAND_0096132,
1215,CAND_0073961,
1216,CAND_0040099,
1217,CAND_0076949,
1218,CAND_0054435,
1219,CAND_0048368,
1220,CAND_0058226,
1221,CAND_0049218,
1222,CAND_0084451,
1223,CAND_0055362,
1224,CAND_0043064,
1225,CAND_0071617,
1226,CAND_0040313,
1227,CAND_0099977,
1228,CAND_0064521,
1229,CAND_0055995,
1230,CAND_0096283,
1231,CAND_0010909,
1232,CAND_0022784,
1233,CAND_0034892,
1234,CAND_0035706,
1235,CAND_0006536,
1236,CAND_0020719,
1237,CAND_0074486,
1238,CAND_0076500,
