candidate_id,cross_encoder_score
CAND_0000911,0.003350
CAND_0000914,0.003854
CAND_0000917,0.003524
CAND_0000920,0.002531
CAND_0000923,0.002845
CAND_0000926,0.002287
CAND_0000929,0.017045
CAND_0000932,0.017376
CAND_0000935,0.006824
CAND_0000938,0.010902
CAND_0000941,0.006771
CAND_0000944,0.010328
CAND_0000947,0.003839
CAND_0000950,0.007577
CAND_0000953,0.003900
CAND_0000956,0.042009
CAND_0000959,0.001320
CAND_0000962,0.001094
CAND_0000965,0.004232
CAND_0000968,0.005002
CAND_0000971,0.002473
CAND_0000974,0.003260
CAND_0000977,0.004867
CAND_0000980,0.005820
CAND_0000983,0.005533
CAND_0000986,0.021451
CAND_0000989,0.005730
CAND_0000992,0.004232
CAND_0000995,0.002715
CAND_0000998,0.006074
CAND_0001001,0.025131
CAND_0001004,0.000886
CAND_0001007,0.000675
CAND_0001010,0.006904
CAND_0001013,0.001040
CAND_0001016,0.013795
CAND_0001019,0.002834
CAND_0001022,0.006314
CAND_0001025,0.025371
CAND_0001028,0.006824
CAND_0001031,0.001782
CAND_0001034,0.006145
CAND_0001037,0.004434
CAND_0001040,0.004574
CAND_0001043,0.003124
CAND_0001046,0.001269
CAND_0001049,0.010170
CAND_0001052,0.014392
CAND_0001055,0.001796
CAND_0001058,0.007374
CAND_0001061,0.004628
CAND_0001064,0.011732
CAND_0001067,0.003511
CAND_0001070,0.003136
CAND_0001073,0.012871
CAND_0001076,0.006004
CAND_0001079,0.003075
CAND_0001082,0.007261
CAND_0001085,0.007317
CAND_0001088,0.054601
CAND_0001091,0.005281
CAND_0001094,0.001444
CAND_0001097,0.003416
CAND_0001100,0.003780
CAND_0001103,0.007317
CAND_0001106,0.018055
CAND_0001109,0.010288
CAND_0001112,0.008711
CAND_0001115,0.005469
CAND_0001118,0.003286
CAND_0001121,0.004315
CAND_0001124,0.004792
CAND_0001127,0.003173
CAND_0001130,0.005080
CAND_0001133,0.004451
CAND_0001136,0.004166
CAND_0001139,0.002278
CAND_0001142,0.000977
CAND_0001145,0.000955
CAND_0001148,0.001598
CAND_0001151,0.013956
CAND_0001154,0.001024
CAND_0001157,0.001585
CAND_0001160,0.003016
CAND_0001163,0.009898
CAND_0001166,0.002305
CAND_0001169,0.002652
CAND_0001172,0.002075
CAND_0001175,0.002812
CAND_0001178,0.002511
CAND_0001181,0.002621
CAND_0001184,0.005002
CAND_0001187,0.003608
CAND_0001190,0.002043
CAND_0001193,0.008252
CAND_0001196,0.002768
CAND_0001199,0.002387
CAND_0001202,0.000974
CAND_0001205,0.001623
CAND_0001208,0.002790
CAND_0001211,0.000515
CAND_0001214,0.004417
CAND_0001217,0.002444
CAND_0001220,0.003390
CAND_0001223,0.000981
CAND_0001226,0.056548
CAND_0001229,0.009746
CAND_0001232,0.001882
CAND_0001235,0.020489
CAND_0001238,0.041540
CAND_0001241,0.006388
CAND_0001244,0.000664
CAND_0001247,0.003900
CAND_0001250,0.002099
CAND_0001253,0.000568
CAND_0001256,0.013325
CAND_0001259,0.008644
CAND_0001262,0.004281
CAND_0001265,0.001193
CAND_0001268,0.005512
CAND_0001271,0.008062
CAND_0001274,0.001681
CAND_0001277,0.006121
CAND_0001280,0.001125
CAND_0001283,0.004166
CAND_0001286,0.001202
CAND_0001289,0.001179
CAND_0001292,0.001655
CAND_0001295,0.001755
CAND_0001298,0.001789
CAND_0001301,0.003028
CAND_0001304,0.002790
CAND_0001307,0.003722
CAND_0001310,0.010530
CAND_0001313,0.004610
CAND_0001316,0.001193
CAND_0001319,0.071982
CAND_0001322,0.000869
CAND_0001325,0.004199
CAND_0001328,0.001320
CAND_0001331,0.005888
CAND_0001334,0.005753
CAND_0001337,0.009090
CAND_0001340,0.002561
CAND_0001343,0.002652
CAND_0001346,0.009413
CAND_0001349,0.001579
CAND_0001352,0.008252
CAND_0001355,0.003751
CAND_0001358,0.004070
CAND_0001361,0.014957
CAND_0001364,0.000944
CAND_0001367,0.006364
CAND_0001370,0.002141
CAND_0001373,0.001980
CAND_0001376,0.002694
CAND_0001379,0.000951
CAND_0001382,0.002183
CAND_0001385,0.002149
CAND_0001388,0.009126
CAND_0001391,0.002511
CAND_0001394,0.011869
CAND_0001397,0.002611
CAND_0001400,0.004417
CAND_0001403,0.006564
CAND_0001406,0.002683
CAND_0001409,0.005140
CAND_0001412,0.013849
CAND_0001415,0.001416
CAND_0001418,0.007205
CAND_0001421,0.001942
CAND_0001424,0.000820
CAND_0001427,0.017243
CAND_0001430,0.000726
CAND_0001433,0.020924
CAND_0001436,0.003594
CAND_0001439,0.001768
CAND_0001442,0.004102
CAND_0001445,0.004700
CAND_0001448,0.003869
CAND_0001451,0.000966
CAND_0001454,0.010449
CAND_0001457,0.005533
CAND_0001460,0.005469
CAND_0001463,0.002801
CAND_0001466,0.005343
CAND_0001469,0.015906
CAND_0001472,0.001810
CAND_0001475,0.014118
CAND_0001478,0.001069
CAND_0001481,0.009376
CAND_0001484,0.022032
CAND_0001487,0.003173
CAND_0001490,0.006050
CAND_0001493,0.007121
CAND_0001496,0.000509
CAND_0001499,0.001810
CAND_0001502,0.007577
CAND_0001505,0.012970
CAND_0001508,0.019087
CAND_0001511,0.012432
CAND_0001514,0.010987
CAND_0001517,0.002234
CAND_0001520,0.001020
CAND_0001523,0.002166
CAND_0001526,0.006266
CAND_0001529,0.004592
CAND_0001532,0.006539
CAND_0001535,0.010611
CAND_0001538,0.003299
CAND_0001541,0.021948
CAND_0001544,0.032590
CAND_0001547,0.004628
CAND_0001550,0.002124
CAND_0001553,0.006290
CAND_0001556,0.003312
CAND_0001559,0.001490
CAND_0001562,0.001086
CAND_0001565,0.003337
CAND_0001568,0.004348
CAND_0001571,0.002969
CAND_0001574,0.002116
CAND_0001577,0.002621
CAND_0001580,0.001561
CAND_0001583,0.004963
CAND_0001586,0.007786
CAND_0001589,0.007066
CAND_0001592,0.005220
CAND_0001595,0.003566
CAND_0001598,0.007461
CAND_0001601,0.003524
CAND_0001604,0.001585
CAND_0001607,0.001604
CAND_0001610,0.076961
CAND_0001613,0.001839
CAND_0001616,0.005302
CAND_0001619,0.005820
CAND_0001622,0.001629
CAND_0001625,0.002890
CAND_0001628,0.003052
CAND_0001631,0.006027
CAND_0001634,0.003377
CAND_0001637,0.009822
CAND_0001640,0.007816
CAND_0001643,0.019644
CAND_0001646,0.005820
CAND_0001649,0.001957
CAND_0001652,0.007877
CAND_0001655,0.004486
CAND_0001658,0.007877
CAND_0001661,0.012821
CAND_0001664,0.004521
CAND_0001667,0.003148
CAND_0001670,0.004434
CAND_0001673,0.006958
CAND_0001676,0.003780
CAND_0001679,0.002790
CAND_0001682,0.003976
CAND_0001685,0.013377
CAND_0001688,0.000859
CAND_0001691,0.002243
CAND_0001694,0.035278
CAND_0001697,0.012432
CAND_0001700,0.006564
CAND_0001703,0.003197
CAND_0001706,0.004399
CAND_0001709,0.005797
CAND_0001712,0.009232
CAND_0001715,0.008380
CAND_0001718,0.000922
CAND_0001721,0.003765
CAND_0001724,0.004737
CAND_0001727,0.001416
CAND_0001730,0.009596
CAND_0001733,0.006615
CAND_0001736,0.001934
CAND_0001739,0.003751
CAND_0001742,0.000908
CAND_0001745,0.004755
CAND_0001748,0.001623
CAND_0001751,0.003707
CAND_0001754,0.001561
CAND_0001757,0.001346
CAND_0001760,0.001537
CAND_0001763,0.004963
CAND_0001766,0.001555
CAND_0001769,0.014504
CAND_0001772,0.009090
CAND_0001775,0.000779
CAND_0001778,0.004905
CAND_0001781,0.002091
CAND_0001784,0.005160
CAND_0001787,0.013742
CAND_0001790,0.003824
CAND_0001793,0.004963
CAND_0001796,0.007149
CAND_0001799,0.002406
CAND_0001802,0.007289
CAND_0001805,0.003087
CAND_0001808,0.008678
CAND_0001811,0.008847
CAND_0001814,0.001513
CAND_0001817,0.001495
CAND_0001820,0.055413
CAND_0001823,0.001980
CAND_0001826,0.001193
CAND_0001829,0.002107
CAND_0001832,0.005200
CAND_0001835,0.003222
CAND_0001838,0.003197
CAND_0001841,0.005302
CAND_0001844,0.001284
CAND_0001847,0.004086
CAND_0001850,0.002878
CAND_0001853,0.003403
CAND_0001856,0.000624
CAND_0001859,0.003173
CAND_0001862,0.005041
CAND_0001865,0.002704
CAND_0001868,0.004718
CAND_0001871,0.020804
CAND_0001874,0.012625
CAND_0001877,0.001661
CAND_0001880,0.003016
CAND_0001883,0.001188
CAND_0001886,0.001367
CAND_0001889,0.005140
CAND_0001892,0.001623
CAND_0001895,0.001078
CAND_0001898,0.002704
CAND_0001901,0.002492
CAND_0001904,0.005708
CAND_0001907,0.008031
CAND_0001910,0.006615
CAND_0001913,0.001890
CAND_0001916,0.001174
CAND_0001919,0.005100
CAND_0001922,0.006463
CAND_0001925,0.016029
CAND_0001928,0.005021
CAND_0001931,0.013532
CAND_0001934,0.001202
CAND_0001937,0.002107
CAND_0001940,0.084493
CAND_0001943,0.004382
CAND_0001946,0.005021
CAND_0001949,0.008882
CAND_0001952,0.007346
CAND_0001955,0.020177
CAND_0001958,0.003780
CAND_0001961,0.020924
CAND_0001964,0.005002
CAND_0001967,0.005002
CAND_0001970,0.003736
CAND_0001973,0.004886
CAND_0001976,0.005577
CAND_0001979,0.000579
CAND_0001982,0.015724
CAND_0001985,0.001305
CAND_0001988,0.011961
CAND_0001991,0.001741
CAND_0001994,0.003930
CAND_0001997,0.002226
CAND_0002000,0.001839
CAND_0002003,0.000738
CAND_0002006,0.008611
CAND_0002009,0.005060
CAND_0002012,0.004118
CAND_0002015,0.001274
CAND_0002018,0.002715
CAND_0002021,0.009376
CAND_0002024,0.004905
CAND_0002027,0.004199
CAND_0002030,0.002845
CAND_0002033,0.003210
CAND_0002036,0.001824
CAND_0002039,0.004963
CAND_0002042,0.001980
CAND_0002045,0.002116
CAND_0002048,0.010130
CAND_0002051,0.004315
CAND_0002054,0.002406
CAND_0002057,0.002075
CAND_0002060,0.001561
CAND_0002063,0.002673
CAND_0002066,0.000490
CAND_0002069,0.006985
CAND_0002072,0.001761
CAND_0002075,0.007233
CAND_0002078,0.002051
CAND_0002081,0.013274
CAND_0002084,0.001525
CAND_0002087,0.003707
CAND_0002090,0.002663
CAND_0002093,0.002124
CAND_0002096,0.003636
CAND_0002099,0.001796
CAND_0002102,0.005385
CAND_0002105,0.016215
CAND_0002108,0.021085
CAND_0002111,0.002314
CAND_0002114,0.002011
CAND_0002117,0.002444
CAND_0002120,0.005160
CAND_0002123,0.008252
CAND_0002126,0.044848
CAND_0002129,0.012100
CAND_0002132,0.001138
CAND_0002135,0.011158
CAND_0002138,0.005512
CAND_0002141,0.002715
CAND_0002144,0.005708
CAND_0002147,0.004963
CAND_0002150,0.012241
CAND_0002153,0.004682
CAND_0002156,0.003173
CAND_0002159,0.003470
CAND_0002162,0.000817
CAND_0002165,0.002341
CAND_0002168,0.002425
CAND_0002171,0.013121
CAND_0002174,0.001623
CAND_0002177,0.007877
CAND_0002180,0.002314
CAND_0002183,0.005980
CAND_0002186,0.001279
CAND_0002189,0.001853
CAND_0002192,0.003087
CAND_0002195,0.002981
CAND_0002198,0.003483
CAND_0002201,0.002812
CAND_0002204,0.030618
CAND_0002207,0.004298
CAND_0002210,0.005957
CAND_0002213,0.003210
CAND_0002216,0.001636
CAND_0002219,0.004737
CAND_0002222,0.016530
CAND_0002225,0.002924
CAND_0002228,0.004118
CAND_0002231,0.004503
CAND_0002234,0.001245
CAND_0002237,0.003622
CAND_0002240,0.003004
CAND_0002243,0.005957
CAND_0002246,0.006513
CAND_0002249,0.002935
CAND_0002252,0.002845
CAND_0002255,0.003260
CAND_0002258,0.002003
CAND_0002261,0.002406
CAND_0002264,0.002035
CAND_0002267,0.001927
CAND_0002270,0.193452
CAND_0002273,0.005385
CAND_0002276,0.002132
CAND_0002279,0.004682
CAND_0002282,0.001330
CAND_0002285,0.005980
CAND_0002288,0.001980
CAND_0002291,0.002878
CAND_0002294,0.035079
CAND_0002297,0.003222
CAND_0002300,0.002149
CAND_0002303,0.010818
CAND_0002306,0.004905
CAND_0002309,0.012821
CAND_0002312,0.001555
CAND_0002315,0.004755
CAND_0002318,0.002107
CAND_0002321,0.002083
CAND_0002324,0.006667
CAND_0002327,0.002332
CAND_0002330,0.011072
CAND_0002333,0.002768
CAND_0002336,0.006074
CAND_0002339,0.009055
CAND_0002342,0.010130
CAND_0002345,0.003028
CAND_0002348,0.003976
CAND_0002351,0.002812
CAND_0002354,0.005060
CAND_0002357,0.003337
CAND_0002360,0.005664
CAND_0002363,0.000758
CAND_0002366,0.005753
CAND_0002369,0.002341
CAND_0002372,0.003248
CAND_0002375,0.001156
CAND_0002378,0.004682
CAND_0002381,0.001032
CAND_0002384,0.004592
CAND_0002387,0.004610
CAND_0002390,0.001315
CAND_0002393,0.027743
CAND_0002396,0.003350
CAND_0002399,0.001996
CAND_0002402,0.000929
CAND_0002405,0.001024
CAND_0002408,0.005261
CAND_0002411,0.000636
CAND_0002414,0.011420
CAND_0002417,0.006488
CAND_0002420,0.001008
CAND_0002423,0.001585
CAND_0002426,0.029201
CAND_0002429,0.003869
CAND_0002432,0.012871
CAND_0002435,0.001061
CAND_0002438,0.007577
CAND_0002441,0.018090
CAND_0002444,0.002704
CAND_0002447,0.000629
CAND_0002450,0.002694
CAND_0002453,0.003087
CAND_0002456,0.004486
CAND_0002459,0.002856
CAND_0002462,0.002736
CAND_0002465,0.006050
CAND_0002468,0.007846
CAND_0002471,0.006266
CAND_0002474,0.004315
CAND_0002477,0.037609
CAND_0002480,0.000962
CAND_0002483,0.007877
CAND_0002486,0.002369
CAND_0002489,0.001988
CAND_0002492,0.029479
CAND_0002495,0.002611
CAND_0002498,0.003810
CAND_0002501,0.003497
CAND_0002504,0.001147
CAND_0002507,0.002341
CAND_0002510,0.001567
CAND_0002513,0.004592
CAND_0002516,0.002521
CAND_0002519,0.001868
CAND_0002522,0.003679
CAND_0002525,0.015189
CAND_0002528,0.002243
CAND_0002531,0.002663
CAND_0002534,0.006693
CAND_0002537,0.001099
CAND_0002540,0.001012
CAND_0002543,0.001090
CAND_0002546,0.011732
CAND_0002549,0.002845
CAND_0002552,0.005060
CAND_0002555,0.005957
CAND_0002558,0.002425
CAND_0002561,0.002067
CAND_0002564,0.001165
CAND_0002567,0.034489
CAND_0002570,0.002758
CAND_0002573,0.012054
CAND_0002576,0.001289
CAND_0002579,0.009304
CAND_0002582,0.001832
CAND_0002585,0.001226
CAND_0002588,0.009055
CAND_0002591,0.001839
CAND_0002594,0.002200
CAND_0002597,0.000429
CAND_0002600,0.006719
CAND_0002603,0.001001
CAND_0002606,0.003160
CAND_0002609,0.001099
CAND_0002612,0.006904
CAND_0002615,0.001094
CAND_0002618,0.007205
CAND_0002621,0.000551
CAND_0002624,0.001284
CAND_0002627,0.002415
CAND_0002630,0.014118
CAND_0002633,0.005512
CAND_0002636,0.004664
CAND_0002639,0.011732
CAND_0002642,0.001032
CAND_0002645,0.009126
CAND_0002648,0.008951
CAND_0002651,0.007666
CAND_0002654,0.003824
CAND_0002657,0.012576
CAND_0002660,0.003538
CAND_0002663,0.007346
CAND_0002666,0.001289
CAND_0002669,0.000612
CAND_0002672,0.005555
CAND_0002675,0.001988
CAND_0002678,0.001235
CAND_0002681,0.001335
CAND_0002684,0.000886
CAND_0002687,0.001478
CAND_0002690,0.005491
CAND_0002693,0.003363
CAND_0002696,0.003363
CAND_0002699,0.000817
CAND_0002702,0.008348
CAND_0002705,0.001890
CAND_0002708,0.007317
CAND_0002711,0.009522
CAND_0002714,0.000859
CAND_0002717,0.006074
CAND_0002720,0.000509
CAND_0002723,0.006615
CAND_0002726,0.003824
CAND_0002729,0.001875
CAND_0002732,0.003608
CAND_0002735,0.002434
CAND_0002738,0.015131
CAND_0002741,0.012336
CAND_0002744,0.002779
CAND_0002747,0.006824
CAND_0002750,0.005080
CAND_0002753,0.007346
CAND_0002756,0.001707
CAND_0002759,0.005100
CAND_0002762,0.005002
CAND_0002765,0.003052
CAND_0002768,0.004166
CAND_0002771,0.004298
CAND_0002774,0.000726
CAND_0002777,0.003377
CAND_0002780,0.003040
CAND_0002783,0.001629
CAND_0002786,0.001356
CAND_0002789,0.003260
CAND_0002792,0.006745
CAND_0002795,0.009304
CAND_0002798,0.002234
CAND_0002801,0.008882
CAND_0002804,0.000726
CAND_0002807,0.003915
CAND_0002810,0.002924
CAND_0002813,0.053502
CAND_0002816,0.001688
CAND_0002819,0.000738
CAND_0002822,0.000940
CAND_0002825,0.067424
CAND_0002828,0.002571
CAND_0002831,0.001086
CAND_0002834,0.002305
CAND_0002837,0.006985
CAND_0002840,0.000619
CAND_0002843,0.007907
CAND_0002846,0.006217
CAND_0002849,0.005980
CAND_0002852,0.003350
CAND_0002855,0.001086
CAND_0002858,0.004574
CAND_0002861,0.005577
CAND_0002864,0.010249
CAND_0002867,0.001507
CAND_0002870,0.005427
CAND_0002873,0.003052
CAND_0002876,0.002360
CAND_0002879,0.001942
CAND_0002882,0.003016
CAND_0002885,0.004434
CAND_0002888,0.001073
CAND_0002891,0.003707
CAND_0002894,0.004718
CAND_0002897,0.001129
CAND_0002900,0.005555
CAND_0002903,0.014064
CAND_0002906,0.002003
CAND_0002909,0.002415
CAND_0002912,0.006004
CAND_0002915,0.012970
CAND_0002918,0.010209
CAND_0002921,0.007205
CAND_0002924,0.001138
CAND_0002927,0.003016
CAND_0002930,0.004849
CAND_0002933,0.001116
CAND_0002936,0.004737
CAND_0002939,0.008611
CAND_0002942,0.001082
CAND_0002945,0.006564
CAND_0002948,0.022759
CAND_0002951,0.000830
CAND_0002954,0.002174
CAND_0002957,0.023153
CAND_0002960,0.006027
CAND_0002963,0.023780
CAND_0002966,0.002601
CAND_0002969,0.020449
CAND_0002972,0.004610
CAND_0002975,0.001839
CAND_0002978,0.000876
CAND_0002981,0.009449
CAND_0002984,0.002099
CAND_0002987,0.015544
CAND_0002990,0.001714
CAND_0002993,0.002183
CAND_0002996,0.003524
CAND_0002999,0.002890
CAND_0003002,0.003260
CAND_0003005,0.004007
CAND_0003008,0.009671
CAND_0003011,0.000595
CAND_0003014,0.005980
CAND_0003017,0.002541
CAND_0003020,0.002261
CAND_0003023,0.002768
CAND_0003026,0.001755
CAND_0003029,0.010170
CAND_0003032,0.002726
CAND_0003035,0.020371
CAND_0003038,0.000997
CAND_0003041,0.002856
CAND_0003044,0.000659
CAND_0003047,0.001478
CAND_0003050,0.003040
CAND_0003053,0.006217
CAND_0003056,0.002107
CAND_0003059,0.005406
CAND_0003062,0.002531
CAND_0003065,0.004298
CAND_0003068,0.003456
CAND_0003071,0.003915
CAND_0003074,0.005598
CAND_0003077,0.005730
CAND_0003080,0.002845
CAND_0003083,0.001405
CAND_0003086,0.001839
CAND_0003089,0.010328
CAND_0003092,0.001681
CAND_0003095,0.004399
CAND_0003098,0.000993
CAND_0003101,0.000801
CAND_0003104,0.002812
CAND_0003107,0.001008
CAND_0003110,0.003273
CAND_0003113,0.003810
CAND_0003116,0.002694
CAND_0003119,0.021451
CAND_0003122,0.011961
CAND_0003125,0.006564
CAND_0003128,0.000449
CAND_0003131,0.002958
CAND_0003134,0.003260
CAND_0003137,0.010014
CAND_0003140,0.006985
CAND_0003143,0.003160
CAND_0003146,0.001585
CAND_0003149,0.004610
CAND_0003152,0.006719
CAND_0003155,0.000900
CAND_0003158,0.001461
CAND_0003161,0.003854
CAND_0003164,0.011553
CAND_0003167,0.003722
CAND_0003170,0.007094
CAND_0003173,0.007490
CAND_0003176,0.004646
CAND_0003179,0.007726
CAND_0003182,0.003337
CAND_0003185,0.001573
CAND_0003188,0.002116
CAND_0003191,0.003636
CAND_0003194,0.002801
CAND_0003197,0.000582
CAND_0003200,0.002571
CAND_0003203,0.001086
CAND_0003206,0.003566
CAND_0003209,0.003260
CAND_0003212,0.008985
CAND_0003215,0.002801
CAND_0003218,0.001138
CAND_0003221,0.001294
