candidate_id,honeypot_flag,hit_count,reasons
CAND_0000077,False,0,
CAND_0000078,False,0,
CAND_0000079,False,0,
CAND_0000080,False,0,
CAND_0000081,False,0,
CAND_0000082,False,0,
CAND_0000083,False,0,
CAND_0000084,False,0,
CAND_0000085,False,0,
CAND_0000086,False,0,
CAND_0000087,False,0,
CAND_0000088,False,0,
CAND_0000089,False,0,
CAND_0000090,False,0,
CAND_0000091,False,0,
CAND_0000092,False,0,
CAND_0000093,False,0,
CAND_0000094,False,0,
CAND_0000095,False,0,
CAND_0000096,False,0,
CAND_0000097,False,0,
CAND_0000098,False,0,
CAND_0000099,False,0,
CAND_0000100,False,0,
CAND_0000101,False,0,
CAND_0000102,False,0,
CAND_0000103,False,0,
CAND_0000104,False,0,
CAND_0000105,False,0,
CAND_0000106,False,0,
CAND_0000107,False,0,
CAND_0000108,False,0,
CAND_0000109,False,0,
CAND_0000110,False,0,
CAND_0000111,False,0,
CAND_0000112,False,0,
CAND_0000113,False,0,
CAND_0000114,False,0,
CAND_0000115,False,0,
CAND_0000116,False,0,
CAND_0000117,False,0,
CAND_0000118,False,0,
CAND_0000119,False,0,
CAND_0000120,False,0,
CAND_0000121,False,0,
CAND_0000122,False,0,
CAND_0000123,False,0,
CAND_0000124,False,0,
CAND_0000125,False,0,
CAND_0000126,False,0,
CAND_0000127,False,0,
CAND_0000128,False,0,
CAND_0000129,False,0,
CAND_0000130,False,0,
CAND_0000131,False,0,
CAND_0000132,False,0,
CAND_0000133,False,0,
CAND_0000134,False,0,
CAND_0000135,False,0,
CAND_0000136,False,0,
CAND_0000137,False,0,
CAND_0000138,False,0,
CAND_0000139,False,0,
CAND_0000140,False,0,
CAND_0000141,False,0,
CAND_0000142,False,0,
CAND_0000143,False,0,
CAND_0000144,False,0,
CAND_0000145,False,0,
CAND_0000146,False,0,
CAND_0000147,False,0,
CAND_0000148,False,0,
CAND_0000149,False,0,
CAND_0000150,False,0,
CAND_0000151,False,0,
CAND_0000152,False,0,
CAND_0000153,False,0,
CAND_0000154,False,0,
CAND_0000155,False,0,
CAND_0000156,False,0,
CAND_0000157,False,0,
CAND_0000158,False,0,
CAND_0000159,False,0,
CAND_0000160,False,0,
CAND_0000161,False,0,
CAND_0000162,False,0,
CAND_0000163,False,0,
CAND_0000164,False,0,
CAND_0000165,False,0,
CAND_0000166,False,0,
CAND_0000167,False,0,
CAND_0000168,False,0,
CAND_0000169,False,0,
CAND_0000170,False,0,
CAND_0000171,False,0,
CAND_0000172,False,0,
CAND_0000173,False,0,
CAND_0000174,False,0,
CAND_0000175,False,0,
CAND_0000176,False,0,
CAND_0000177,False,0,
CAND_0000178,False,0,
CAND_0000179,False,0,
CAND_0000180,False,0,
CAND_0000181,False,0,
CAND_0000182,False,0,
CAND_0000183,False,0,
CAND_0000184,False,0,
CAND_0000185,False,0,
CAND_0000186,False,0,
CAND_0000187,False,0,
CAND_0000188,False,0,
CAND_0000189,False,0,
CAND_0000190,False,0,
CAND_0000191,False,0,
CAND_0000192,False,0,
CAND_0000193,False,0,
CAND_0000194,False,0,
CAND_0000195,False,0,
CAND_0000196,False,0,
CAND_0000197,False,0,
CAND_0000198,False,0,
CAND_0000199,False,0,
CAND_0000200,False,0,
CAND_0000201,False,0,
CAND_0000202,False,0,
CAND_0000203,False,0,
CAND_0000204,False,0,
CAND_0000205,False,0,
CAND_0000206,False,0,
CAND_0000207,False,0,
CAND_0000208,False,0,
CAND_0000209,False,0,
CAND_0000210,False,0,
CAND_0000211,False,0,
CAND_0000212,False,0,
CAND_0000213,False,0,
CAND_0000214,False,0,
CAND_0000215,False,0,
CAND_0000216,False,0,
CAND_0000217,False,0,
CAND_0000218,False,0,
CAND_0000219,False,0,
CAND_0000220,False,0,
CAND_0000221,False,0,
CAND_0000222,False,0,
CAND_0000223,False,0,
CAND_0000224,False,0,
CAND_0000225,False,0,
CAND_0000226,False,0,
CAND_0000227,False,0,
CAND_0000228,False,0,
CAND_0000229,False,0,
CAND_0000230,False,0,
CAND_0000231,False,0,
CAND_0000232,False,0,
CAND_0000233,False,0,
CAND_0000234,False,0,
CAND_0000235,False,0,
CAND_0000236,False,0,
CAND_0000237,False,0,
CAND_0000238,False,0,
CAND_0000239,False,0,
CAND_0000240,False,0,
CAND_0000241,False,0,
CAND_0000242,False,0,
CAND_0000243,False,0,
CAND_0000244,False,0,
CAND_0000245,False,0,
CAND_0000246,False,0,
CAND_0000247,False,0,
CAND_0000248,False,0,
CAND_0000249,False,0,
CAND_0000250,False,0,
CAND_0000251,False,0,
CAND_0000252,False,0,
CAND_0000253,False,0,
CAND_0000254,False,0,
CAND_0000255,False,0,
CAND_0000256,False,0,
CAND_0000257,False,0,
CAND_0000258,False,0,
CAND_0000259,False,0,
CAND_0000260,False,0,
CAND_0000261,False,0,
CAND_0000262,False,0,
CAND_0000263,False,0,
CAND_0000264,False,0,
CAND_0000265,False,0,
CAND_0000266,False,0,
CAND_0000267,False,0,
CAND_0000268,False,0,
CAND_0000269,False,0,
CAND_0000270,False,0,
CAND_0000271,False,0,
CAND_0000272,False,0,
CAND_0000273,False,0,
CAND_0000274,False,0,
CAND_0000275,False,0,
CAND_0000276,False,0,
CAND_0000277,False,0,
CAND_0000278,False,0,
CAND_0000279,False,0,
CAND_0000280,False,0,
CAND_0000281,False,0,
CAND_0000282,False,0,
CAND_0000283,False,0,
CAND_0000284,False,0,
CAND_0000285,False,0,
CAND_0000286,False,0,
CAND_0000287,False,0,
CAND_0000288,False,0,
CAND_0000289,False,0,
CAND_0000290,False,0,
CAND_0000291,False,0,
CAND_0000292,False,0,
CAND_0000293,False,0,
CAND_0000294,False,0,
CAND_0000295,False,0,
CAND_0000296,False,0,
CAND_0000297,False,0,
CAND_0000298,False,0,
CAND_0000299,False,0,
CAND_0000300,False,0,
CAND_0000301,False,0,
CAND_0000302,False,0,
CAND_0000303,False,0,
CAND_0000304,False,0,
CAND_0000305,False,0,
CAND_0000306,False,0,
CAND_0000307,False,0,
CAND_0000308,False,0,
CAND_0000309,False,0,
CAND_0000310,False,0,
CAND_0000311,False,0,
CAND_0000312,False,0,
CAND_0000313,False,0,
CAND_0000314,False,0,
CAND_0000315,False,0,
CAND_0000316,False,0,
CAND_0000317,False,0,
CAND_0000318,False,0,
CAND_0000319,False,0,
CAND_0000320,False,0,
CAND_0000321,False,0,
CAND_0000322,False,0,
CAND_0000323,False,0,
CAND_0000324,False,0,
CAND_0000325,False,0,
CAND_0000326,False,0,
CAND_0000327,False,0,
CAND_0000328,False,0,
CAND_0000329,False,0,
CAND_0000330,False,0,
CAND_0000331,False,0,
CAND_0000332,False,0,
CAND_0000333,False,0,
CAND_0000334,False,0,
CAND_0000335,False,0,
CAND_0000336,False,0,
CAND_0000337,False,0,
CAND_0000338,False,0,
CAND_0000339,False,0,
CAND_0000340,False,0,
CAND_0000341,False,0,
CAND_0000342,False,0,
CAND_0000343,False,0,
CAND_0000344,False,0,
CAND_0000345,False,0,
CAND_0000346,False,0,
CAND_0000347,False,0,
CAND_0000348,False,0,
CAND_0000349,False,0,
CAND_0000350,False,0,
CAND_0000351,False,0,
CAND_0000352,False,0,
CAND_0000353,False,0,
CAND_0000354,False,0,
CAND_0000355,False,0,
CAND_0000356,False,0,
CAND_0000357,False,0,
CAND_0000358,False,0,
CAND_0000359,False,0,
CAND_0000360,False,0,
CAND_0000361,False,0,
CAND_0000362,False,0,
CAND_0000363,False,0,
CAND_0000364,False,0,
CAND_0000365,False,0,
CAND_0000366,False,0,
CAND_0000367,False,0,
CAND_0000368,False,0,
CAND_0000369,False,0,
CAND_0000370,False,0,
CAND_0000371,False,0,
CAND_0000372,False,0,
CAND_0000373,False,0,
CAND_0000374,False,0,
CAND_0000375,False,0,
CAND_0000376,False,0,
CAND_0000377,False,0,
CAND_0000378,False,0,
CAND_0000379,False,0,
CAND_0000380,False,0,
CAND_0000381,False,0,
CAND_0000382,False,0,
CAND_0000383,False,0,
CAND_0000384,False,0,
CAND_0000385,False,0,
CAND_0000386,False,0,
CAND_0000387,False,0,
CAND_0000388,False,0,
CAND_0000389,False,0,
CAND_0000390,False,0,
CAND_0000391,False,0,
CAND_0000392,False,0,
CAND_0000393,False,0,
CAND_0000394,False,0,
CAND_0000395,False,0,
CAND_0000396,False,0,
CAND_0000397,False,0,
CAND_0000398,False,0,
CAND_0000399,False,0,
CAND_0000400,False,0,
CAND_0000401,False,0,
CAND_0000402,False,0,
CAND_0000403,False,0,
CAND_0000404,False,0,
CAND_0000405,False,0,
CAND_0000406,False,0,
CAND_0000407,False,0,
CAND_0000408,False,0,
CAND_0000409,False,0,
CAND_0000410,False,0,
CAND_0000411,False,0,
CAND_0000412,False,0,
CAND_0000413,False,0,
CAND_0000414,False,0,
CAND_0000415,False,0,
CAND_0000416,False,0,
CAND_0000417,False,0,
CAND_0000418,False,0,
CAND_0000419,False,0,
CAND_0000420,False,0,
CAND_0000421,False,0,
CAND_0000422,False,0,
CAND_0000423,False,0,
CAND_0000424,False,0,
CAND_0000425,False,0,
CAND_0000426,False,0,
CAND_0000427,False,0,
CAND_0000428,False,0,
CAND_0000429,False,0,
CAND_0000430,False,0,
CAND_0000431,False,0,
CAND_0000432,False,0,
CAND_0000433,False,0,
CAND_0000434,False,0,
CAND_0000435,False,0,
CAND_0000436,False,0,
CAND_0000437,False,0,
CAND_0000438,False,0,
CAND_0000439,False,0,
CAND_0000440,False,0,
CAND_0000441,False,0,
CAND_0000442,False,0,
CAND_0000443,False,0,
CAND_0000444,False,0,
CAND_0000445,False,0,
CAND_0000446,False,0,
CAND_0000447,False,0,
CAND_0000448,False,0,
CAND_0000449,False,0,
CAND_0000450,False,0,
CAND_0000451,False,0,
CAND_0000452,False,0,
CAND_0000453,False,0,
CAND_0000454,False,0,
CAND_0000455,False,0,
CAND_0000456,False,0,
CAND_0000457,False,0,
CAND_0000458,False,0,
CAND_0000459,False,0,
CAND_0000460,False,0,
CAND_0000461,False,0,
CAND_0000462,False,0,
CAND_0000463,False,0,
CAND_0000464,False,0,
CAND_0000465,False,0,
CAND_0000466,False,0,
CAND_0000467,False,0,
CAND_0000468,False,0,
CAND_0000469,False,0,
CAND_0000470,False,0,
CAND_0000471,False,0,
CAND_0000472,False,0,
CAND_0000473,False,0,
CAND_0000474,False,0,
CAND_0000475,False,0,
CAND_0000476,False,0,
CAND_0000477,False,0,
CAND_0000478,False,0,
CAND_0000479,False,0,
CAND_0000480,False,0,
CAND_0000481,False,0,
CAND_0000482,False,0,
CAND_0000483,False,0,
CAND_0000484,False,0,
CAND_0000485,False,0,
CAND_0000486,False,0,
CAND_0000487,False,0,
CAND_0000488,False,0,
CAND_0000489,False,0,
CAND_0000490,False,0,
CAND_0000491,False,0,
CAND_0000492,False,0,
CAND_0000493,False,0,
CAND_0000494,False,0,
CAND_0000495,False,0,
CAND_0000496,False,0,
CAND_0000497,False,0,
CAND_0000498,False,0,
CAND_0000499,False,0,
CAND_0000500,False,0,
CAND_0000501,False,0,
CAND_0000502,False,0,
CAND_0000503,False,0,
CAND_0000504,False,0,
CAND_0000505,False,0,
CAND_0000506,False,0,
CAND_0000507,False,0,
CAND_0000508,False,0,
CAND_0000509,False,0,
CAND_0000510,False,0,
CAND_0000511,False,0,
CAND_0000512,False,0,
CAND_0000513,False,0,
CAND_0000514,False,0,
CAND_0000515,False,0,
CAND_0000516,False,0,
CAND_0000517,False,0,
CAND_0000518,False,0,
CAND_0000519,False,0,
CAND_0000520,False,0,
CAND_0000521,False,0,
CAND_0000522,False,0,
CAND_0000523,False,0,
CAND_0000524,False,0,
CAND_0000525,False,0,
CAND_0000526,False,0,
CAND_0000527,False,0,
CAND_0000528,False,0,
CAND_0000529,False,0,
CAND_0000530,False,0,
CAND_0000531,False,0,
CAND_0000532,False,0,
CAND_0000533,False,0,
CAND_0000534,False,0,
CAND_0000535,False,0,
CAND_0000536,False,0,
CAND_0000537,False,0,
CAND_0000538,False,0,
CAND_0000539,False,0,
CAND_0000540,False,0,
CAND_0000541,False,0,
CAND_0000542,False,0,
CAND_0000543,False,0,
CAND_0000544,False,0,
CAND_0000545,False,0,
CAND_0000546,False,0,
CAND_0000547,False,0,
CAND_0000548,False,0,
CAND_0000549,False,0,
CAND_0000550,False,0,
CAND_0000551,False,0,
CAND_0000552,False,0,
CAND_0000553,False,0,
CAND_0000554,False,0,
CAND_0000555,False,0,
CAND_0000556,False,0,
CAND_0000557,False,0,
CAND_0000558,False,0,
CAND_0000559,False,0,
CAND_0000560,False,0,
CAND_0000561,False,0,
CAND_0000562,False,0,
CAND_0000563,False,0,
CAND_0000564,False,0,
CAND_0000565,False,0,
CAND_0000566,False,0,
CAND_0000567,False,0,
CAND_0000568,False,0,
CAND_0000569,False,0,
CAND_0000570,False,0,
CAND_0000571,False,0,
CAND_0000572,False,0,
CAND_0000573,False,0,
CAND_0000574,False,0,
CAND_0000575,False,0,
CAND_0000576,False,0,
CAND_0000577,False,0,
CAND_0000578,False,0,
CAND_0000579,False,0,
CAND_0000580,False,0,
CAND_0000581,False,0,
CAND_0000582,False,0,
CAND_0000583,False,0,
CAND_0000584,False,0,
CAND_0000585,False,0,
CAND_0000586,False,0,
CAND_0000587,False,0,
CAND_0000588,False,0,
CAND_0000589,False,0,
CAND_0000590,False,0,
CAND_0000591,False,0,
CAND_0000592,False,0,
CAND_0000593,False,0,
CAND_0000594,False,0,
CAND_0000595,False,0,
CAND_0000596,False,0,
CAND_0000597,False,0,
CAND_0000598,False,0,
CAND_0000599,False,0,
CAND_0000600,False,0,
CAND_0000601,False,0,
CAND_0000602,False,0,
CAND_0000603,False,0,
CAND_0000604,False,0,
CAND_0000605,False,0,
CAND_0000606,False,0,
CAND_0000607,False,0,
CAND_0000608,False,0,
CAND_0000609,False,0,
CAND_0000610,False,0,
CAND_0000611,False,0,
CAND_0000612,False,0,
CAND_0000613,False,0,
CAND_0000614,False,0,
CAND_0000615,False,0,
CAND_0000616,False,0,
CAND_0000617,False,0,
CAND_0000618,False,0,
CAND_0000619,False,0,
CAND_0000620,False,0,
CAND_0000621,False,0,
CAND_0000622,False,0,
CAND_0000623,False,0,
CAND_0000624,False,0,
CAND_0000625,False,0,
CAND_0000626,False,0,
CAND_0000627,False,0,
CAND_0000628,False,0,
CAND_0000629,False,0,
CAND_0000630,False,0,
CAND_0000631,False,0,
CAND_0000632,False,0,
CAND_0000633,False,0,
CAND_0000634,False,0,
CAND_0000635,False,0,
CAND_0000636,False,0,
CAND_0000637,False,0,
CAND_0000638,False,0,
CAND_0000639,False,0,
CAND_0000640,False,0,
CAND_0000641,False,0,
CAND_0000642,False,0,
CAND_0000643,False,0,
CAND_0000644,False,0,
CAND_0000645,False,0,
CAND_0000646,False,0,
CAND_0000647,False,0,
CAND_0000648,False,0,
CAND_0000649,False,0,
CAND_0000650,False,0,
CAND_0000651,False,0,
CAND_0000652,False,0,
CAND_0000653,False,0,
CAND_0000654,False,0,
CAND_0000655,False,0,
CAND_0000656,False,0,
CAND_0000657,False,0,
CAND_0000658,False,0,
CAND_0000659,False,0,
CAND_0000660,False,0,
CAND_0000661,False,0,
CAND_0000662,False,0,
CAND_0000663,False,0,
CAND_0000664,False,0,
CAND_0000665,False,0,
CAND_0000666,False,0,
CAND_0000667,False,0,
CAND_0000668,False,0,
CAND_0000669,False,0,
CAND_0000670,False,0,
CAND_0000671,False,0,
CAND_0000672,False,0,
CAND_0000673,False,0,
CAND_0000674,False,0,
CAND_0000675,False,0,
CAND_0000676,False,0,
CAND_0000677,False,0,
CAND_0000678,False,0,
CAND_0000679,False,0,
CAND_0000680,False,0,
CAND_0000681,False,0,
CAND_0000682,False,0,
CAND_0000683,False,0,
CAND_0000684,False,0,
CAND_0000685,False,0,
CAND_0000686,False,0,
CAND_0000687,False,0,
CAND_0000688,False,0,
CAND_0000689,False,0,
CAND_0000690,False,0,
CAND_0000691,False,0,
CAND_0000692,False,0,
CAND_0000693,False,0,
CAND_0000694,False,0,
CAND_0000695,False,0,
CAND_0000696,False,0,
CAND_0000697,False,0,
CAND_0000698,False,0,
CAND_0000699,False,0,
CAND_0000700,False,0,
CAND_0000701,False,0,
CAND_0000702,False,0,
CAND_0000703,False,0,
CAND_0000704,False,0,
CAND_0000705,False,0,
CAND_0000706,False,0,
CAND_0000707,False,0,
CAND_0000708,False,0,
CAND_0000709,False,0,
CAND_0000710,False,0,
CAND_0000711,False,0,
CAND_0000712,False,0,
CAND_0000713,False,0,
CAND_0000714,False,0,
CAND_0000715,False,0,
CAND_0000716,False,0,
CAND_0000717,False,0,
CAND_0000718,False,0,
CAND_0000719,False,0,
CAND_0000720,False,0,
CAND_0000721,False,0,
CAND_0000722,False,0,
CAND_0000723,False,0,
CAND_0000724,False,0,
CAND_0000725,False,0,
CAND_0000726,False,0,
CAND_0000727,False,0,
CAND_0000728,False,0,
CAND_0000729,False,0,
CAND_0000730,False,0,
CAND_0000731,False,0,
CAND_0000732,False,0,
CAND_0000733,False,0,
CAND_0000734,False,0,
CAND_0000735,False,0,
CAND_0000736,False,0,
CAND_0000737,False,0,
CAND_0000738,False,0,
CAND_0000739,False,0,
CAND_0000740,False,0,
CAND_0000741,False,0,
CAND_0000742,False,0,
CAND_0000743,False,0,
CAND_0000744,False,0,
CAND_0000745,False,0,
CAND_0000746,False,0,
CAND_0000747,False,0,
CAND_0000748,False,0,
CAND_0000749,False,0,
CAND_0000750,False,0,
CAND_0000751,False,0,
CAND_0000752,False,0,
CAND_0000753,False,0,
CAND_0000754,False,0,
CAND_0000755,False,0,
CAND_0000756,False,0,
CAND_0000757,False,0,
CAND_0000758,False,0,
CAND_0000759,False,0,
CAND_0000760,False,0,
CAND_0000761,False,0,
CAND_0000762,False,0,
CAND_0000763,False,0,
CAND_0000764,False,0,
CAND_0000765,False,0,
CAND_0000766,False,0,
CAND_0000767,False,0,
CAND_0000768,False,0,
CAND_0000769,False,0,
CAND_0000770,False,0,
CAND_0000771,False,0,
CAND_0000772,False,0,
CAND_0000773,False,0,
CAND_0000774,False,0,
CAND_0000775,False,0,
CAND_0000776,False,0,
CAND_0000777,False,0,
CAND_0000778,False,0,
CAND_0000779,False,0,
CAND_0000780,False,0,
CAND_0000781,False,0,
CAND_0000782,False,0,
CAND_0000783,False,0,
CAND_0000784,False,0,
CAND_0000785,False,0,
CAND_0000786,False,0,
CAND_0000787,False,0,
CAND_0000788,False,0,
CAND_0000789,False,0,
CAND_0000790,False,0,
CAND_0000791,False,0,
CAND_0000792,False,0,
CAND_0000793,False,0,
CAND_0000794,False,0,
CAND_0000795,False,0,
CAND_0000796,False,0,
CAND_0000797,False,0,
CAND_0000798,False,0,
CAND_0000799,False,0,
CAND_0000800,False,0,
CAND_0000801,False,0,
CAND_0000802,False,0,
CAND_0000803,False,0,
CAND_0000804,False,0,
CAND_0000805,False,0,
CAND_0000806,False,0,
CAND_0000807,False,0,
CAND_0000808,False,0,
CAND_0000809,False,0,
CAND_0000810,False,0,
CAND_0000811,False,0,
CAND_0000812,False,0,
CAND_0000813,False,0,
CAND_0000814,False,0,
CAND_0000815,False,0,
CAND_0000816,False,0,
CAND_0000817,False,0,
CAND_0000818,False,0,
CAND_0000819,False,0,
CAND_0000820,False,0,
CAND_0000821,False,0,
CAND_0000822,False,0,
CAND_0000823,False,0,
CAND_0000824,False,0,
CAND_0000825,False,0,
CAND_0000826,False,0,
CAND_0000827,False,0,
CAND_0000828,False,0,
CAND_0000829,False,0,
CAND_0000830,False,0,
CAND_0000831,False,0,
CAND_0000832,False,0,
CAND_0000833,False,0,
CAND_0000834,False,0,
CAND_0000835,False,0,
CAND_0000836,False,0,
CAND_0000837,False,0,
CAND_0000838,False,0,
CAND_0000839,False,0,
CAND_0000840,False,0,
CAND_0000841,False,0,
CAND_0000842,False,0,
CAND_0000843,False,0,
CAND_0000844,False,0,
CAND_0000845,False,0,
CAND_0000846,False,0,
CAND_0000847,False,0,
CAND_0000848,False,0,
CAND_0000849,False,0,
CAND_0000850,False,0,
CAND_0000851,False,0,
CAND_0000852,False,0,
CAND_0000853,False,0,
CAND_0000854,False,0,
CAND_0000855,False,0,
CAND_0000856,False,0,
CAND_0000857,False,0,
CAND_0000858,False,0,
CAND_0000859,False,0,
CAND_0000860,False,0,
CAND_0000861,False,0,
CAND_0000862,False,0,
CAND_0000863,False,0,
CAND_0000864,False,0,
CAND_0000865,False,0,
CAND_0000866,False,0,
CAND_0000867,False,0,
CAND_0000868,False,0,
CAND_0000869,False,0,
CAND_0000870,False,0,
CAND_0000871,False,0,
CAND_0000872,False,0,
CAND_0000873,False,0,
CAND_0000874,False,0,
CAND_0000875,False,0,
CAND_0000876,False,0,
CAND_0000877,False,0,
CAND_0000878,False,0,
CAND_0000879,False,0,
CAND_0000880,False,0,
CAND_0000881,False,0,
CAND_0000882,False,0,
CAND_0000883,False,0,
CAND_0000884,False,0,
CAND_0000885,False,0,
CAND_0000886,False,0,
CAND_0000887,False,0,
CAND_0000888,False,0,
CAND_0000889,False,0,
CAND_0000890,False,0,
CAND_0000891,False,0,
CAND_0000892,False,0,
CAND_0000893,False,0,
CAND_0000894,False,0,
CAND_0000895,False,0,
CAND_0000896,False,0,
CAND_0000897,False,0,
CAND_0000898,False,0,
CAND_0000899,False,0,
CAND_0000900,False,0,
CAND_0000901,False,0,
CAND_0000902,False,0,
CAND_0000903,False,0,
CAND_0000904,False,0,
CAND_0000905,False,0,
CAND_0000906,False,0,
CAND_0000907,False,0,
CAND_0000908,False,0,
CAND_0000909,False,0,
CAND_0000910,False,0,
CAND_0000911,False,0,
CAND_0000912,False,0,
CAND_0000913,False,0,
CAND_0000914,False,0,
CAND_0000915,False,0,
CAND_0000916,False,0,
CAND_0000917,False,0,
CAND_0000918,False,0,
CAND_0000919,False,0,
CAND_0000920,False,0,
CAND_0000921,False,0,
CAND_0000922,False,0,
CAND_0000923,False,0,
CAND_0000924,False,0,
CAND_0000925,False,0,
CAND_0000926,False,0,
CAND_0000927,False,0,
CAND_0000928,False,0,
CAND_0000929,False,0,
CAND_0000930,False,0,
CAND_0000931,False,0,
CAND_0000932,False,0,
CAND_0000933,False,0,
CAND_0000934,False,0,
CAND_0000935,False,0,
CAND_0000936,False,0,
CAND_0000937,False,0,
CAND_0000938,False,0,
CAND_0000939,False,0,
CAND_0000940,False,0,
CAND_0000941,False,0,
CAND_0000942,False,0,
CAND_0000943,False,0,
CAND_0000944,False,0,
CAND_0000945,False,0,
CAND_0000946,False,0,
CAND_0000947,False,0,
CAND_0000948,False,0,
CAND_0000949,False,0,
CAND_0000950,False,0,
CAND_0000951,False,0,
CAND_0000952,False,0,
CAND_0000953,False,0,
CAND_0000954,False,0,
CAND_0000955,False,0,
CAND_0000956,False,0,
CAND_0000957,False,0,
CAND_0000958,False,0,
CAND_0000959,False,0,
CAND_0000960,False,0,
CAND_0000961,False,0,
CAND_0000962,False,0,
CAND_0000963,False,0,
CAND_0000964,False,0,
CAND_0000965,False,0,
CAND_0000966,False,0,
CAND_0000967,False,0,
CAND_0000968,False,0,
CAND_0000969,False,0,
CAND_0000970,False,0,
CAND_0000971,False,0,
CAND_0000972,False,0,
CAND_0000973,False,0,
CAND_0000974,False,0,
CAND_0000975,False,0,
CAND_0000976,False,0,
CAND_0000977,False,0,
CAND_0000978,False,0,
CAND_0000979,False,0,
CAND_0000980,False,0,
CAND_0000981,False,0,
CAND_0000982,False,0,
CAND_0000983,False,0,
CAND_0000984,False,0,
CAND_0000985,False,0,
CAND_0000986,False,0,
CAND_0000987,False,0,
CAND_0000988,False,0,
CAND_0000989,False,0,
CAND_0000990,False,0,
CAND_0000991,False,0,
CAND_0000992,False,0,
CAND_0000993,False,0,
CAND_0000994,False,0,
CAND_0000995,False,0,
CAND_0000996,False,0,
CAND_0000997,False,0,
CAND_0000998,False,0,
CAND_0000999,False,0,
CAND_0001000,False,0,
CAND_0001001,False,0,
CAND_0001002,False,0,
CAND_0001003,False,0,
CAND_0001004,False,0,
CAND_0001005,False,0,
CAND_0001006,False,0,
CAND_0001007,False,0,
CAND_0001008,False,0,
CAND_0001009,False,0,
CAND_0001010,False,0,
CAND_0001011,False,0,
CAND_0001012,False,0,
CAND_0001013,False,0,
CAND_0001014,False,0,
CAND_0001015,False,0,
CAND_0001016,False,0,
CAND_0001017,False,0,
CAND_0001018,False,0,
CAND_0001019,False,0,
CAND_0001020,False,0,
CAND_0001021,False,0,
CAND_0001022,False,0,
CAND_0001023,False,0,
CAND_0001024,False,0,
CAND_0001025,False,0,
CAND_0001026,False,0,
CAND_0001027,False,0,
CAND_0001028,False,0,
CAND_0001029,False,0,
CAND_0001030,False,0,
CAND_0001031,False,0,
CAND_0001032,False,0,
CAND_0001033,False,0,
CAND_0001034,False,0,
CAND_0001035,False,0,
CAND_0001036,False,0,
CAND_0001037,False,0,
CAND_0001038,False,0,
CAND_0001039,False,0,
CAND_0001040,False,0,
CAND_0001041,False,0,
CAND_0001042,False,0,
CAND_0001043,False,0,
CAND_0001044,False,0,
CAND_0001045,False,0,
CAND_0001046,False,0,
CAND_0001047,False,0,
CAND_0001048,False,0,
CAND_0001049,False,0,
CAND_0001050,False,0,
CAND_0001051,False,0,
CAND_0001052,False,0,
CAND_0001053,False,0,
CAND_0001054,False,0,
CAND_0001055,False,0,
CAND_0001056,False,0,
CAND_0001057,False,0,
CAND_0001058,False,0,
CAND_0001059,False,0,
CAND_0001060,False,0,
CAND_0001061,False,0,
CAND_0001062,False,0,
CAND_0001063,False,0,
CAND_0001064,False,0,
CAND_0001065,False,0,
CAND_0001066,False,0,
CAND_0001067,False,0,
CAND_0001068,False,0,
CAND_0001069,False,0,
CAND_0001070,False,0,
CAND_0001071,False,0,
CAND_0001072,False,0,
CAND_0001073,False,0,
