candidate_id,rank,cross_encoder_score
CAND_0044503,182,0.231614
CAND_0096801,183,0.231093
CAND_0018722,184,0.230746
CAND_0080794,185,0.230573
CAND_0068892,186,0.227641
CAND_0041918,187,0.226784
CAND_0043676,188,0.226784
CAND_0051003,189,0.226784
CAND_0068513,190,0.224055
CAND_0058791,191,0.223208
CAND_0002344,192,0.221519
CAND_0065195,193,0.221351
CAND_0028793,194,0.219672
CAND_0006833,195,0.218336
CAND_0005649,196,0.218169
CAND_0032271,197,0.217504
CAND_0081480,198,0.217504
CAND_0056584,199,0.217338
CAND_0021491,200,0.215846
CAND_0023458,201,0.214691
CAND_0093474,202,0.214691
CAND_0025923,203,0.214034
CAND_0082913,204,0.210929
CAND_0072660,205,0.209631
CAND_0092706,206,0.209631
CAND_0052400,207,0.208824
CAND_0041233,208,0.204025
CAND_0087702,209,0.202443
CAND_0086028,210,0.200714
CAND_0046132,211,0.199620
CAND_0079688,212,0.198685
CAND_0058146,213,0.198530
CAND_0078606,214,0.197444
CAND_0009837,215,0.195287
CAND_0002270,216,0.193452
CAND_0074416,217,0.192539
CAND_0015097,218,0.191933
CAND_0041083,219,0.191026
CAND_0025640,220,0.190573
CAND_0070485,221,0.189821
CAND_0076587,222,0.188922
CAND_0085108,223,0.188324
CAND_0095884,224,0.187579
CAND_0031528,225,0.187430
CAND_0067643,226,0.187281
CAND_0094685,227,0.187281
CAND_0030953,228,0.185209
CAND_0091348,229,0.185062
CAND_0088878,230,0.184620
CAND_0081086,231,0.184473
CAND_0089211,232,0.181844
CAND_0072232,233,0.181263
CAND_0029714,234,0.180251
CAND_0089829,235,0.180251
CAND_0058300,236,0.179963
CAND_0076904,237,0.179387
CAND_0052328,238,0.177526
CAND_0078002,239,0.176530
CAND_0083879,240,0.175679
CAND_0069638,241,0.175538
CAND_0086151,242,0.175114
CAND_0086292,243,0.174973
CAND_0060257,244,0.174692
CAND_0053472,245,0.174270
CAND_0030193,246,0.173428
CAND_0074024,247,0.173288
CAND_0054377,248,0.173148
CAND_0054747,249,0.173009
CAND_0094292,250,0.172590
CAND_0012957,251,0.172450
CAND_0074317,252,0.171338
CAND_0076930,253,0.170923
CAND_0051310,254,0.170508
CAND_0066798,255,0.170232
CAND_0052082,256,0.170094
CAND_0035764,257,0.169956
CAND_0052560,258,0.169819
CAND_0012988,259,0.169543
CAND_0000031,260,0.168720
CAND_0008297,261,0.168720
CAND_0082838,262,0.168583
CAND_0002112,263,0.168446
CAND_0070206,264,0.168309
CAND_0022979,265,0.167900
CAND_0054271,266,0.167900
CAND_0062413,267,0.167900
CAND_0073450,268,0.167900
CAND_0022720,269,0.166947
CAND_0005191,270,0.166134
CAND_0067091,271,0.166134
CAND_0063379,272,0.165863
CAND_0024549,273,0.165593
CAND_0051630,274,0.165593
CAND_0046459,275,0.164920
CAND_0059084,276,0.164114
CAND_0094400,277,0.163713
CAND_0075481,278,0.163579
CAND_0001819,279,0.163445
CAND_0014440,280,0.163312
CAND_0030550,281,0.161585
CAND_0092664,282,0.161320
CAND_0095271,283,0.161320
CAND_0019200,284,0.161188
CAND_0062291,285,0.160661
CAND_0095858,286,0.160266
CAND_0081709,287,0.159610
CAND_0023800,288,0.159348
CAND_0078508,289,0.158826
CAND_0050146,290,0.158565
CAND_0036863,291,0.157914
CAND_0043050,292,0.156878
CAND_0064331,293,0.156878
CAND_0017960,294,0.154312
CAND_0070202,295,0.154185
CAND_0066035,296,0.153930
CAND_0095042,297,0.153803
CAND_0035037,298,0.153422
CAND_0055542,299,0.152284
CAND_0015065,300,0.151655
CAND_0073418,301,0.151028
CAND_0048509,302,0.150778
CAND_0044890,303,0.148541
CAND_0023541,304,0.148170
CAND_0064458,305,0.147432
CAND_0076035,306,0.147065
CAND_0079764,307,0.147065
CAND_0015967,308,0.146575
CAND_0071409,309,0.146575
CAND_0005311,310,0.146453
CAND_0073556,311,0.145601
CAND_0093883,312,0.145601
CAND_0007861,313,0.144994
CAND_0048166,314,0.144269
CAND_0027663,315,0.143788
CAND_0067041,316,0.142351
CAND_0073883,317,0.142351
CAND_0023645,318,0.142232
CAND_0088526,319,0.140926
CAND_0089823,320,0.140808
CAND_0041614,321,0.140336
CAND_0046872,322,0.139866
CAND_0087364,323,0.139631
CAND_0046621,324,0.139279
CAND_0012888,325,0.139045
CAND_0075439,326,0.139045
CAND_0029426,327,0.138578
CAND_0014126,328,0.138229
CAND_0042388,329,0.138229
CAND_0031068,330,0.137996
CAND_0074907,331,0.137996
CAND_0050765,332,0.136954
CAND_0041696,333,0.136724
CAND_0088441,334,0.136724
CAND_0007164,335,0.136608
CAND_0041919,336,0.136493
CAND_0004555,337,0.136263
CAND_0073620,338,0.136148
CAND_0027090,339,0.136033
CAND_0076295,340,0.135461
CAND_0071342,341,0.135346
CAND_0041594,342,0.135232
CAND_0073470,343,0.134890
CAND_0036973,344,0.134776
CAND_0040079,345,0.134435
CAND_0047682,346,0.134208
CAND_0026641,347,0.134094
CAND_0077552,348,0.134094
CAND_0069718,349,0.133641
CAND_0071115,350,0.133415
CAND_0041669,351,0.133190
CAND_0093283,352,0.132290
CAND_0051545,353,0.131396
CAND_0094776,354,0.131396
CAND_0050216,355,0.131285
CAND_0043958,356,0.131173
CAND_0027893,357,0.131062
CAND_0041348,358,0.130618
CAND_0089772,359,0.129954
CAND_0044000,360,0.129513
CAND_0074225,361,0.128854
CAND_0079284,362,0.128854
CAND_0099268,363,0.128088
CAND_0073626,364,0.127761
CAND_0016753,365,0.126893
CAND_0071913,366,0.126785
CAND_0001930,367,0.126569
CAND_0051284,368,0.126353
CAND_0064463,369,0.126353
CAND_0044716,370,0.125601
CAND_0066302,371,0.125601
CAND_0041625,372,0.125279
CAND_0071834,373,0.125172
CAND_0071747,374,0.124745
CAND_0091909,375,0.124745
CAND_0094922,376,0.124639
CAND_0075715,377,0.124532
CAND_0010770,378,0.124107
CAND_0005904,379,0.124001
CAND_0082086,380,0.124001
CAND_0043233,381,0.123683
CAND_0028527,382,0.123471
CAND_0081686,383,0.123366
CAND_0015643,384,0.123049
CAND_0044483,385,0.122944
CAND_0057162,386,0.122733
CAND_0008943,387,0.122523
CAND_0068081,388,0.122523
CAND_0004628,389,0.122104
CAND_0081786,390,0.121895
CAND_0019280,391,0.121686
CAND_0040092,392,0.121686
CAND_0064967,393,0.121686
CAND_0089470,394,0.121581
CAND_0006299,395,0.121269
CAND_0025882,396,0.120957
CAND_0028647,397,0.120853
CAND_0084819,398,0.120853
CAND_0078492,399,0.120646
CAND_0035315,400,0.120542
CAND_0000969,401,0.120335
CAND_0013314,402,0.120232
CAND_0097554,403,0.119923
CAND_0008295,404,0.119819
CAND_0064130,405,0.119717
CAND_0079084,406,0.119717
CAND_0050040,407,0.119408
CAND_0007052,408,0.119305
CAND_0051615,409,0.119203
CAND_0004799,410,0.118589
CAND_0007009,411,0.118589
CAND_0097077,412,0.118589
CAND_0029294,413,0.118385
CAND_0029449,414,0.118385
CAND_0097037,415,0.118181
CAND_0000422,416,0.117775
CAND_0015581,417,0.117775
CAND_0016268,418,0.117775
CAND_0015760,419,0.117572
CAND_0004673,420,0.117370
CAND_0013416,421,0.117167
CAND_0032807,422,0.117167
CAND_0003635,423,0.116966
CAND_0054318,424,0.115761
CAND_0087006,425,0.115761
CAND_0035292,426,0.115162
CAND_0068777,427,0.115162
CAND_0037944,428,0.114963
CAND_0013613,429,0.114566
CAND_0001600,430,0.114369
CAND_0067717,431,0.114369
CAND_0091342,432,0.114369
CAND_0095253,433,0.114369
CAND_0057889,434,0.114171
CAND_0040200,435,0.113580
CAND_0063695,436,0.113580
CAND_0094918,437,0.112991
CAND_0036173,438,0.112210
CAND_0084391,439,0.112210
CAND_0072441,440,0.112016
CAND_0014369,441,0.111241
CAND_0090300,442,0.111241
CAND_0061265,443,0.111048
CAND_0089498,444,0.111048
CAND_0071432,445,0.110856
CAND_0033179,446,0.109897
CAND_0002638,447,0.109706
CAND_0089012,448,0.109325
CAND_0054471,449,0.109135
CAND_0071821,450,0.108945
CAND_0091039,451,0.108945
CAND_0026532,452,0.108756
CAND_0057901,453,0.107625
CAND_0032955,454,0.107437
CAND_0077664,455,0.107250
CAND_0014360,456,0.107063
CAND_0053905,457,0.106691
CAND_0008202,458,0.106505
CAND_0085640,459,0.106505
CAND_0000165,460,0.106319
CAND_0072121,461,0.106133
CAND_0088438,462,0.106133
CAND_0086018,463,0.105948
CAND_0093840,464,0.105763
CAND_0073253,465,0.105579
CAND_0017834,466,0.105395
CAND_0057919,467,0.105211
CAND_0076167,468,0.105027
CAND_0046313,469,0.104843
CAND_0049541,470,0.104660
CAND_0035879,471,0.104295
CAND_0018613,472,0.104112
CAND_0068543,473,0.104112
CAND_0029050,474,0.103930
CAND_0026549,475,0.103749
CAND_0000212,476,0.102484
CAND_0068111,477,0.102484
CAND_0030503,478,0.102305
CAND_0040433,479,0.102125
CAND_0066713,480,0.101947
CAND_0015057,481,0.101768
CAND_0035276,482,0.101589
CAND_0038658,483,0.101233
CAND_0073204,484,0.101056
CAND_0001645,485,0.100879
CAND_0079064,486,0.100879
CAND_0037000,487,0.100702
CAND_0069776,488,0.100525
CAND_0004006,489,0.100348
CAND_0076526,490,0.099821
CAND_0071334,491,0.099645
CAND_0032791,492,0.099295
CAND_0050592,493,0.099295
CAND_0033501,494,0.099121
CAND_0041379,495,0.098947
CAND_0017557,496,0.098773
CAND_0012798,497,0.098599
CAND_0061655,498,0.098599
CAND_0087282,499,0.098599
CAND_0092167,500,0.098599
CAND_0014743,501,0.097562
CAND_0058327,502,0.097562
CAND_0042056,503,0.097390
CAND_0031143,504,0.097219
CAND_0066075,505,0.096877
CAND_0021903,506,0.096706
CAND_0076870,507,0.096706
CAND_0006354,508,0.096535
CAND_0098758,509,0.096365
CAND_0064893,510,0.096025
CAND_0065671,511,0.096025
CAND_0016671,512,0.095856
CAND_0053908,513,0.095856
CAND_0016175,514,0.095687
CAND_0099347,515,0.095518
CAND_0013921,516,0.095349
CAND_0018477,517,0.095181
CAND_0062815,518,0.095181
CAND_0052027,519,0.095013
CAND_0076319,520,0.095013
CAND_0059795,521,0.094845
CAND_0078810,522,0.094845
CAND_0095060,523,0.094845
CAND_0052131,524,0.094678
CAND_0070673,525,0.094343
CAND_0082973,526,0.094343
CAND_0053605,527,0.094177
CAND_0076826,528,0.094010
CAND_0064959,529,0.093512
CAND_0067989,530,0.093512
CAND_0004344,531,0.093347
CAND_0099805,532,0.093182
CAND_0078452,533,0.093017
CAND_0012722,534,0.092852
CAND_0026410,535,0.092852
CAND_0068596,536,0.092852
CAND_0008407,537,0.092524
CAND_0022547,538,0.092524
CAND_0076598,539,0.092524
CAND_0077067,540,0.092360
CAND_0046020,541,0.092196
CAND_0070333,542,0.092196
CAND_0045900,543,0.091707
CAND_0053934,544,0.091707
CAND_0055960,545,0.091707
CAND_0037511,546,0.091544
CAND_0041610,547,0.091544
CAND_0007179,548,0.091382
CAND_0094165,549,0.091382
CAND_0058945,550,0.091058
CAND_0078283,551,0.091058
CAND_0028288,552,0.090735
CAND_0054795,553,0.090735
CAND_0069431,554,0.090735
CAND_0008451,555,0.090414
CAND_0018354,556,0.090414
CAND_0000739,557,0.090253
CAND_0060303,558,0.090253
CAND_0052782,559,0.090093
CAND_0077413,560,0.089933
CAND_0007008,561,0.089773
CAND_0051466,562,0.089773
CAND_0064532,563,0.089773
CAND_0032515,564,0.088978
CAND_0039419,565,0.088978
CAND_0040506,566,0.088978
CAND_0065878,567,0.088978
CAND_0019583,568,0.088662
CAND_0060844,569,0.088347
CAND_0049771,570,0.088190
CAND_0098433,571,0.088190
CAND_0099269,572,0.088190
CAND_0009198,573,0.087408
CAND_0028710,574,0.087252
CAND_0067866,575,0.087252
CAND_0040159,576,0.087097
CAND_0069248,577,0.087097
CAND_0063585,578,0.086632
CAND_0066791,579,0.086632
CAND_0063117,580,0.086323
CAND_0068872,581,0.086323
CAND_0085833,582,0.086323
CAND_0023874,583,0.086016
CAND_0009678,584,0.085862
CAND_0011738,585,0.085709
CAND_0033784,586,0.085709
CAND_0089889,587,0.085556
CAND_0033787,588,0.085404
CAND_0035036,589,0.085404
CAND_0077285,590,0.085404
CAND_0002830,591,0.085251
CAND_0007567,592,0.085251
CAND_0044202,593,0.085251
CAND_0070084,594,0.085099
CAND_0015132,595,0.084795
CAND_0001940,596,0.084493
CAND_0023179,597,0.084493
CAND_0032216,598,0.084493
CAND_0068724,599,0.084493
CAND_0089552,600,0.084342
CAND_0029272,601,0.084191
CAND_0088335,602,0.084191
CAND_0014648,603,0.083890
CAND_0058116,604,0.083890
CAND_0033842,605,0.083740
CAND_0062421,606,0.083740
CAND_0026713,607,0.083591
CAND_0002190,608,0.083441
CAND_0040764,609,0.083441
CAND_0018070,610,0.082994
CAND_0029135,611,0.082697
CAND_0093912,612,0.082549
CAND_0056137,613,0.082402
CAND_0094445,614,0.082402
CAND_0074866,615,0.081960
CAND_0095358,616,0.081960
CAND_0098714,617,0.081960
CAND_0099499,618,0.081813
CAND_0084161,619,0.081666
CAND_0033352,620,0.081520
CAND_0033311,621,0.081228
CAND_0095199,622,0.081228
CAND_0003278,623,0.081082
CAND_0010283,624,0.080937
CAND_0053004,625,0.080937
CAND_0016755,626,0.080792
CAND_0022026,627,0.080792
CAND_0042100,628,0.080502
CAND_0089405,629,0.080502
CAND_0089495,630,0.080502
CAND_0044395,631,0.080357
CAND_0028816,632,0.080069
CAND_0015078,633,0.079926
CAND_0020992,634,0.079926
CAND_0053772,635,0.079926
CAND_0057806,636,0.079926
CAND_0083790,637,0.079926
CAND_0054339,638,0.079782
CAND_0063541,639,0.079639
CAND_0040830,640,0.079210
CAND_0047460,641,0.078784
CAND_0011229,642,0.078642
CAND_0024156,643,0.078642
CAND_0062304,644,0.078501
CAND_0090385,645,0.078501
CAND_0017548,646,0.078219
CAND_0092124,647,0.078078
CAND_0040117,648,0.077797
CAND_0060802,649,0.077797
CAND_0022358,650,0.077518
CAND_0069907,651,0.077518
CAND_0013549,652,0.077378
CAND_0008622,653,0.077100
CAND_0017180,654,0.077100
CAND_0096131,655,0.077100
CAND_0001610,656,0.076961
CAND_0051759,657,0.076822
CAND_0079885,658,0.076822
CAND_0088534,659,0.076684
CAND_0039716,660,0.076546
CAND_0056704,661,0.076546
CAND_0033864,662,0.076132
CAND_0043641,663,0.075995
CAND_0065325,664,0.075995
CAND_0052937,665,0.075858
CAND_0012610,666,0.075721
CAND_0017215,667,0.075721
CAND_0048907,668,0.075721
CAND_0052600,669,0.075721
CAND_0014195,670,0.075585
CAND_0041680,671,0.075448
CAND_0082559,672,0.075448
CAND_0086908,673,0.075176
CAND_0089788,674,0.075176
CAND_0045439,675,0.075041
CAND_0069582,676,0.074770
CAND_0082407,677,0.074635
CAND_0042029,678,0.074500
CAND_0042564,679,0.074500
CAND_0065445,680,0.074500
CAND_0054328,681,0.074366
CAND_0075731,682,0.074366
CAND_0075747,683,0.074366
CAND_0087316,684,0.074366
CAND_0006357,685,0.074231
CAND_0003609,686,0.073963
CAND_0053103,687,0.073963
CAND_0062772,688,0.073963
CAND_0071440,689,0.073963
CAND_0005683,690,0.073830
CAND_0082910,691,0.073830
CAND_0057202,692,0.073696
CAND_0058517,693,0.073696
CAND_0066884,694,0.073696
CAND_0070458,695,0.073696
CAND_0029437,696,0.073563
CAND_0031029,697,0.073563
CAND_0071544,698,0.073563
CAND_0007207,699,0.073430
CAND_0001405,700,0.073297
CAND_0036107,701,0.073297
CAND_0070225,702,0.073297
CAND_0018234,703,0.073165
CAND_0047655,704,0.073165
CAND_0007999,705,0.073032
CAND_0064452,706,0.073032
CAND_0014439,707,0.072900
CAND_0032203,708,0.072900
CAND_0069773,709,0.072900
CAND_0091890,710,0.072768
CAND_0013111,711,0.072637
CAND_0022856,712,0.072505
CAND_0034735,713,0.072505
CAND_0038009,714,0.072505
CAND_0046955,715,0.072505
CAND_0036099,716,0.072374
CAND_0047907,717,0.072374
CAND_0003222,718,0.072243
CAND_0034374,719,0.072243
CAND_0008458,720,0.072112
CAND_0020140,721,0.072112
CAND_0001319,722,0.071982
CAND_0005610,723,0.071851
CAND_0029188,724,0.071851
CAND_0044213,725,0.071721
CAND_0031027,726,0.071591
CAND_0046216,727,0.071591
CAND_0086593,728,0.071461
CAND_0096612,729,0.071461
CAND_0001056,730,0.071332
CAND_0019210,731,0.071332
CAND_0007498,732,0.071203
CAND_0084260,733,0.071203
CAND_0089595,734,0.071203
CAND_0080344,735,0.071074
CAND_0000845,736,0.070945
CAND_0022671,737,0.070945
CAND_0086080,738,0.070945
CAND_0017583,739,0.070560
CAND_0020497,740,0.070560
CAND_0067979,741,0.070560
CAND_0022289,742,0.070432
CAND_0057907,743,0.070432
CAND_0073781,744,0.070304
CAND_0020482,745,0.070176
CAND_0074440,746,0.070176
CAND_0039227,747,0.070049
CAND_0048064,748,0.070049
CAND_0089888,749,0.070049
CAND_0013113,750,0.069922
CAND_0018660,751,0.069668
CAND_0029329,752,0.069668
CAND_0060538,753,0.069668
CAND_0046526,754,0.069542
CAND_0054394,755,0.069542
CAND_0096589,756,0.069542
CAND_0021706,757,0.069415
CAND_0054480,758,0.069415
CAND_0015108,759,0.069289
CAND_0058412,760,0.069289
CAND_0061891,761,0.069289
CAND_0082262,762,0.069289
CAND_0088614,763,0.069164
CAND_0000021,764,0.069038
CAND_0023932,765,0.069038
CAND_0028065,766,0.069038
CAND_0035023,767,0.069038
CAND_0017726,768,0.068912
CAND_0045464,769,0.068912
CAND_0036898,770,0.068787
CAND_0085329,771,0.068787
CAND_0086460,772,0.068787
CAND_0020903,773,0.068537
CAND_0024506,774,0.068537
CAND_0096906,775,0.068537
CAND_0006701,776,0.068289
CAND_0026495,777,0.068040
CAND_0049163,778,0.068040
CAND_0092182,779,0.068040
CAND_0027925,780,0.067917
CAND_0057148,781,0.067917
CAND_0092916,782,0.067917
CAND_0056121,783,0.067670
CAND_0075984,784,0.067670
CAND_0002825,785,0.067424
CAND_0021442,786,0.067424
CAND_0090251,787,0.067424
CAND_0007940,788,0.067301
CAND_0033509,789,0.067179
CAND_0052744,790,0.067179
CAND_0041402,791,0.066934
CAND_0043029,792,0.066934
CAND_0070166,793,0.066934
CAND_0087145,794,0.066934
CAND_0094076,795,0.066812
CAND_0003117,796,0.066691
CAND_0094670,797,0.066691
CAND_0001302,798,0.066448
CAND_0076752,799,0.066448
CAND_0098168,800,0.066448
CAND_0066309,801,0.066327
CAND_0012685,802,0.066085
CAND_0022870,803,0.066085
CAND_0044696,804,0.066085
CAND_0059493,805,0.066085
CAND_0018612,806,0.065965
CAND_0098454,807,0.065965
CAND_0002113,808,0.065845
CAND_0008906,809,0.065845
CAND_0045475,810,0.065845
CAND_0060784,811,0.065845
CAND_0028058,812,0.065725
CAND_0028284,813,0.065725
CAND_0097642,814,0.065725
CAND_0009529,815,0.065605
CAND_0089444,816,0.065605
CAND_0098284,817,0.065605
CAND_0019465,818,0.065485
CAND_0033983,819,0.065485
CAND_0048247,820,0.065485
CAND_0054059,821,0.065485
CAND_0080465,822,0.065485
CAND_0099421,823,0.065485
CAND_0017047,824,0.065366
CAND_0057522,825,0.065366
CAND_0073339,826,0.065366
CAND_0094049,827,0.065366
CAND_0017012,828,0.065247
CAND_0038218,829,0.065247
CAND_0039498,830,0.065247
CAND_0044699,831,0.065247
CAND_0067485,832,0.065247
CAND_0080670,833,0.065247
CAND_0084386,834,0.065247
CAND_0069038,835,0.065128
CAND_0075849,836,0.065128
CAND_0088703,837,0.065128
CAND_0091371,838,0.065128
CAND_0044780,839,0.065009
CAND_0071866,840,0.065009
CAND_0099445,841,0.065009
CAND_0087120,842,0.064890
CAND_0032156,843,0.064772
CAND_0016868,844,0.064653
CAND_0008665,845,0.064535
CAND_0019447,846,0.064535
CAND_0055778,847,0.064535
CAND_0077003,848,0.064535
CAND_0098989,849,0.064300
CAND_0052722,850,0.064183
CAND_0073156,851,0.064183
CAND_0017648,852,0.064065
CAND_0070544,853,0.064065
CAND_0081472,854,0.064065
CAND_0016050,855,0.063832
CAND_0097189,856,0.063832
CAND_0025552,857,0.063715
CAND_0047396,858,0.063715
CAND_0064270,859,0.063715
CAND_0084760,860,0.063599
CAND_0087331,861,0.063599
CAND_0032623,862,0.063482
CAND_0053632,863,0.063482
CAND_0071087,864,0.063366
CAND_0025425,865,0.063251
CAND_0092941,866,0.063251
CAND_0095528,867,0.063251
CAND_0024860,868,0.063135
CAND_0061795,869,0.063135
CAND_0011878,870,0.063019
CAND_0063622,871,0.063019
CAND_0096357,872,0.063019
CAND_0009058,873,0.062904
CAND_0071395,874,0.062904
CAND_0032992,875,0.062789
CAND_0049688,876,0.062789
CAND_0055573,877,0.062789
CAND_0068255,878,0.062674
CAND_0070192,879,0.062560
CAND_0074731,880,0.062560
CAND_0094732,881,0.062560
CAND_0065159,882,0.062445
CAND_0065492,883,0.062445
CAND_0070010,884,0.062445
CAND_0050468,885,0.062331
CAND_0064370,886,0.062331
CAND_0065052,887,0.062217
CAND_0096655,888,0.062217
CAND_0044406,889,0.062103
CAND_0057159,890,0.062103
CAND_0068159,891,0.062103
CAND_0047703,892,0.061989
CAND_0095213,893,0.061876
CAND_0074824,894,0.061763
CAND_0075930,895,0.061763
CAND_0015099,896,0.061650
CAND_0056590,897,0.061650
CAND_0062972,898,0.061537
CAND_0081183,899,0.061537
CAND_0081366,900,0.061537
CAND_0032852,901,0.061424
CAND_0059737,902,0.061424
CAND_0007827,903,0.061312
CAND_0015734,904,0.061312
CAND_0065293,905,0.061312
CAND_0089902,906,0.061312
CAND_0018013,907,0.061199
CAND_0021222,908,0.061199
CAND_0049540,909,0.061199
CAND_0074258,910,0.061199
CAND_0007387,911,0.061087
CAND_0063731,912,0.061087
CAND_0011899,913,0.060975
CAND_0047921,914,0.060975
CAND_0051376,915,0.060975
CAND_0070719,916,0.060975
CAND_0075513,917,0.060975
CAND_0079574,918,0.060863
CAND_0088675,919,0.060863
CAND_0092322,920,0.060863
CAND_0001608,921,0.060752
CAND_0015674,922,0.060752
CAND_0031707,923,0.060752
CAND_0047470,924,0.060641
CAND_0064821,925,0.060641
CAND_0048862,926,0.060529
CAND_0097299,927,0.060529
CAND_0012586,928,0.060418
CAND_0091436,929,0.060418
CAND_0003977,930,0.060308
