candidate_id,llm_rank,relevance_grade,honeypot_override_applied
CAND_0000200,183,1,0
CAND_0089249,184,1,0
CAND_0040178,185,1,0
CAND_0065430,186,1,0
CAND_0010541,187,1,0
CAND_0023076,188,1,0
CAND_0040310,189,1,0
CAND_0066035,190,1,0
CAND_0067041,191,1,0
CAND_0083790,192,1,0
CAND_0060538,193,1,0
CAND_0028287,194,1,0
CAND_0089406,195,1,0
CAND_0073633,196,1,0
CAND_0013665,197,1,0
CAND_0067322,198,1,0
CAND_0043829,199,1,0
CAND_0091899,200,1,0
CAND_0000273,201,1,0
CAND_0071321,202,1,0
CAND_0063108,203,1,0
CAND_0042441,204,1,0
CAND_0025640,205,1,0
CAND_0007052,206,1,0
CAND_0046020,207,1,0
CAND_0080465,208,1,0
CAND_0092255,209,1,0
CAND_0052360,210,1,0
CAND_0000165,211,1,0
CAND_0004402,212,1,0
CAND_0098952,213,1,0
CAND_0052706,214,1,0
CAND_0081086,215,1,0
CAND_0015967,216,1,0
CAND_0015581,217,1,0
CAND_0053605,218,1,0
CAND_0077067,219,1,0
CAND_0048558,220,1,0
CAND_0065633,221,1,0
CAND_0034177,222,1,0
CAND_0018094,223,1,0
CAND_0065277,224,1,0
CAND_0074339,225,1,0
CAND_0032089,226,1,0
CAND_0023583,227,1,0
CAND_0093763,228,1,0
CAND_0068932,229,1,0
CAND_0014063,230,1,0
CAND_0082086,231,1,0
CAND_0098454,232,1,0
CAND_0003791,233,1,0
CAND_0065786,234,1,0
CAND_0068410,235,1,0
CAND_0049978,236,1,0
CAND_0005269,237,1,0
CAND_0096104,238,1,0
CAND_0022415,239,1,0
CAND_0054546,240,1,0
CAND_0061175,241,1,0
CAND_0081480,242,1,0
CAND_0023458,243,1,0
CAND_0074317,244,1,0
CAND_0093883,245,1,0
CAND_0004628,246,1,0
CAND_0073204,247,1,0
CAND_0059795,248,1,0
CAND_0017648,249,1,0
CAND_0051219,250,1,0
CAND_0024147,251,1,0
CAND_0072091,252,1,0
CAND_0051486,253,1,0
CAND_0071722,254,1,0
CAND_0094358,255,1,0
CAND_0057736,256,1,0
CAND_0033405,257,1,0
CAND_0084460,258,1,0
CAND_0067401,259,1,0
CAND_0078579,260,1,0
CAND_0087804,261,1,0
CAND_0073007,262,1,0
CAND_0020845,263,1,0
CAND_0043125,264,1,0
CAND_0076995,265,1,0
CAND_0073883,266,1,0
CAND_0035315,267,1,0
CAND_0087006,268,1,0
CAND_0091890,269,1,0
CAND_0086460,270,1,0
CAND_0017590,271,1,0
CAND_0014858,272,1,0
CAND_0076482,273,1,0
CAND_0026424,274,1,0
CAND_0013393,275,1,0
CAND_0062561,276,1,0
CAND_0034164,277,1,0
CAND_0091348,278,1,0
CAND_0060257,279,1,0
CAND_0057162,280,1,0
CAND_0040200,281,1,0
CAND_0063585,282,1,0
CAND_0069773,283,1,0
CAND_0058412,284,1,0
CAND_0049163,285,1,0
CAND_0051593,286,1,0
CAND_0005883,287,1,0
CAND_0073139,288,1,0
CAND_0065991,289,1,0
CAND_0053422,290,1,0
CAND_0030780,291,1,0
CAND_0096823,292,1,0
CAND_0092468,293,1,0
CAND_0025293,294,1,0
CAND_0095972,295,1,0
CAND_0004112,296,1,0
CAND_0015582,297,1,0
CAND_0082489,298,1,0
CAND_0077418,299,1,0
CAND_0022614,300,1,0
CAND_0029671,301,1,0
CAND_0078785,302,1,0
CAND_0051936,303,1,0
CAND_0074648,304,1,0
CAND_0019880,305,1,0
CAND_0070525,306,1,0
CAND_0088602,307,1,0
CAND_0087744,308,1,0
CAND_0096801,309,1,0
CAND_0043676,310,1,0
CAND_0051003,311,1,0
CAND_0021491,312,1,0
CAND_0046132,313,1,0
CAND_0015097,314,1,0
CAND_0094685,315,1,0
CAND_0089211,316,1,0
CAND_0072232,317,1,0
CAND_0069638,318,1,0
CAND_0062413,319,1,0
CAND_0046459,320,1,0
CAND_0076035,321,1,0
CAND_0073556,322,1,0
CAND_0050765,323,1,0
CAND_0069718,324,1,0
CAND_0043958,325,1,0
CAND_0008943,326,1,0
CAND_0025882,327,1,0
CAND_0008295,328,1,0
CAND_0090300,329,1,0
CAND_0033179,330,1,0
CAND_0046313,331,1,0
CAND_0052027,332,1,0
CAND_0067866,333,1,0
CAND_0032216,334,1,0
CAND_0029135,335,1,0
CAND_0044213,336,1,0
CAND_0074731,337,1,0
CAND_0018013,338,1,0
CAND_0049540,339,1,0
CAND_0070930,340,1,0
CAND_0033987,341,1,0
CAND_0072547,342,1,0
CAND_0006538,343,1,0
CAND_0016659,344,1,0
CAND_0074098,345,1,0
CAND_0056176,346,1,0
CAND_0080534,347,1,0
CAND_0086154,348,1,0
CAND_0038206,349,1,0
CAND_0003841,350,1,0
CAND_0051692,351,1,0
CAND_0035321,352,1,0
CAND_0054859,353,1,0
CAND_0054173,354,1,0
CAND_0037160,355,1,0
CAND_0013702,356,1,0
CAND_0001651,357,1,0
CAND_0010149,358,1,0
CAND_0016964,359,1,0
CAND_0085706,360,1,0
CAND_0004972,361,1,0
CAND_0047542,362,1,0
CAND_0048306,363,1,0
CAND_0019143,364,1,0
CAND_0012837,365,1,0
CAND_0006553,366,1,0
CAND_0053001,367,1,0
CAND_0040521,368,1,0
CAND_0077031,369,1,0
CAND_0017093,370,1,0
CAND_0071939,371,1,0
CAND_0033445,372,1,0
CAND_0097896,373,1,0
CAND_0009516,374,1,0
CAND_0082913,375,1,0
CAND_0044890,376,1,0
CAND_0007861,377,1,0
CAND_0000422,378,1,0
CAND_0099269,379,1,0
CAND_0044091,380,1,0
CAND_0072218,381,1,0
CAND_0094728,382,1,0
CAND_0046278,383,1,0
CAND_0071880,384,1,0
CAND_0043860,385,1,0
CAND_0008517,386,1,0
CAND_0039410,387,1,0
CAND_0064664,388,1,0
CAND_0082291,389,1,0
CAND_0018080,390,1,0
CAND_0003900,391,1,0
CAND_0005509,392,1,0
CAND_0003575,393,1,0
CAND_0072020,394,1,0
CAND_0088665,395,1,0
CAND_0079415,396,1,0
CAND_0061177,397,1,0
CAND_0085767,398,1,0
CAND_0036484,399,1,0
CAND_0024630,400,1,0
CAND_0074325,401,1,0
CAND_0018888,402,1,0
CAND_0019288,403,1,0
CAND_0043312,404,1,0
CAND_0011643,405,1,0
CAND_0022274,406,1,0
CAND_0016170,407,1,0
CAND_0013122,408,1,0
CAND_0029439,409,1,0
CAND_0016267,410,1,0
CAND_0024878,411,1,0
CAND_0002793,412,1,0
CAND_0077498,413,1,0
CAND_0068513,414,1,0
CAND_0002344,415,1,0
CAND_0092706,416,1,0
CAND_0041233,417,1,0
CAND_0076587,418,1,0
CAND_0035764,419,1,0
CAND_0054271,420,1,0
CAND_0067091,421,1,0
CAND_0001819,422,1,0
CAND_0078508,423,1,0
CAND_0015065,424,1,0
CAND_0077552,425,1,0
CAND_0041348,426,1,0
CAND_0071747,427,1,0
CAND_0028527,428,1,0
CAND_0028647,429,1,0
CAND_0016268,430,1,0
CAND_0015760,431,1,0
CAND_0088438,432,1,0
CAND_0035879,433,1,0
CAND_0018613,434,1,0
CAND_0015057,435,1,0
CAND_0014743,436,1,0
CAND_0066075,437,1,0
CAND_0095060,438,1,0
CAND_0055960,439,1,0
CAND_0094165,440,1,0
CAND_0007008,441,1,0
CAND_0051466,442,1,0
CAND_0066791,443,1,0
CAND_0015132,444,1,0
CAND_0033311,445,1,0
CAND_0010283,446,1,0
CAND_0089495,447,1,0
CAND_0080344,448,1,0
CAND_0039227,449,1,0
CAND_0046526,450,1,0
CAND_0082262,451,1,0
CAND_0052744,452,1,0
CAND_0041402,453,1,0
CAND_0044696,454,1,0
CAND_0008918,455,1,0
CAND_0065561,456,1,0
CAND_0011327,457,1,0
CAND_0055624,458,1,0
CAND_0088378,459,1,0
CAND_0043381,460,1,0
CAND_0061696,461,1,0
CAND_0076472,462,1,0
CAND_0010655,463,1,0
CAND_0088385,464,1,0
CAND_0090584,465,1,0
CAND_0033303,466,1,0
CAND_0015543,467,1,0
CAND_0066623,468,1,0
CAND_0072768,469,1,0
CAND_0002037,470,1,0
CAND_0085643,471,1,0
CAND_0025335,472,1,0
CAND_0025109,473,1,0
CAND_0067183,474,1,0
CAND_0057992,475,1,0
CAND_0002426,476,1,0
CAND_0051240,477,1,0
CAND_0016432,478,1,0
CAND_0049340,479,1,0
CAND_0018454,480,1,0
CAND_0081321,481,1,0
CAND_0032317,482,1,0
CAND_0064020,483,1,0
CAND_0027723,484,1,0
CAND_0040102,485,1,0
CAND_0002957,486,1,0
CAND_0012308,487,1,0
CAND_0068187,488,1,0
CAND_0036604,489,1,0
CAND_0081563,490,1,0
CAND_0011140,491,1,0
CAND_0069771,492,1,0
CAND_0006332,493,1,0
CAND_0044135,494,1,0
CAND_0022127,495,1,0
CAND_0071511,496,1,0
CAND_0076453,497,1,0
CAND_0019504,498,1,0
CAND_0041964,499,1,0
CAND_0058287,500,1,0
CAND_0036416,501,1,0
CAND_0096209,502,1,0
CAND_0029336,503,1,0
CAND_0062096,504,1,0
CAND_0005808,505,1,0
CAND_0021357,506,1,0
CAND_0020344,507,1,0
CAND_0003557,508,1,0
CAND_0072489,509,1,0
CAND_0018653,510,1,0
CAND_0038949,511,1,0
CAND_0085616,512,1,0
CAND_0047310,513,1,0
CAND_0048375,514,1,0
CAND_0046010,515,1,0
CAND_0003290,516,1,0
CAND_0097555,517,1,0
CAND_0080051,518,1,0
CAND_0002559,519,1,0
CAND_0026426,520,1,0
CAND_0018731,521,1,0
CAND_0093916,522,1,0
CAND_0001337,523,1,0
CAND_0036491,524,1,0
CAND_0090155,525,1,0
CAND_0067820,526,1,0
CAND_0052201,527,1,0
CAND_0084148,528,1,0
CAND_0030227,529,1,0
CAND_0086062,530,1,0
CAND_0023093,531,1,0
CAND_0071981,532,1,0
CAND_0036121,533,1,0
CAND_0061352,534,1,0
CAND_0003813,535,1,0
CAND_0077798,536,1,0
CAND_0098628,537,1,0
CAND_0057494,538,1,0
CAND_0004108,539,1,0
CAND_0094023,540,1,0
CAND_0021827,541,1,0
CAND_0076412,542,1,0
CAND_0003100,543,1,0
CAND_0060835,544,1,0
CAND_0075491,545,1,0
CAND_0098780,546,1,0
CAND_0022852,547,1,0
CAND_0065139,548,1,0
CAND_0091229,549,1,0
CAND_0056584,550,1,0
CAND_0079688,551,1,0
CAND_0058146,552,1,0
CAND_0066798,553,1,0
CAND_0030550,554,1,0
CAND_0064331,555,1,0
CAND_0088441,556,1,0
CAND_0036973,557,1,0
CAND_0051545,558,1,0
CAND_0008202,559,1,0
CAND_0031143,560,1,0
CAND_0070333,561,1,0
CAND_0033842,562,1,0
CAND_0087120,563,1,0
CAND_0049688,564,1,0
CAND_0026362,565,1,0
CAND_0028422,566,1,0
CAND_0004534,567,1,0
CAND_0018925,568,1,0
CAND_0046108,569,1,0
CAND_0051507,570,1,0
CAND_0042690,571,1,0
CAND_0068985,572,1,0
CAND_0064888,573,1,0
CAND_0085557,574,1,0
CAND_0058152,575,1,0
CAND_0002610,576,1,0
CAND_0014894,577,1,0
CAND_0097075,578,1,0
CAND_0012909,579,1,0
CAND_0073314,580,1,0
CAND_0057696,581,1,0
CAND_0081817,582,1,0
CAND_0023184,583,1,0
CAND_0076265,584,1,0
CAND_0037117,585,1,0
CAND_0013112,586,1,0
CAND_0085265,587,1,0
CAND_0029362,588,1,0
CAND_0087766,589,1,0
CAND_0045027,590,1,0
CAND_0053174,591,1,0
CAND_0078262,592,1,0
CAND_0012459,593,1,0
CAND_0046079,594,1,0
CAND_0048660,595,1,0
CAND_0008618,596,1,0
CAND_0049615,597,1,0
CAND_0079050,598,1,0
CAND_0085887,599,1,0
CAND_0052428,600,1,0
CAND_0052827,601,1,0
CAND_0029100,602,1,0
CAND_0033911,603,1,0
CAND_0052431,604,1,0
CAND_0040820,605,1,0
CAND_0048360,606,1,0
CAND_0002704,607,1,0
CAND_0019845,608,1,0
CAND_0010000,609,1,0
CAND_0079176,610,1,0
CAND_0067643,611,1,0
CAND_0070206,612,1,0
CAND_0064458,613,1,0
CAND_0027663,614,1,0
CAND_0029449,615,1,0
CAND_0042564,616,1,0
CAND_0087316,617,1,0
CAND_0073781,618,1,0
CAND_0022870,619,1,0
CAND_0001608,620,1,0
CAND_0001218,621,1,0
CAND_0069386,622,1,0
CAND_0005477,623,1,0
CAND_0093185,624,1,0
CAND_0063925,625,1,0
CAND_0072948,626,1,0
CAND_0032690,627,1,0
CAND_0060715,628,1,0
CAND_0094197,629,1,0
CAND_0014438,630,1,0
CAND_0087494,631,1,0
CAND_0031982,632,1,0
CAND_0043693,633,1,0
CAND_0040616,634,1,0
CAND_0042700,635,1,0
CAND_0003599,636,1,0
CAND_0035553,637,1,0
CAND_0046703,638,1,0
CAND_0098410,639,1,0
CAND_0093530,640,1,0
CAND_0043525,641,1,0
CAND_0043089,642,1,0
CAND_0091428,643,1,0
CAND_0095373,644,1,0
CAND_0061479,645,1,0
CAND_0001708,646,1,0
CAND_0088655,647,1,0
CAND_0025302,648,1,0
CAND_0054870,649,1,0
CAND_0028228,650,1,0
CAND_0002389,651,1,0
CAND_0060886,652,1,0
CAND_0009236,653,1,0
CAND_0070653,654,1,0
CAND_0040677,655,1,0
CAND_0088878,656,1,0
CAND_0053472,657,1,0
CAND_0054377,658,1,0
CAND_0008297,659,1,0
CAND_0048509,660,1,0
CAND_0041614,661,1,0
CAND_0040092,662,1,0
CAND_0032955,663,1,0
CAND_0012798,664,1,0
CAND_0026410,665,1,0
CAND_0060303,666,1,0
CAND_0049771,667,1,0
CAND_0084161,668,1,0
CAND_0095213,669,1,0
CAND_0057134,670,1,0
CAND_0087783,671,1,0
CAND_0095567,672,1,0
CAND_0091580,673,1,0
CAND_0062707,674,1,0
CAND_0047492,675,1,0
CAND_0059024,676,1,0
CAND_0082618,677,1,0
CAND_0046924,678,1,0
CAND_0003506,679,1,0
CAND_0072721,680,1,0
CAND_0052195,681,1,0
CAND_0050291,682,1,0
CAND_0072937,683,1,0
CAND_0089947,684,1,0
CAND_0056309,685,1,0
CAND_0065805,686,1,0
CAND_0055139,687,1,0
CAND_0000666,688,1,0
CAND_0085222,689,1,0
CAND_0065514,690,1,0
CAND_0060055,691,1,0
CAND_0085851,692,1,0
CAND_0096206,693,1,0
CAND_0090234,694,1,0
CAND_0019159,695,1,0
CAND_0060243,696,1,0
CAND_0064116,697,1,0
CAND_0092170,698,1,0
CAND_0076959,699,1,0
CAND_0095261,700,1,0
CAND_0052735,701,1,0
CAND_0043450,702,1,0
CAND_0074160,703,1,0
CAND_0076906,704,1,0
CAND_0079199,705,1,0
CAND_0048534,706,1,0
CAND_0001151,707,1,0
CAND_0019961,708,1,0
CAND_0033649,709,1,0
CAND_0057529,710,1,0
CAND_0002995,711,1,0
CAND_0056811,712,1,0
CAND_0026640,713,1,0
CAND_0028413,714,1,0
CAND_0073804,715,1,0
CAND_0087778,716,1,0
CAND_0067828,717,1,0
CAND_0072754,718,1,0
CAND_0060215,719,1,0
CAND_0015493,720,1,0
CAND_0058938,721,1,0
CAND_0029768,722,1,0
CAND_0066031,723,1,0
CAND_0032179,724,1,0
CAND_0003082,725,1,0
CAND_0041772,726,1,0
CAND_0046793,727,1,0
CAND_0017722,728,1,0
CAND_0033630,729,1,0
CAND_0044378,730,1,0
CAND_0093682,731,1,0
CAND_0037290,732,1,0
CAND_0072688,733,1,0
CAND_0009162,734,1,0
CAND_0016657,735,1,0
CAND_0012632,736,1,0
CAND_0061156,737,1,0
CAND_0039308,738,1,0
CAND_0072032,739,1,0
CAND_0095884,740,1,0
CAND_0064130,741,1,0
CAND_0068777,742,1,0
CAND_0067717,743,1,0
CAND_0036173,744,1,0
CAND_0006354,745,1,0
CAND_0094445,746,1,0
CAND_0003609,747,1,0
CAND_0070225,748,1,0
CAND_0001302,749,1,0
CAND_0066309,750,1,0
CAND_0039498,751,1,0
CAND_0077003,752,1,0
CAND_0097256,753,1,0
CAND_0000981,754,1,0
CAND_0011923,755,1,0
CAND_0086790,756,1,0
CAND_0075502,757,1,0
CAND_0026993,758,1,0
CAND_0058463,759,1,0
CAND_0087529,760,1,0
CAND_0050707,761,1,0
CAND_0005488,762,1,0
CAND_0083490,763,1,0
CAND_0038278,764,1,0
CAND_0063097,765,1,0
CAND_0093587,766,1,0
CAND_0059604,767,1,0
CAND_0046095,768,1,0
CAND_0025939,769,1,0
CAND_0008456,770,1,0
CAND_0006821,771,1,0
CAND_0081778,772,1,0
CAND_0015698,773,1,0
CAND_0078514,774,1,0
CAND_0008327,775,1,0
CAND_0025663,776,1,0
CAND_0019678,777,1,0
CAND_0033749,778,1,0
CAND_0067633,779,1,0
CAND_0031603,780,1,0
CAND_0008049,781,1,0
CAND_0091284,782,1,0
CAND_0013256,783,1,0
CAND_0022136,784,1,0
CAND_0077060,785,1,0
CAND_0011135,786,1,0
CAND_0045613,787,1,0
CAND_0099751,788,1,0
CAND_0077784,789,1,0
CAND_0076625,790,1,0
CAND_0074765,791,1,0
CAND_0002979,792,1,0
CAND_0028023,793,1,0
CAND_0024990,794,1,0
CAND_0062562,795,1,0
CAND_0067379,796,1,0
CAND_0079550,797,1,0
CAND_0040946,798,1,0
CAND_0093401,799,1,0
CAND_0014683,800,1,0
CAND_0059440,801,1,0
CAND_0068892,802,1,0
CAND_0041918,803,1,0
CAND_0032271,804,1,0
CAND_0005191,805,1,0
CAND_0095042,806,1,0
CAND_0023541,807,1,0
CAND_0004555,808,1,0
CAND_0041594,809,1,0
CAND_0099347,810,1,0
CAND_0069248,811,1,0
CAND_0007567,812,1,0
CAND_0096131,813,1,0
CAND_0021442,814,1,0
CAND_0070544,815,1,0
CAND_0063622,816,1,0
CAND_0065052,817,1,0
CAND_0081932,818,1,0
CAND_0095184,819,1,0
CAND_0008583,820,1,0
CAND_0030783,821,1,0
CAND_0013440,822,1,0
CAND_0064275,823,1,0
CAND_0061402,824,1,0
CAND_0000112,825,1,0
CAND_0022523,826,1,0
CAND_0043936,827,1,0
CAND_0011487,828,1,0
CAND_0036570,829,1,0
CAND_0017090,830,1,0
CAND_0082882,831,1,0
CAND_0009844,832,1,0
CAND_0071224,833,1,0
CAND_0072332,834,1,0
CAND_0077296,835,1,0
CAND_0036220,836,1,0
CAND_0018240,837,1,0
CAND_0026716,838,1,0
CAND_0028263,839,1,0
CAND_0058061,840,1,0
CAND_0081251,841,1,0
CAND_0090690,842,1,0
CAND_0001086,843,1,0
CAND_0029117,844,1,0
CAND_0001661,845,1,0
CAND_0064088,846,1,0
CAND_0056210,847,1,0
CAND_0039522,848,1,0
CAND_0023219,849,1,0
CAND_0057927,850,1,0
CAND_0062584,851,1,0
CAND_0080372,852,1,0
CAND_0046543,853,1,0
CAND_0026208,854,1,0
CAND_0003706,855,1,0
CAND_0027153,856,1,0
CAND_0044850,857,1,0
CAND_0023876,858,1,0
CAND_0001729,859,1,0
CAND_0074647,860,1,0
CAND_0070453,861,1,0
CAND_0070332,862,1,0
CAND_0095674,863,1,0
CAND_0004135,864,1,0
CAND_0014576,865,1,0
CAND_0045041,866,1,0
CAND_0054703,867,1,0
CAND_0029790,868,1,0
CAND_0079616,869,1,0
CAND_0022938,870,1,0
CAND_0019650,871,1,0
CAND_0084943,872,1,0
CAND_0028430,873,1,0
CAND_0022659,874,1,0
CAND_0009200,875,1,0
CAND_0018961,876,1,0
CAND_0080597,877,1,0
CAND_0052498,878,1,0
CAND_0034849,879,1,0
CAND_0086028,880,1,0
CAND_0029714,881,1,0
CAND_0089829,882,1,0
CAND_0089470,883,1,0
CAND_0071821,884,1,0
CAND_0054059,885,1,0
CAND_0003314,886,1,0
CAND_0067403,887,1,0
CAND_0020049,888,1,0
CAND_0006209,889,1,0
CAND_0082847,890,1,0
CAND_0018701,891,1,0
CAND_0065927,892,1,0
CAND_0032133,893,1,0
CAND_0072734,894,1,0
CAND_0077837,895,1,0
CAND_0069810,896,1,0
CAND_0055668,897,1,0
CAND_0003130,898,1,0
CAND_0007428,899,1,0
CAND_0081730,900,1,0
CAND_0094463,901,1,0
CAND_0093029,902,1,0
CAND_0018553,903,1,0
CAND_0048904,904,1,0
CAND_0011263,905,1,0
CAND_0030813,906,1,0
CAND_0084545,907,1,0
CAND_0033549,908,1,0
CAND_0066194,909,1,0
CAND_0050742,910,1,0
CAND_0031366,911,1,0
CAND_0094123,912,1,0
CAND_0013755,913,1,0
CAND_0001808,914,1,0
CAND_0056563,915,1,0
CAND_0086786,916,1,0
CAND_0091920,917,1,0
CAND_0080383,918,1,0
CAND_0085629,919,1,0
CAND_0023650,920,1,0
CAND_0064445,921,1,0
CAND_0037029,922,1,0
CAND_0062658,923,1,0
CAND_0052712,924,1,0
CAND_0080315,925,1,0
CAND_0072803,926,1,0
CAND_0059017,927,1,0
CAND_0044829,928,1,0
CAND_0091254,929,1,0
CAND_0074024,930,1,0
CAND_0012988,931,1,0
CAND_0081709,932,1,0
CAND_0000969,933,1,0
CAND_0042056,934,1,0
CAND_0078810,935,1,0
CAND_0062772,936,1,0
CAND_0013111,937,1,0
CAND_0089444,938,1,0
CAND_0096655,939,1,0
CAND_0012586,940,1,0
CAND_0071131,941,1,0
CAND_0026913,942,1,0
CAND_0070514,943,1,0
CAND_0021163,944,1,0
CAND_0049831,945,1,0
CAND_0031842,946,1,0
CAND_0071205,947,1,0
CAND_0089381,948,1,0
CAND_0095207,949,1,0
CAND_0007916,950,1,0
CAND_0061683,951,1,0
CAND_0032887,952,1,0
CAND_0016728,953,1,0
CAND_0093855,954,1,0
CAND_0023423,955,1,0
CAND_0025391,956,1,0
CAND_0086164,957,1,0
CAND_0036023,958,1,0
CAND_0008677,959,1,0
CAND_0082793,960,1,0
CAND_0092692,961,1,0
CAND_0023215,962,1,0
CAND_0084752,963,1,0
CAND_0019110,964,1,0
CAND_0095711,965,1,0
CAND_0070242,966,1,0
CAND_0014909,967,1,0
CAND_0040231,968,1,0
CAND_0020820,969,1,0
CAND_0004679,970,1,0
CAND_0006928,971,1,0
CAND_0062966,972,1,0
CAND_0011759,973,1,0
CAND_0060472,974,1,0
CAND_0050398,975,1,0
CAND_0026090,976,1,0
CAND_0005212,977,1,0
CAND_0040386,978,1,0
CAND_0020542,979,1,0
CAND_0098624,980,1,0
CAND_0031476,981,1,0
CAND_0090093,982,1,0
CAND_0022303,983,1,0
CAND_0079460,984,1,0
CAND_0017965,985,1,0
CAND_0070998,986,1,0
CAND_0083164,987,1,0
CAND_0001475,988,1,0
CAND_0097991,989,1,0
CAND_0087841,990,1,0
CAND_0045887,991,1,0
CAND_0031577,992,1,0
CAND_0066179,993,1,0
CAND_0003145,994,1,0
CAND_0007655,995,1,0
