candidate_id,cross_encoder_score
CAND_0000513,0.000839
CAND_0000516,0.006266
CAND_0000519,0.000551
CAND_0000522,0.003608
CAND_0000525,0.001053
CAND_0000528,0.006667
CAND_0000531,0.003693
CAND_0000534,0.010209
CAND_0000537,0.001636
CAND_0000540,0.006904
CAND_0000543,0.026964
CAND_0000546,0.002226
CAND_0000549,0.001147
CAND_0000552,0.005664
CAND_0000555,0.005469
CAND_0000558,0.002406
CAND_0000561,0.000890
CAND_0000564,0.003028
CAND_0000567,0.001048
CAND_0000570,0.007816
CAND_0000573,0.000764
CAND_0000576,0.015365
CAND_0000579,0.002790
CAND_0000582,0.003622
CAND_0000585,0.002531
CAND_0000588,0.003350
CAND_0000591,0.002132
CAND_0000594,0.002083
CAND_0000597,0.004830
CAND_0000600,0.004134
CAND_0000603,0.003524
CAND_0000606,0.005427
CAND_0000609,0.009090
CAND_0000612,0.003063
CAND_0000615,0.001555
CAND_0000618,0.004700
CAND_0000621,0.003210
CAND_0000624,0.002571
CAND_0000627,0.007346
CAND_0000630,0.007816
CAND_0000633,0.007317
CAND_0000636,0.006169
CAND_0000639,0.001661
CAND_0000642,0.001748
CAND_0000645,0.002434
CAND_0000648,0.001868
CAND_0000651,0.001882
CAND_0000654,0.005002
CAND_0000657,0.001853
CAND_0000660,0.001245
CAND_0000663,0.001768
CAND_0000666,0.027690
CAND_0000669,0.002149
CAND_0000672,0.001513
CAND_0000675,0.005120
CAND_0000678,0.023825
CAND_0000681,0.001531
CAND_0000684,0.001202
CAND_0000687,0.003312
CAND_0000690,0.001490
CAND_0000693,0.002768
CAND_0000696,0.002217
CAND_0000699,0.007726
CAND_0000702,0.005180
CAND_0000705,0.379896
CAND_0000708,0.001803
CAND_0000711,0.004023
CAND_0000714,0.003538
CAND_0000717,0.013274
CAND_0000720,0.007577
CAND_0000723,0.009020
CAND_0000726,0.018511
CAND_0000729,0.001782
CAND_0000732,0.004150
CAND_0000735,0.000659
CAND_0000738,0.003350
CAND_0000741,0.006641
CAND_0000744,0.007696
CAND_0000747,0.002747
CAND_0000750,0.002200
CAND_0000753,0.002673
CAND_0000756,0.001525
CAND_0000759,0.001853
CAND_0000762,0.001694
CAND_0000765,0.007519
CAND_0000768,0.013637
CAND_0000771,0.003040
CAND_0000774,0.001183
CAND_0000777,0.001668
CAND_0000780,0.001410
CAND_0000783,0.002531
CAND_0000786,0.005980
CAND_0000789,0.002157
CAND_0000792,0.003124
CAND_0000795,0.001094
CAND_0000798,0.007786
CAND_0000801,0.005364
CAND_0000804,0.001183
CAND_0000807,0.000801
CAND_0000810,0.004182
CAND_0000813,0.007577
CAND_0000816,0.005323
CAND_0000819,0.002124
CAND_0000822,0.002571
CAND_0000825,0.006641
CAND_0000828,0.039937
CAND_0000831,0.000534
CAND_0000834,0.005406
CAND_0000837,0.004070
CAND_0000840,0.004925
CAND_0000843,0.000940
CAND_0000846,0.012723
CAND_0000849,0.007786
CAND_0000852,0.014064
CAND_0000855,0.003390
CAND_0000858,0.003795
CAND_0000861,0.001138
CAND_0000864,0.005060
CAND_0000867,0.021533
CAND_0000870,0.003915
CAND_0000873,0.010945
CAND_0000876,0.001912
CAND_0000879,0.002683
CAND_0000882,0.000839
CAND_0000885,0.003260
CAND_0000888,0.002571
CAND_0000891,0.003222
CAND_0000894,0.005220
CAND_0000897,0.001623
CAND_0000900,0.002252
CAND_0000903,0.005642
CAND_0000906,0.006719
CAND_0000909,0.006074
CAND_0000912,0.001755
CAND_0000915,0.019197
CAND_0000918,0.002790
CAND_0000921,0.009376
CAND_0000924,0.003063
CAND_0000927,0.042167
CAND_0000930,0.005934
CAND_0000933,0.007461
CAND_0000936,0.008678
CAND_0000939,0.001782
CAND_0000942,0.009559
CAND_0000945,0.005775
CAND_0000948,0.001868
CAND_0000951,0.005180
CAND_0000954,0.000866
CAND_0000957,0.001897
CAND_0000960,0.020177
CAND_0000963,0.013849
CAND_0000966,0.018229
CAND_0000969,0.120335
CAND_0000972,0.003430
CAND_0000975,0.001020
CAND_0000978,0.003693
CAND_0000981,0.053108
CAND_0000984,0.009860
CAND_0000987,0.008813
CAND_0000990,0.002482
CAND_0000993,0.003608
CAND_0000996,0.014448
CAND_0000999,0.009126
CAND_0001002,0.002790
CAND_0001005,0.002027
CAND_0001008,0.001890
CAND_0001011,0.001495
CAND_0001014,0.001444
CAND_0001017,0.002541
CAND_0001020,0.004592
CAND_0001023,0.009936
CAND_0001026,0.043610
CAND_0001029,0.001061
CAND_0001032,0.001211
CAND_0001035,0.003538
CAND_0001038,0.004281
CAND_0001041,0.002350
CAND_0001044,0.012100
CAND_0001047,0.003040
CAND_0001050,0.002360
CAND_0001053,0.001519
CAND_0001056,0.071332
CAND_0001059,0.000710
CAND_0001062,0.015015
CAND_0001065,0.003160
CAND_0001068,0.001107
CAND_0001071,0.006145
CAND_0001074,0.001367
CAND_0001077,0.005041
CAND_0001080,0.000710
CAND_0001083,0.002397
CAND_0001086,0.013956
CAND_0001089,0.006564
CAND_0001092,0.002901
CAND_0001095,0.046638
CAND_0001098,0.003992
CAND_0001101,0.002003
CAND_0001104,0.003350
CAND_0001107,0.003377
CAND_0001110,0.004468
CAND_0001113,0.004963
CAND_0001116,0.000936
CAND_0001119,0.006931
CAND_0001122,0.004150
CAND_0001125,0.004503
CAND_0001128,0.004925
CAND_0001131,0.005281
CAND_0001134,0.003538
CAND_0001137,0.005080
CAND_0001140,0.001868
CAND_0001143,0.006413
CAND_0001146,0.009860
CAND_0001149,0.002694
CAND_0001152,0.028221
CAND_0001155,0.008951
CAND_0001158,0.007374
CAND_0001161,0.019494
CAND_0001164,0.003260
CAND_0001167,0.001230
CAND_0001170,0.013020
CAND_0001173,0.001531
CAND_0001176,0.003075
CAND_0001179,0.021574
CAND_0001182,0.004486
CAND_0001185,0.012147
CAND_0001188,0.002243
CAND_0001191,0.004905
CAND_0001194,0.006745
CAND_0001197,0.001461
CAND_0001200,0.006590
CAND_0001203,0.003693
CAND_0001206,0.037609
CAND_0001209,0.002234
CAND_0001212,0.002415
CAND_0001215,0.005160
CAND_0001218,0.045437
CAND_0001221,0.001330
CAND_0001224,0.003736
CAND_0001227,0.001882
CAND_0001230,0.002901
CAND_0001233,0.000966
CAND_0001236,0.003004
CAND_0001239,0.003390
CAND_0001242,0.002845
CAND_0001245,0.003795
CAND_0001248,0.005533
CAND_0001251,0.008348
CAND_0001254,0.001904
CAND_0001257,0.003608
CAND_0001260,0.011778
CAND_0001263,0.003063
CAND_0001266,0.000890
CAND_0001269,0.001221
CAND_0001272,0.003377
CAND_0001275,0.001174
CAND_0001278,0.003693
CAND_0001281,0.003869
CAND_0001284,0.002704
CAND_0001287,0.010945
CAND_0001290,0.002845
CAND_0001293,0.001860
CAND_0001296,0.010860
CAND_0001299,0.015664
CAND_0001302,0.066448
CAND_0001305,0.003185
CAND_0001308,0.001399
CAND_0001311,0.005911
CAND_0001314,0.013480
CAND_0001317,0.008544
CAND_0001320,0.005555
CAND_0001323,0.004348
CAND_0001326,0.000669
CAND_0001329,0.003350
CAND_0001332,0.002453
CAND_0001335,0.003197
CAND_0001338,0.001073
CAND_0001341,0.002305
CAND_0001344,0.002043
CAND_0001347,0.026007
CAND_0001350,0.004365
CAND_0001353,0.003040
CAND_0001356,0.000639
CAND_0001359,0.002099
CAND_0001362,0.005642
CAND_0001365,0.001668
CAND_0001368,0.002174
CAND_0001371,0.005620
CAND_0001374,0.000929
CAND_0001377,0.016277
CAND_0001380,0.008813
CAND_0001383,0.001040
CAND_0001386,0.005160
CAND_0001389,0.003992
CAND_0001392,0.003075
CAND_0001395,0.001904
CAND_0001398,0.003028
CAND_0001401,0.005820
CAND_0001404,0.004886
CAND_0001407,0.007121
CAND_0001410,0.004232
CAND_0001413,0.004521
CAND_0001416,0.007877
CAND_0001419,0.010777
CAND_0001422,0.002107
CAND_0001425,0.001839
CAND_0001428,0.000517
CAND_0001431,0.003765
CAND_0001434,0.003722
CAND_0001437,0.005598
CAND_0001440,0.003945
CAND_0001443,0.006314
CAND_0001446,0.030272
CAND_0001449,0.003377
CAND_0001452,0.000770
CAND_0001455,0.001449
CAND_0001458,0.008847
CAND_0001461,0.011158
CAND_0001464,0.011029
CAND_0001467,0.004574
CAND_0001470,0.000701
CAND_0001473,0.002726
CAND_0001476,0.003722
CAND_0001479,0.002663
CAND_0001482,0.005820
CAND_0001485,0.001341
CAND_0001488,0.002683
CAND_0001491,0.008348
CAND_0001494,0.005160
CAND_0001497,0.003185
CAND_0001500,0.005598
CAND_0001503,0.015724
CAND_0001506,0.001579
CAND_0001509,0.001250
CAND_0001512,0.001335
CAND_0001515,0.001681
CAND_0001518,0.011288
CAND_0001521,0.003248
CAND_0001524,0.000741
CAND_0001527,0.001543
CAND_0001530,0.008847
CAND_0001533,0.004774
CAND_0001536,0.002521
CAND_0001539,0.000883
CAND_0001542,0.006641
CAND_0001545,0.005888
CAND_0001548,0.001310
CAND_0001551,0.003063
CAND_0001554,0.002132
CAND_0001557,0.002019
CAND_0001560,0.002019
CAND_0001563,0.001832
CAND_0001566,0.002632
CAND_0001569,0.007066
CAND_0001572,0.009161
CAND_0001575,0.003869
CAND_0001578,0.002406
CAND_0001581,0.004315
CAND_0001584,0.005427
CAND_0001587,0.002779
CAND_0001590,0.001789
CAND_0001593,0.000732
CAND_0001596,0.002924
CAND_0001599,0.004007
CAND_0001602,0.001032
CAND_0001605,0.000974
CAND_0001608,0.060752
CAND_0001611,0.001099
CAND_0001614,0.001179
CAND_0001617,0.003961
CAND_0001620,0.006877
CAND_0001623,0.013902
CAND_0001626,0.007039
CAND_0001629,0.002642
CAND_0001632,0.005934
CAND_0001635,0.002946
CAND_0001638,0.013377
CAND_0001641,0.003608
CAND_0001644,0.003900
CAND_0001647,0.000826
CAND_0001650,0.002075
CAND_0001653,0.003780
CAND_0001656,0.002946
CAND_0001659,0.003636
CAND_0001662,0.012241
CAND_0001665,0.002736
CAND_0001668,0.001383
CAND_0001671,0.003780
CAND_0001674,0.005980
CAND_0001677,0.001567
CAND_0001680,0.004737
CAND_0001683,0.000767
CAND_0001686,0.000482
CAND_0001689,0.003594
CAND_0001692,0.004248
CAND_0001695,0.002035
CAND_0001698,0.007907
CAND_0001701,0.001356
CAND_0001704,0.009020
CAND_0001707,0.003580
CAND_0001710,0.001094
CAND_0001713,0.001179
CAND_0001716,0.003016
CAND_0001719,0.006121
CAND_0001722,0.000989
CAND_0001725,0.004298
CAND_0001728,0.029036
CAND_0001731,0.007261
CAND_0001734,0.001156
CAND_0001737,0.009671
CAND_0001740,0.007877
CAND_0001743,0.005820
CAND_0001746,0.001156
CAND_0001749,0.002132
CAND_0001752,0.004538
CAND_0001755,0.001449
CAND_0001758,0.002174
CAND_0001761,0.005980
CAND_0001764,0.004150
CAND_0001767,0.006290
CAND_0001770,0.001294
CAND_0001773,0.003854
CAND_0001776,0.004737
CAND_0001779,0.018440
CAND_0001782,0.001629
CAND_0001785,0.004664
CAND_0001788,0.001330
CAND_0001791,0.001495
CAND_0001794,0.006145
CAND_0001797,0.002252
CAND_0001800,0.002019
CAND_0001803,0.000458
CAND_0001806,0.006745
CAND_0001809,0.003222
CAND_0001812,0.006217
CAND_0001815,0.001378
CAND_0001818,0.004682
CAND_0001821,0.003566
CAND_0001824,0.008916
CAND_0001827,0.006904
CAND_0001830,0.001120
CAND_0001833,0.003636
CAND_0001836,0.005843
CAND_0001839,0.008093
CAND_0001842,0.005620
CAND_0001845,0.040922
CAND_0001848,0.005060
CAND_0001851,0.007607
CAND_0001854,0.003312
CAND_0001857,0.002591
CAND_0001860,0.002642
CAND_0001863,0.005323
CAND_0001866,0.003350
CAND_0001869,0.007548
CAND_0001872,0.003869
CAND_0001875,0.004664
CAND_0001878,0.009975
CAND_0001881,0.002341
CAND_0001884,0.001207
CAND_0001887,0.006027
CAND_0001890,0.002425
CAND_0001893,0.008348
CAND_0001896,0.010611
CAND_0001899,0.002632
CAND_0001902,0.002360
CAND_0001905,0.016721
CAND_0001908,0.006241
CAND_0001911,0.006850
CAND_0001914,0.006193
CAND_0001917,0.002969
CAND_0001920,0.002521
CAND_0001923,0.005041
CAND_0001926,0.000667
CAND_0001929,0.011376
CAND_0001932,0.004830
CAND_0001935,0.001269
CAND_0001938,0.002571
CAND_0001941,0.001466
CAND_0001944,0.001294
CAND_0001947,0.002035
CAND_0001950,0.008577
CAND_0001953,0.002511
CAND_0001956,0.001028
CAND_0001959,0.010209
CAND_0001962,0.007577
CAND_0001965,0.001949
CAND_0001968,0.018299
CAND_0001971,0.000866
CAND_0001974,0.014560
CAND_0001977,0.001320
CAND_0001980,0.032406
CAND_0001983,0.002561
CAND_0001986,0.001996
CAND_0001989,0.003350
CAND_0001992,0.002694
CAND_0001995,0.010209
CAND_0001998,0.002768
CAND_0002001,0.001197
CAND_0002004,0.003173
CAND_0002007,0.003299
CAND_0002010,0.002561
CAND_0002013,0.002969
CAND_0002016,0.003430
CAND_0002019,0.003869
CAND_0002022,0.000619
CAND_0002025,0.981595
CAND_0002028,0.019308
CAND_0002031,0.010014
CAND_0002034,0.001761
CAND_0002037,0.035544
CAND_0002040,0.005200
CAND_0002043,0.002332
CAND_0002046,0.004811
CAND_0002049,0.002011
CAND_0002052,0.004538
CAND_0002055,0.007877
CAND_0002058,0.018833
CAND_0002061,0.002521
CAND_0002064,0.012871
CAND_0002067,0.003136
CAND_0002070,0.006217
CAND_0002073,0.000744
CAND_0002076,0.000755
CAND_0002079,0.001727
CAND_0002082,0.000619
CAND_0002085,0.002141
CAND_0002088,0.001112
CAND_0002091,0.003497
CAND_0002094,0.012100
CAND_0002097,0.004434
CAND_0002100,0.001405
CAND_0002103,0.008644
CAND_0002106,0.003839
CAND_0002109,0.003869
CAND_0002112,0.168446
CAND_0002115,0.002779
CAND_0002118,0.001211
CAND_0002121,0.003040
CAND_0002124,0.000846
CAND_0002127,0.006193
CAND_0002130,0.003594
CAND_0002133,0.002252
CAND_0002136,0.001315
CAND_0002139,0.004682
CAND_0002142,0.004232
CAND_0002145,0.003930
CAND_0002148,0.006745
CAND_0002151,0.011508
CAND_0002154,0.012289
CAND_0002157,0.016593
CAND_0002160,0.001598
CAND_0002163,0.005664
CAND_0002166,0.000962
CAND_0002169,0.010288
CAND_0002172,0.001721
CAND_0002175,0.001320
CAND_0002178,0.003004
CAND_0002181,0.004682
CAND_0002184,0.002758
CAND_0002187,0.000804
CAND_0002190,0.083441
CAND_0002193,0.002434
CAND_0002196,0.001250
CAND_0002199,0.009304
CAND_0002202,0.001090
CAND_0002205,0.004134
CAND_0002208,0.004682
CAND_0002211,0.006693
CAND_0002214,0.006314
CAND_0002217,0.001688
CAND_0002220,0.011732
CAND_0002223,0.002812
CAND_0002226,0.000629
CAND_0002229,0.002704
CAND_0002232,0.003765
CAND_0002235,0.003608
CAND_0002238,0.007346
CAND_0002241,0.005753
CAND_0002244,0.000856
CAND_0002247,0.002758
CAND_0002250,0.000333
CAND_0002253,0.002601
CAND_0002256,0.000929
CAND_0002259,0.008316
CAND_0002262,0.002132
CAND_0002265,0.002124
CAND_0002268,0.001455
CAND_0002271,0.000779
CAND_0002274,0.004830
CAND_0002277,0.001174
CAND_0002280,0.001681
CAND_0002283,0.002043
CAND_0002286,0.000890
CAND_0002289,0.005642
CAND_0002292,0.003299
CAND_0002295,0.021740
CAND_0002298,0.003222
CAND_0002301,0.003664
CAND_0002304,0.007039
CAND_0002307,0.008511
CAND_0002310,0.005448
CAND_0002313,0.002642
CAND_0002316,0.009936
CAND_0002319,0.004982
CAND_0002322,0.001604
CAND_0002325,0.001284
CAND_0002328,0.004811
CAND_0002331,0.001466
CAND_0002334,0.001138
CAND_0002337,0.001810
CAND_0002340,0.006824
CAND_0002343,0.001507
CAND_0002346,0.010052
CAND_0002349,0.000890
CAND_0002352,0.001636
CAND_0002355,0.004451
CAND_0002358,0.005385
CAND_0002361,0.022159
CAND_0002364,0.010777
CAND_0002367,0.008985
CAND_0002370,0.008678
CAND_0002373,0.005730
CAND_0002376,0.006241
CAND_0002379,0.013689
CAND_0002382,0.003028
CAND_0002385,0.005240
CAND_0002388,0.006217
CAND_0002391,0.006985
CAND_0002394,0.001537
CAND_0002397,0.009975
CAND_0002400,0.002747
CAND_0002403,0.018299
CAND_0002406,0.008678
CAND_0002409,0.013325
CAND_0002412,0.001525
CAND_0002415,0.004718
CAND_0002418,0.003608
CAND_0002421,0.006488
CAND_0002424,0.002434
CAND_0002427,0.002067
CAND_0002430,0.007317
CAND_0002433,0.000880
CAND_0002436,0.013020
CAND_0002439,0.004682
CAND_0002442,0.004086
CAND_0002445,0.009449
CAND_0002448,0.002406
CAND_0002451,0.052619
CAND_0002454,0.005843
CAND_0002457,0.001543
CAND_0002460,0.001727
CAND_0002463,0.003622
CAND_0002466,0.005820
CAND_0002469,0.011072
CAND_0002472,0.004700
CAND_0002475,0.000977
CAND_0002478,0.001444
CAND_0002481,0.002571
CAND_0002484,0.002958
CAND_0002487,0.005100
CAND_0002490,0.007696
CAND_0002493,0.001655
CAND_0002496,0.003222
CAND_0002499,0.001598
CAND_0002502,0.001020
CAND_0002505,0.001555
CAND_0002508,0.006641
CAND_0002511,0.004007
CAND_0002514,0.000609
CAND_0002517,0.002234
CAND_0002520,0.001629
CAND_0002523,0.008847
CAND_0002526,0.002296
CAND_0002529,0.002935
CAND_0002532,0.003260
CAND_0002535,0.001147
CAND_0002538,0.000505
CAND_0002541,0.011288
CAND_0002544,0.031085
CAND_0002547,0.002621
CAND_0002550,0.002261
CAND_0002553,0.002492
CAND_0002556,0.003337
CAND_0002559,0.009634
CAND_0002562,0.003337
CAND_0002565,0.006169
CAND_0002568,0.000843
CAND_0002571,0.002463
CAND_0002574,0.002981
CAND_0002577,0.003377
CAND_0002580,0.001044
CAND_0002583,0.007149
CAND_0002586,0.003443
CAND_0002589,0.000915
CAND_0002592,0.001356
CAND_0002595,0.006513
CAND_0002598,0.003824
CAND_0002601,0.008284
CAND_0002604,0.034684
CAND_0002607,0.016277
CAND_0002610,0.026007
CAND_0002613,0.003099
CAND_0002616,0.006958
CAND_0002619,0.001362
CAND_0002622,0.007907
CAND_0002625,0.001782
CAND_0002628,0.003286
CAND_0002631,0.003650
CAND_0002634,0.012920
CAND_0002637,0.024751
CAND_0002640,0.003052
CAND_0002643,0.001016
CAND_0002646,0.006513
CAND_0002649,0.002200
CAND_0002652,0.004521
CAND_0002655,0.003337
CAND_0002658,0.010449
CAND_0002661,0.005120
CAND_0002664,0.001351
CAND_0002667,0.004232
CAND_0002670,0.002890
CAND_0002673,0.000785
CAND_0002676,0.006693
CAND_0002679,0.003430
CAND_0002682,0.001235
CAND_0002685,0.003470
CAND_0002688,0.003594
CAND_0002691,0.005797
CAND_0002694,0.001112
CAND_0002697,0.032406
CAND_0002700,0.002415
CAND_0002703,0.002969
CAND_0002706,0.003235
CAND_0002709,0.001741
CAND_0002712,0.008062
CAND_0002715,0.008544
CAND_0002718,0.003679
CAND_0002721,0.007907
CAND_0002724,0.011115
CAND_0002727,0.002043
CAND_0002730,0.001188
CAND_0002733,0.004118
CAND_0002736,0.006339
CAND_0002739,0.003636
CAND_0002742,0.007094
CAND_0002745,0.000826
CAND_0002748,0.006217
CAND_0002751,0.004054
CAND_0002754,0.009197
CAND_0002757,0.003403
CAND_0002760,0.002157
CAND_0002763,0.014172
CAND_0002766,0.007938
CAND_0002769,0.009975
CAND_0002772,0.005911
CAND_0002775,0.002314
CAND_0002778,0.006266
CAND_0002781,0.001028
CAND_0002784,0.034947
CAND_0002787,0.008316
CAND_0002790,0.000515
CAND_0002793,0.311427
CAND_0002796,0.001484
CAND_0002799,0.001573
CAND_0002802,0.035948
CAND_0002805,0.001839
CAND_0002808,0.011376
CAND_0002811,0.001748
CAND_0002814,0.005980
CAND_0002817,0.001519
CAND_0002820,0.002035
CAND_0002823,0.001668
CAND_0002826,0.002521
CAND_0002829,0.003780
CAND_0002832,0.002091
CAND_0002835,0.005708
CAND_0002838,0.000540
CAND_0002841,0.008156
CAND_0002844,0.001543
CAND_0002847,0.008882
CAND_0002850,0.006050
CAND_0002853,0.007666
CAND_0002856,0.009161
CAND_0002859,0.001183
CAND_0002862,0.004592
CAND_0002865,0.008093
CAND_0002868,0.003679
CAND_0002871,0.002083
CAND_0002874,0.000525
CAND_0002877,0.004646
CAND_0002880,0.002350
CAND_0002883,0.009596
CAND_0002886,0.005911
CAND_0002889,0.012336
CAND_0002892,0.005261
CAND_0002895,0.002561
CAND_0002898,0.004248
CAND_0002901,0.006145
CAND_0002904,0.007177
CAND_0002907,0.003736
CAND_0002910,0.011732
CAND_0002913,0.001721
CAND_0002916,0.004399
CAND_0002919,0.004039
CAND_0002922,0.010170
CAND_0002925,0.012723
CAND_0002928,0.002561
CAND_0002931,0.001125
CAND_0002934,0.001289
CAND_0002937,0.018264
CAND_0002940,0.004248
CAND_0002943,0.000582
CAND_0002946,0.009197
CAND_0002949,0.001972
CAND_0002952,0.007666
CAND_0002955,0.010653
CAND_0002958,0.003390
CAND_0002961,0.006121
CAND_0002964,0.008316
CAND_0002967,0.009268
CAND_0002970,0.002360
CAND_0002973,0.015131
CAND_0002976,0.001179
CAND_0002979,0.008000
CAND_0002982,0.000836
CAND_0002985,0.005060
CAND_0002988,0.004610
CAND_0002991,0.008847
CAND_0002994,0.040922
CAND_0002997,0.019947
CAND_0003000,0.001668
CAND_0003003,0.005406
CAND_0003006,0.005708
CAND_0003009,0.002019
CAND_0003012,0.001972
CAND_0003015,0.003636
CAND_0003018,0.006004
CAND_0003021,0.001221
CAND_0003024,0.002541
CAND_0003027,0.004700
CAND_0003030,0.009055
CAND_0003033,0.001919
CAND_0003036,0.001727
CAND_0003039,0.001980
CAND_0003042,0.005708
CAND_0003045,0.023871
CAND_0003048,0.003594
CAND_0003051,0.012821
CAND_0003054,0.001274
CAND_0003057,0.010570
CAND_0003060,0.001466
CAND_0003063,0.002812
CAND_0003066,0.003160
CAND_0003069,0.006667
CAND_0003072,0.008544
CAND_0003075,0.007094
CAND_0003078,0.006074
CAND_0003081,0.001044
CAND_0003084,0.004755
CAND_0003087,0.006027
CAND_0003090,0.003869
CAND_0003093,0.013325
CAND_0003096,0.004315
CAND_0003099,0.001472
CAND_0003102,0.003148
CAND_0003105,0.001912
CAND_0003108,0.001174
CAND_0003111,0.000419
CAND_0003114,0.002981
CAND_0003117,0.066691
CAND_0003120,0.005865
CAND_0003123,0.000863
CAND_0003126,0.002823
CAND_0003129,0.004265
CAND_0003132,0.000691
CAND_0003135,0.002812
CAND_0003138,0.005730
CAND_0003141,0.005533
CAND_0003144,0.007519
CAND_0003147,0.002107
CAND_0003150,0.003780
CAND_0003153,0.003052
CAND_0003156,0.002217
CAND_0003159,0.004830
CAND_0003162,0.006824
CAND_0003165,0.010052
CAND_0003168,0.000974
CAND_0003171,0.001341
CAND_0003174,0.001853
CAND_0003177,0.005730
CAND_0003180,0.005911
CAND_0003183,0.012772
CAND_0003186,0.006193
CAND_0003189,0.010249
CAND_0003192,0.001142
CAND_0003195,0.017577
CAND_0003198,0.006364
CAND_0003201,0.002901
CAND_0003204,0.012480
CAND_0003207,0.001421
CAND_0003210,0.001138
CAND_0003213,0.006169
CAND_0003216,0.002683
CAND_0003219,0.000779
CAND_0003222,0.072243
